2021:06:01 09:16:34,714.7,714.7,638.15,640.0,4600,"{'open': 638.15, 'high': 675.75, 'low': 638.15, 'close': 714.7}"
2021:06:01 09:18:11,640.0,675.0,640.0,675.0,5700,"{'open': 638.15, 'high': 675.75, 'low': 638.15, 'close': 714.7}"
2021:06:01 09:19:42,675.0,686.4,675.0,685.0,6475,"{'open': 638.15, 'high': 686.4, 'low': 638.15, 'close': 714.7}"
2021:06:01 09:21:15,685.0,685.0,663.85,670.2,5925,"{'open': 638.15, 'high': 686.4, 'low': 638.15, 'close': 714.7}"
2021:06:01 09:22:51,670.2,670.2,633.05,633.05,7200,"{'open': 638.15, 'high': 686.4, 'low': 633.05, 'close': 714.7}"
2021:06:01 09:24:25,633.05,633.05,590.0,591.75,3625,"{'open': 638.15, 'high': 686.4, 'low': 590.0, 'close': 714.7}"
2021:06:01 09:26:06,591.75,591.75,560.2,568.95,4450,"{'open': 638.15, 'high': 686.4, 'low': 560.2, 'close': 714.7}"
2021:06:01 09:27:40,568.95,568.95,544.3,552.75,4200,"{'open': 638.15, 'high': 686.4, 'low': 544.3, 'close': 714.7}"
2021:06:01 09:29:16,554.8,560.95,548.0,553.4,7300,"{'open': 638.15, 'high': 686.4, 'low': 544.3, 'close': 714.7}"
2021:06:01 09:30:51,553.4,585.0,553.4,585.0,4400,"{'open': 638.15, 'high': 686.4, 'low': 544.3, 'close': 714.7}"
2021:06:01 09:32:33,584.05,592.0,567.0,568.0,6725,"{'open': 638.15, 'high': 686.4, 'low': 544.3, 'close': 714.7}"
2021:06:01 09:34:09,568.0,568.4,534.9,549.7,5775,"{'open': 638.15, 'high': 686.4, 'low': 534.9, 'close': 714.7}"
2021:06:01 09:35:58,549.7,564.45,548.05,563.0,8100,"{'open': 638.15, 'high': 686.4, 'low': 534.9, 'close': 714.7}"
2021:06:01 09:37:43,563.0,570.45,560.0,562.3,8675,"{'open': 638.15, 'high': 686.4, 'low': 534.9, 'close': 714.7}"
2021:06:01 09:39:29,562.3,578.05,555.0,578.05,3700,"{'open': 638.15, 'high': 686.4, 'low': 534.9, 'close': 714.7}"
2021:06:01 09:41:09,578.05,581.45,572.05,573.0,6675,"{'open': 638.15, 'high': 686.4, 'low': 534.9, 'close': 714.7}"
