2021:06:09 11:11:55 IST +0530,67.55,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:11:56 IST +0530,67.55,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:11:56 IST +0530,67.8,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:11:57 IST +0530,67.75,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:11:57 IST +0530,67.75,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:11:58 IST +0530,67.85,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:11:59 IST +0530,68.0,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:11:59 IST +0530,68.0,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:00 IST +0530,67.95,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:00 IST +0530,67.7,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:01 IST +0530,67.5,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:02 IST +0530,67.45,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:02 IST +0530,67.25,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:03 IST +0530,67.0,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:03 IST +0530,67.15,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:04 IST +0530,67.0,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:05 IST +0530,67.0,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:05 IST +0530,66.9,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:06 IST +0530,66.85,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:06 IST +0530,66.85,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:07 IST +0530,67.05,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:08 IST +0530,67.05,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:08 IST +0530,67.05,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:09 IST +0530,67.5,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:09 IST +0530,66.85,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:10 IST +0530,66.95,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:11 IST +0530,66.8,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:11 IST +0530,66.75,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:12 IST +0530,67.05,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:12 IST +0530,67.05,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:13 IST +0530,67.05,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
2021:06:09 11:12:14 IST +0530,67.25,"{'open': 55.7, 'high': 88.8, 'low': 31.45, 'close': 61.9}"
