2021:06:01 09:16:27,272.1,279.3,224.95,255.9,5175,"{'open': 264.0, 'high': 281.25, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:17:55,255.9,262.25,243.95,246.55,5025,"{'open': 264.0, 'high': 281.25, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:19:22,245.0,247.65,235.05,237.25,4700,"{'open': 264.0, 'high': 281.25, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:20:49,237.4,254.8,236.7,246.8,4325,"{'open': 264.0, 'high': 281.25, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:22:19,246.75,251.7,239.9,247.8,4650,"{'open': 264.0, 'high': 281.25, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:23:49,248.65,290.2,247.65,286.25,6125,"{'open': 264.0, 'high': 292.45, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:25:19,286.2,307.65,283.55,307.65,6125,"{'open': 264.0, 'high': 308.6, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:26:49,308.6,308.6,297.1,302.85,5075,"{'open': 264.0, 'high': 310.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:28:16,302.0,313.55,301.65,309.65,5200,"{'open': 264.0, 'high': 314.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:29:45,308.95,311.5,288.6,293.1,5450,"{'open': 264.0, 'high': 314.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:31:13,293.3,299.0,277.25,277.25,5475,"{'open': 264.0, 'high': 314.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:32:43,277.0,299.15,274.25,298.1,5475,"{'open': 264.0, 'high': 314.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:34:10,297.55,317.65,295.95,310.4,5675,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:35:40,310.8,312.75,296.15,302.0,4750,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:37:10,302.0,306.8,297.8,304.5,5150,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:38:41,305.15,308.5,299.75,303.2,6200,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:40:09,302.45,303.15,292.35,295.4,5750,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:41:39,294.65,300.05,289.3,299.2,5500,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:43:07,298.15,303.65,291.9,291.9,6000,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:44:36,291.05,299.3,287.8,295.95,4900,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:46:06,296.3,302.0,290.75,299.3,6250,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:47:33,299.05,299.95,286.4,294.25,5200,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:49:00,294.25,296.5,287.45,294.95,4775,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:50:31,294.45,295.5,278.0,289.7,4900,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:52:01,290.3,295.0,278.2,278.2,7800,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:53:28,278.3,287.7,273.5,277.2,5200,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:54:58,277.05,281.0,254.4,257.25,4975,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:56:26,255.85,264.0,251.3,259.85,6325,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:57:54,259.15,266.0,256.2,262.05,5100,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 09:59:21,262.05,262.75,230.6,234.85,5100,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 10:00:48,234.2,240.55,227.35,236.3,5900,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 10:02:16,236.5,247.0,234.0,241.45,4700,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 10:03:42,242.65,245.0,236.5,236.5,6825,"{'open': 264.0, 'high': 320.0, 'low': 218.6, 'close': 272.1}"
2021:06:01 10:05:09,236.7,237.05,212.15,220.6,5325,"{'open': 264.0, 'high': 320.0, 'low': 211.25, 'close': 272.1}"
2021:06:01 10:06:37,220.85,226.2,215.95,222.55,4600,"{'open': 264.0, 'high': 320.0, 'low': 211.25, 'close': 272.1}"
