2021:06:01 09:16:29,577.95,599.1,508.25,508.95,4400,"{'open': 501.9, 'high': 599.1, 'low': 501.9, 'close': 577.95}"
2021:06:01 09:17:58,508.95,540.0,500.55,535.2,5100,"{'open': 501.9, 'high': 599.1, 'low': 500.55, 'close': 577.95}"
2021:06:01 09:19:27,535.0,549.95,532.65,533.2,5550,"{'open': 501.9, 'high': 599.1, 'low': 500.55, 'close': 577.95}"
2021:06:01 09:20:57,533.2,541.35,511.45,530.95,5900,"{'open': 501.9, 'high': 599.1, 'low': 500.55, 'close': 577.95}"
2021:06:01 09:22:28,530.0,530.0,506.8,509.75,4650,"{'open': 501.9, 'high': 599.1, 'low': 500.55, 'close': 577.95}"
2021:06:01 09:23:58,511.85,511.85,452.05,455.8,4350,"{'open': 501.9, 'high': 599.1, 'low': 452.05, 'close': 577.95}"
2021:06:01 09:25:28,455.8,461.25,430.0,440.0,4500,"{'open': 501.9, 'high': 599.1, 'low': 430.0, 'close': 577.95}"
2021:06:01 09:26:57,441.2,445.5,430.3,435.6,4300,"{'open': 501.9, 'high': 599.1, 'low': 430.0, 'close': 577.95}"
2021:06:01 09:28:26,432.4,433.9,417.5,428.65,5100,"{'open': 501.9, 'high': 599.1, 'low': 417.5, 'close': 577.95}"
2021:06:01 09:29:55,432.3,439.75,418.25,432.65,4600,"{'open': 501.9, 'high': 599.1, 'low': 417.5, 'close': 577.95}"
2021:06:01 09:31:24,432.65,456.85,431.6,444.0,4950,"{'open': 501.9, 'high': 599.1, 'low': 417.5, 'close': 577.95}"
2021:06:01 09:32:55,444.0,448.0,433.15,436.0,4250,"{'open': 501.9, 'high': 599.1, 'low': 417.5, 'close': 577.95}"
2021:06:01 09:34:22,434.55,443.85,411.5,427.05,4600,"{'open': 501.9, 'high': 599.1, 'low': 410.45, 'close': 577.95}"
2021:06:01 09:35:55,430.35,442.55,422.0,434.15,5600,"{'open': 501.9, 'high': 599.1, 'low': 410.45, 'close': 577.95}"
2021:06:01 09:37:27,434.15,443.25,430.25,435.5,4750,"{'open': 501.9, 'high': 599.1, 'low': 410.45, 'close': 577.95}"
2021:06:01 09:39:01,435.5,441.35,425.8,439.9,5375,"{'open': 501.9, 'high': 599.1, 'low': 410.45, 'close': 577.95}"
2021:06:01 09:40:33,439.9,450.0,435.05,448.8,4200,"{'open': 501.9, 'high': 599.1, 'low': 410.45, 'close': 577.95}"
2021:06:01 09:42:09,448.8,451.2,434.1,442.65,5925,"{'open': 501.9, 'high': 599.1, 'low': 410.45, 'close': 577.95}"
2021:06:01 09:43:42,442.65,455.4,440.65,449.25,4550,"{'open': 501.9, 'high': 599.1, 'low': 410.45, 'close': 577.95}"
2021:06:01 09:45:16,449.25,450.05,434.5,437.65,4350,"{'open': 501.9, 'high': 599.1, 'low': 410.45, 'close': 577.95}"
2021:06:01 09:46:50,437.45,454.1,432.05,452.9,4500,"{'open': 501.9, 'high': 599.1, 'low': 410.45, 'close': 577.95}"
2021:06:01 09:48:28,452.9,455.3,444.9,449.75,4100,"{'open': 501.9, 'high': 599.1, 'low': 410.45, 'close': 577.95}"
2021:06:01 09:50:13,444.1,463.75,441.0,460.7,7025,"{'open': 501.9, 'high': 599.1, 'low': 410.45, 'close': 577.95}"
2021:06:01 09:51:48,460.65,462.05,443.35,460.85,4450,"{'open': 501.9, 'high': 599.1, 'low': 410.45, 'close': 577.95}"
2021:06:01 09:53:21,460.85,470.5,453.1,469.15,4600,"{'open': 501.9, 'high': 599.1, 'low': 410.45, 'close': 577.95}"
2021:06:01 09:54:54,470.0,494.5,462.65,492.5,5375,"{'open': 501.9, 'high': 599.1, 'low': 410.45, 'close': 577.95}"
2021:06:01 09:56:29,494.9,505.65,481.7,498.35,4425,"{'open': 501.9, 'high': 599.1, 'low': 410.45, 'close': 577.95}"
2021:06:01 09:58:09,497.05,502.2,484.1,497.45,4200,"{'open': 501.9, 'high': 599.1, 'low': 410.45, 'close': 577.95}"
2021:06:01 09:59:43,497.45,556.45,489.5,556.45,4275,"{'open': 501.9, 'high': 599.1, 'low': 410.45, 'close': 577.95}"
