2021:06:01 09:16:26,229.6,235.85,185.45,214.8,4825,"{'open': 269.0, 'high': 269.0, 'low': 180.45, 'close': 229.6}"
2021:06:01 09:17:52,213.25,218.45,202.05,205.3,5500,"{'open': 269.0, 'high': 269.0, 'low': 180.45, 'close': 229.6}"
2021:06:01 09:19:21,204.7,205.8,195.0,196.95,5050,"{'open': 269.0, 'high': 269.0, 'low': 180.45, 'close': 229.6}"
2021:06:01 09:20:49,195.8,211.85,195.8,204.25,5450,"{'open': 269.0, 'high': 269.0, 'low': 180.45, 'close': 229.6}"
2021:06:01 09:22:18,204.1,208.1,198.05,205.15,5975,"{'open': 269.0, 'high': 269.0, 'low': 180.45, 'close': 229.6}"
2021:06:01 09:23:47,204.85,244.2,204.65,236.25,4575,"{'open': 269.0, 'high': 269.0, 'low': 180.45, 'close': 229.6}"
2021:06:01 09:25:16,236.3,257.5,236.3,255.75,4900,"{'open': 269.0, 'high': 269.0, 'low': 180.45, 'close': 229.6}"
2021:06:01 09:26:46,256.7,259.8,249.65,255.1,5100,"{'open': 269.0, 'high': 269.0, 'low': 180.45, 'close': 229.6}"
2021:06:01 09:28:16,254.4,264.1,254.05,260.45,5375,"{'open': 269.0, 'high': 269.0, 'low': 180.45, 'close': 229.6}"
2021:06:01 09:29:46,259.55,262.6,242.2,245.2,4375,"{'open': 269.0, 'high': 269.0, 'low': 180.45, 'close': 229.6}"
2021:06:01 09:31:15,245.3,251.45,230.3,230.3,4650,"{'open': 269.0, 'high': 269.0, 'low': 180.45, 'close': 229.6}"
2021:06:01 09:32:45,230.0,251.25,228.8,250.4,4575,"{'open': 269.0, 'high': 269.0, 'low': 180.45, 'close': 229.6}"
2021:06:01 09:34:15,251.3,267.9,248.25,262.65,6225,"{'open': 269.0, 'high': 270.0, 'low': 180.45, 'close': 229.6}"
2021:06:01 09:35:45,263.2,263.55,248.5,255.45,4025,"{'open': 269.0, 'high': 270.0, 'low': 180.45, 'close': 229.6}"
2021:06:01 09:37:13,256.95,257.95,250.35,256.1,4750,"{'open': 269.0, 'high': 270.0, 'low': 180.45, 'close': 229.6}"
