2021:06:01 09:16:25,507.8,522.55,446.25,454.2,4175,"{'open': 446.25, 'high': 522.55, 'low': 446.25, 'close': 507.8}"
2021:06:01 09:17:54,446.7,478.0,440.0,470.0,5375,"{'open': 446.25, 'high': 522.55, 'low': 440.0, 'close': 507.8}"
2021:06:01 09:19:23,469.5,485.7,469.05,480.2,4625,"{'open': 446.25, 'high': 522.55, 'low': 440.0, 'close': 507.8}"
2021:06:01 09:20:49,481.55,481.55,449.3,455.9,5000,"{'open': 446.25, 'high': 522.55, 'low': 440.0, 'close': 507.8}"
2021:06:01 09:22:18,452.9,467.95,442.3,445.1,5025,"{'open': 446.25, 'high': 522.55, 'low': 440.0, 'close': 507.8}"
2021:06:01 09:23:45,447.8,450.85,394.5,398.2,5625,"{'open': 446.25, 'high': 522.55, 'low': 393.3, 'close': 507.8}"
2021:06:01 09:25:12,400.4,402.5,381.55,385.15,6050,"{'open': 446.25, 'high': 522.55, 'low': 380.85, 'close': 507.8}"
2021:06:01 09:26:39,386.2,388.2,373.25,379.05,6075,"{'open': 446.25, 'high': 522.55, 'low': 372.75, 'close': 507.8}"
2021:06:01 09:28:07,378.1,380.9,362.55,368.85,5400,"{'open': 446.25, 'high': 522.55, 'low': 362.4, 'close': 507.8}"
2021:06:01 09:29:36,368.85,383.3,364.45,383.3,4525,"{'open': 446.25, 'high': 522.55, 'low': 362.4, 'close': 507.8}"
2021:06:01 09:31:04,383.15,397.95,375.15,392.9,6000,"{'open': 446.25, 'high': 522.55, 'low': 362.4, 'close': 507.8}"
2021:06:01 09:32:30,394.7,399.0,378.15,383.55,6825,"{'open': 446.25, 'high': 522.55, 'low': 362.4, 'close': 507.8}"
2021:06:01 09:33:57,380.15,386.8,363.75,368.55,5300,"{'open': 446.25, 'high': 522.55, 'low': 362.05, 'close': 507.8}"
2021:06:01 09:35:24,364.15,382.35,360.5,382.35,6100,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 09:36:50,381.35,386.35,375.4,380.4,5300,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 09:38:16,379.8,382.6,371.8,375.8,8125,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 09:39:45,377.65,388.9,377.05,388.2,7000,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 09:41:12,388.75,392.05,385.35,387.95,8050,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 09:42:40,388.0,393.4,376.95,386.25,7650,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 09:44:09,386.8,398.0,384.0,388.45,6125,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 09:45:38,388.05,389.95,378.55,383.2,5400,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 09:47:07,383.55,397.1,377.9,394.3,5750,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 09:48:37,392.15,396.95,386.9,391.75,5550,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 09:50:12,391.95,407.2,384.7,400.0,6325,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 09:51:43,401.85,402.2,386.25,402.2,6750,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 09:53:16,397.35,410.9,396.4,410.9,6600,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 09:54:46,409.3,432.85,405.3,427.75,5850,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 09:56:16,430.5,444.35,422.25,437.35,6000,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 09:57:46,436.3,441.9,425.05,435.65,4825,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 09:59:18,435.55,486.5,429.6,485.3,5525,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 10:00:52,481.8,502.95,467.65,477.35,7000,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 10:02:20,476.4,483.95,461.5,476.65,6775,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 10:03:51,478.0,482.0,467.6,482.0,5225,"{'open': 446.25, 'high': 522.55, 'low': 354.0, 'close': 507.8}"
2021:06:01 10:05:21,485.0,524.5,484.0,510.9,4500,"{'open': 446.25, 'high': 524.5, 'low': 354.0, 'close': 507.8}"
2021:06:01 10:06:53,513.6,515.85,493.7,494.85,4700,"{'open': 446.25, 'high': 524.5, 'low': 354.0, 'close': 507.8}"
2021:06:01 10:08:21,491.0,531.4,491.0,520.0,6825,"{'open': 446.25, 'high': 535.0, 'low': 354.0, 'close': 507.8}"
2021:06:01 10:09:48,518.9,525.0,508.6,522.75,6000,"{'open': 446.25, 'high': 535.0, 'low': 354.0, 'close': 507.8}"
2021:06:01 10:11:18,522.1,548.2,520.5,535.0,4975,"{'open': 446.25, 'high': 549.6, 'low': 354.0, 'close': 507.8}"
2021:06:01 10:12:46,535.0,555.8,532.55,537.9,6400,"{'open': 446.25, 'high': 555.8, 'low': 354.0, 'close': 507.8}"
2021:06:01 10:14:15,536.0,539.5,515.45,527.55,5675,"{'open': 446.25, 'high': 555.8, 'low': 354.0, 'close': 507.8}"
2021:06:01 10:15:43,530.0,560.2,527.85,560.2,6400,"{'open': 446.25, 'high': 560.2, 'low': 354.0, 'close': 507.8}"
2021:06:01 10:17:10,561.9,567.35,542.2,546.7,5625,"{'open': 446.25, 'high': 568.0, 'low': 354.0, 'close': 507.8}"
2021:06:01 10:18:40,548.35,577.25,543.0,577.25,5400,"{'open': 446.25, 'high': 583.9, 'low': 354.0, 'close': 507.8}"
2021:06:01 10:20:12,575.85,589.95,558.6,586.0,6425,"{'open': 446.25, 'high': 590.0, 'low': 354.0, 'close': 507.8}"
2021:06:01 10:21:41,586.0,614.2,586.0,603.25,5000,"{'open': 446.25, 'high': 614.2, 'low': 354.0, 'close': 507.8}"
2021:06:01 10:23:12,603.25,640.85,603.25,632.6,6250,"{'open': 446.25, 'high': 642.9, 'low': 354.0, 'close': 507.8}"
2021:06:01 10:24:41,628.25,630.0,560.6,567.45,6850,"{'open': 446.25, 'high': 642.9, 'low': 354.0, 'close': 507.8}"
2021:06:01 10:26:12,570.4,573.85,555.9,566.0,6500,"{'open': 446.25, 'high': 642.9, 'low': 354.0, 'close': 507.8}"
2021:06:01 10:27:43,566.0,566.0,530.0,539.95,6300,"{'open': 446.25, 'high': 642.9, 'low': 354.0, 'close': 507.8}"
