,date,open,high,low,close,volume
0,2021-06-01 15:00:00+05:30,741.6,745.0,741.6,745.0,25
1,2021-06-01 15:01:00+05:30,745.0,770.0,745.0,759.85,325
2,2021-06-01 15:02:00+05:30,759.85,759.85,759.85,759.85,0
3,2021-06-01 15:03:00+05:30,759.85,759.85,752.1,752.1,150
4,2021-06-01 15:04:00+05:30,752.1,752.1,752.1,752.1,50
5,2021-06-01 15:05:00+05:30,752.1,752.1,750.0,750.0,200
6,2021-06-01 15:06:00+05:30,750.0,750.0,713.15,725.15,150
7,2021-06-01 15:07:00+05:30,725.15,725.15,706.8,706.8,1175
8,2021-06-01 15:08:00+05:30,706.8,706.8,684.65,686.45,600
9,2021-06-01 15:09:00+05:30,686.45,713.0,686.45,713.0,50
10,2021-06-01 15:10:00+05:30,713.0,747.3,713.0,747.3,450
11,2021-06-01 15:11:00+05:30,747.3,747.3,740.9,744.0,1175
12,2021-06-01 15:12:00+05:30,744.0,751.0,744.0,751.0,200
13,2021-06-01 15:13:00+05:30,751.0,751.0,742.15,745.8,275
14,2021-06-01 15:14:00+05:30,745.8,751.4,745.8,751.4,50
15,2021-06-01 15:15:00+05:30,751.4,751.4,739.7,739.7,25
16,2021-06-01 15:16:00+05:30,739.7,745.4,739.7,743.35,775
17,2021-06-01 15:17:00+05:30,743.35,743.35,739.35,740.05,150
18,2021-06-01 15:18:00+05:30,740.05,743.4,740.05,743.4,300
19,2021-06-01 15:19:00+05:30,743.4,743.4,743.4,743.4,0
20,2021-06-01 15:20:00+05:30,753.0,759.0,738.0,738.0,725
21,2021-06-01 15:21:00+05:30,738.0,742.35,737.85,738.25,625
