2021:06:01 09:16:28,647.2,676.1,557.7,575.1,5400,"{'open': 572.95, 'high': 676.1, 'low': 557.7, 'close': 647.2}"
2021:06:01 09:17:56,575.0,607.45,567.1,601.25,5675,"{'open': 572.95, 'high': 676.1, 'low': 557.7, 'close': 647.2}"
2021:06:01 09:19:25,601.25,618.8,601.0,606.75,5700,"{'open': 572.95, 'high': 676.1, 'low': 557.7, 'close': 647.2}"
2021:06:01 09:20:52,604.3,611.05,581.1,592.25,5750,"{'open': 572.95, 'high': 676.1, 'low': 557.7, 'close': 647.2}"
2021:06:01 09:22:21,593.85,599.9,574.8,580.6,5750,"{'open': 572.95, 'high': 676.1, 'low': 557.7, 'close': 647.2}"
2021:06:01 09:23:50,578.6,582.3,516.15,521.25,6475,"{'open': 572.95, 'high': 676.1, 'low': 516.0, 'close': 647.2}"
2021:06:01 09:25:19,523.2,525.6,494.5,494.5,5925,"{'open': 572.95, 'high': 676.1, 'low': 494.0, 'close': 647.2}"
2021:06:01 09:26:48,492.0,509.9,492.0,497.85,6475,"{'open': 572.95, 'high': 676.1, 'low': 492.0, 'close': 647.2}"
2021:06:01 09:28:16,496.35,498.55,480.0,487.4,7850,"{'open': 572.95, 'high': 676.1, 'low': 480.0, 'close': 647.2}"
2021:06:01 09:29:49,488.15,504.05,480.1,498.0,6250,"{'open': 572.95, 'high': 676.1, 'low': 480.0, 'close': 647.2}"
2021:06:01 09:31:17,498.0,520.6,493.25,520.6,6000,"{'open': 572.95, 'high': 676.1, 'low': 480.0, 'close': 647.2}"
2021:06:01 09:32:46,518.95,518.95,495.7,497.35,5625,"{'open': 572.95, 'high': 676.1, 'low': 480.0, 'close': 647.2}"
2021:06:01 09:34:13,498.0,506.1,472.95,487.5,6050,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 09:35:43,487.85,504.65,483.15,493.35,5200,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 09:37:11,493.35,506.25,492.85,498.25,5075,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 09:38:42,498.25,502.35,487.45,498.4,6475,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 09:40:13,498.4,510.3,497.0,509.85,5850,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 09:41:43,509.85,515.9,498.55,498.55,7225,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 09:43:13,498.55,513.9,495.05,511.5,7500,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 09:44:45,510.6,518.6,502.4,505.0,5700,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 09:46:18,504.8,509.45,495.55,498.0,5200,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 09:47:49,497.55,518.0,497.25,512.6,8800,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 09:49:24,512.6,517.45,503.1,511.45,5150,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 09:50:58,511.8,531.85,510.05,517.8,5325,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 09:52:29,517.8,531.9,506.3,524.1,4775,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 09:54:02,522.85,540.9,517.8,540.0,4975,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 09:55:33,544.8,574.15,535.7,568.6,5125,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 09:57:04,569.15,569.7,551.0,554.0,5100,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 09:58:36,555.0,570.55,554.45,568.55,4050,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:00:09,568.05,642.15,567.9,618.05,4800,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:01:40,617.85,617.85,594.5,594.5,6150,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:03:10,598.65,612.0,594.4,609.05,6150,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:04:43,607.85,654.9,603.9,643.75,6575,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:06:18,644.7,662.45,637.65,637.65,5275,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:07:51,638.55,672.2,627.65,672.2,5125,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:09:22,670.85,671.05,645.85,665.0,5450,"{'open': 572.95, 'high': 676.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:10:52,665.0,692.1,652.3,672.25,7200,"{'open': 572.95, 'high': 693.9, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:12:25,672.25,699.0,670.45,681.0,5000,"{'open': 572.95, 'high': 700.0, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:14:00,678.7,686.7,656.6,668.7,5575,"{'open': 572.95, 'high': 700.0, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:15:30,668.7,705.1,666.85,693.9,5300,"{'open': 572.95, 'high': 705.1, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:17:03,694.6,712.95,693.2,693.2,4800,"{'open': 572.95, 'high': 713.65, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:18:39,690.25,714.8,684.85,714.8,4675,"{'open': 572.95, 'high': 714.45, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:20:10,726.9,733.85,704.0,729.35,5150,"{'open': 572.95, 'high': 733.85, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:21:40,731.15,763.35,731.15,755.35,5200,"{'open': 572.95, 'high': 763.35, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:23:13,754.0,794.6,752.05,775.0,6975,"{'open': 572.95, 'high': 794.6, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:24:43,775.0,776.45,704.4,712.15,6600,"{'open': 572.95, 'high': 794.6, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:26:25,712.15,720.0,699.3,701.5,6300,"{'open': 572.95, 'high': 794.6, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:28:00,701.5,701.65,666.3,674.1,4925,"{'open': 572.95, 'high': 794.6, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:29:41,671.65,689.1,667.65,687.6,6150,"{'open': 572.95, 'high': 794.6, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:31:15,687.6,704.4,669.25,704.1,7925,"{'open': 572.95, 'high': 794.6, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:32:58,706.8,722.25,702.45,709.35,6025,"{'open': 572.95, 'high': 794.6, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:34:38,708.2,717.35,698.85,715.7,4975,"{'open': 572.95, 'high': 794.6, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:36:21,714.5,714.5,680.0,684.0,4550,"{'open': 572.95, 'high': 794.6, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:37:55,684.0,707.3,684.0,706.4,8000,"{'open': 572.95, 'high': 794.6, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:39:31,710.0,717.2,701.5,712.7,9825,"{'open': 572.95, 'high': 794.6, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:41:04,712.7,741.0,708.5,735.0,4900,"{'open': 572.95, 'high': 794.6, 'low': 462.05, 'close': 647.2}"
2021:06:01 10:42:38,735.0,752.05,727.2,737.0,4725,"{'open': 572.95, 'high': 794.6, 'low': 462.05, 'close': 647.2}"
