,date,open,high,low,close,volume
0,2021-06-01 15:00:00+05:30,35343.65,35352.9,35343.4,35351.35,0
1,2021-06-01 15:01:00+05:30,35349.2,35367.65,35349.2,35361.2,0
2,2021-06-01 15:02:00+05:30,35361.4,35366.4,35353.35,35356.6,0
3,2021-06-01 15:03:00+05:30,35351.65,35364.9,35351.0,35356.8,0
4,2021-06-01 15:04:00+05:30,35354.7,35362.35,35346.9,35357.85,0
5,2021-06-01 15:05:00+05:30,35361.85,35362.25,35336.15,35336.15,0
6,2021-06-01 15:06:00+05:30,35339.25,35341.05,35310.45,35313.7,0
7,2021-06-01 15:07:00+05:30,35310.35,35314.0,35301.4,35305.35,0
8,2021-06-01 15:08:00+05:30,35307.15,35307.15,35272.0,35272.0,0
9,2021-06-01 15:09:00+05:30,35276.55,35303.7,35276.55,35300.1,0
10,2021-06-01 15:10:00+05:30,35299.2,35341.35,35297.3,35338.5,0
11,2021-06-01 15:11:00+05:30,35338.35,35353.05,35333.65,35347.6,0
12,2021-06-01 15:12:00+05:30,35346.3,35350.5,35328.55,35340.75,0
13,2021-06-01 15:13:00+05:30,35344.8,35348.05,35339.6,35343.2,0
14,2021-06-01 15:14:00+05:30,35342.1,35355.7,35340.45,35350.6,0
15,2021-06-01 15:15:00+05:30,35347.85,35351.4,35339.15,35345.8,0
16,2021-06-01 15:16:00+05:30,35349.85,35350.35,35334.1,35339.8,0
17,2021-06-01 15:17:00+05:30,35338.45,35345.2,35335.0,35345.2,0
18,2021-06-01 15:18:00+05:30,35348.8,35352.95,35343.05,35344.85,0
19,2021-06-01 15:19:00+05:30,35344.3,35354.95,35344.3,35347.1,0
20,2021-06-01 15:20:00+05:30,35346.95,35351.35,35327.2,35327.8,0
21,2021-06-01 15:21:00+05:30,35327.85,35356.2,35323.7,35330.2,0
