2021:05:28 14:41:30,407.25,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:31,407.25,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:31,405.6,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:32,405.6,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:32,407.95,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:34,405.85,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:34,407.05,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:35,408.4,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:35,408.05,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:36,408.25,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:37,406.4,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:37,406.1,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:38,404.7,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:38,405.25,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:39,405.7,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:40,405.7,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:40,406.75,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:41,407.0,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:41,407.0,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:42,406.8,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:43,407.65,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:43,408.85,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:44,407.75,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:44,407.05,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:45,406.15,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
2021:05:28 14:41:46,406.15,"{'open': 568.4, 'high': 637.8, 'low': 381.75, 'close': 490.8}"
