
 Touchdown,1793
 Touchdown,7707649
 Touchdown,6401
 Touchdown,3861249
 Touchdown,2615553
 Touchdown,10241
 Touchdown,25601
 Touchdown,82945
 Touchdown,6483969
 Touchdown,40193
 Touchdown,60417
 Touchdown,1552897
 Touchdown,67329
 Touchdown,2031617
 Touchdown,1510401
 Touchdown,4999937
 Touchdown,4268801
 Touchdown,85761
 Touchdown,94209
 Touchdown,94977
 Touchdown,97281
 Touchdown,98049
 Touchdown,981505
 Touchdown,2911489
 Touchdown,122881
 Touchdown,558337
 Touchdown,5013761
 Touchdown,149249
 Touchdown,999937
 Touchdown,3905025
 Touchdown,2187777
 Touchdown,177665
 Touchdown,5215745
 Touchdown,3876097
 Touchdown,1215745
 Touchdown,4376065
 Touchdown,1471489
 Touchdown,197633
 Touchdown,3513601
 Touchdown,3938305
 Touchdown,6248705
 Touchdown,2800641
 Touchdown,5552641
 Touchdown,3771393
 Touchdown,225537
 Touchdown,232961
 Touchdown,234497
 Touchdown,4818433
 Touchdown,1256193
 Touchdown,251137
 Touchdown,5415425
 Touchdown,7689729
 Touchdown,1253889
 Touchdown,4704769
 Touchdown,3661825
 Touchdown,1207553
 Touchdown,70913
 Touchdown,36865
 Touchdown,2585345
 Touchdown,4576001
 Touchdown,3039233
 Touchdown,151553
 Touchdown,2713345
 Touchdown,2513665
 Touchdown,1850625
 Touchdown,340481
 Touchdown,1086465
 Touchdown,341249
 Touchdown,592897
 Touchdown,179457
 Touchdown,345089
 Touchdown,348929
 Touchdown,356865
 Touchdown,5331201
 Touchdown,655873
 Touchdown,3699201
 Touchdown,1270529
 Touchdown,4774913
 Touchdown,3068673
 Touchdown,2883073
 Touchdown,3343617
 Touchdown,387073
 Touchdown,2865921
 Touchdown,1346049
 Touchdown,408833
 Touchdown,1517057
 Touchdown,5225729
 Touchdown,3920129
 Touchdown,637185
 Touchdown,428801
 Touchdown,441857
 Touchdown,1723649
 Touchdown,3695361
 Touchdown,2876417
 Touchdown,3149825
 Touchdown,4574465
 Touchdown,3001089
 Touchdown,464385
 Touchdown,3912449
 Touchdown,492033
 Touchdown,2478849
 Touchdown,2983425
 Touchdown,3692289
 Touchdown,4923905
 Touchdown,506625
 Touchdown,667137
 Touchdown,511233
 Touchdown,4752385
 Touchdown,2672641
 Touchdown,3823873
 Touchdown,98561
 Touchdown,1041153
 Touchdown,2815745
 Touchdown,50945
 Touchdown,2452737
 Touchdown,4488705
 Touchdown,4437249
 Touchdown,6629633
 Touchdown,4596993
 Touchdown,582913
 Touchdown,1629185
 Touchdown,3756033
 Touchdown,4598529
 Touchdown,619777
 Touchdown,3924993
 Touchdown,625153
 Touchdown,2977281
 Touchdown,633601
 Touchdown,7977729
 Touchdown,4701441
 Touchdown,2905857
 Touchdown,3725313
 Touchdown,681985
 Touchdown,6191105
 Touchdown,2730497
 Touchdown,2402561
 Touchdown,4724993
 Touchdown,3365633
 Touchdown,720897
 Touchdown,523009
 Touchdown,3443457
 Touchdown,3930881
 Touchdown,6201601
 Touchdown,5202689
 Touchdown,2445313
 Touchdown,758529
 Touchdown,258817
 Touchdown,3659777
 Touchdown,1277953
 Touchdown,4544513
 Touchdown,3024129
 Touchdown,806401
 Touchdown,4834049
 Touchdown,3539457
 Touchdown,2930177
 Touchdown,837889
 Touchdown,851713
 Touchdown,4378881
 Touchdown,854785
 Touchdown,2992385
 Touchdown,860929
 Touchdown,5143553
 Touchdown,878593
 Touchdown,873217
 Touchdown,4343041
 Touchdown,877057
 Touchdown,895745
 Touchdown,4921089
 Touchdown,2953217
 Touchdown,4360193
 Touchdown,79873
 Touchdown,897537
 Touchdown,900609
 Touchdown,3529217
 Touchdown,502785
 Touchdown,2873089
 Touchdown,269569
 Touchdown,2952193
 Touchdown,134913
 Touchdown,3415553
 Touchdown,987393
 Touchdown,784129
 Touchdown,947969
 Touchdown,7496705
 Touchdown,951809
 Touchdown,953345
 Touchdown,530689
 Touchdown,3026177
 Touchdown,969473
 Touchdown,3050241
