,date,open,high,low,close,volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,trend_stc,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,others_dr,others_dlr,others_cr
10,2021-04-20 00:00:00+05:30,27600.0,27970.0,26378.95,26511.65,6205,-6079.732076130525,1744,,,,8319358138.59792,,-81.20451884348725,960.7864537613241,,1412.4539999999993,,,,,,0.0,0.0,26919.155,28226.24,25612.07,9.71118892847863,0.3441168707467384,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,26787.9,,,27565.975,25845.041666666668,27469.691216216215,,,,,28887.48630327595,0.0,0.0,,,,,,,,,,,,27441.212882580156,,,,,-3.4996050682303714,-3.5623085094325546,-5.915492457915672
11,2021-04-22 00:00:00+05:30,26788.0,27200.0,26105.0,27004.05,7824,-1055.9381035277956,9568,,,,-7305248274.539882,,-71.83560084259759,960.7864537613241,,1380.7085999999995,,,,,,0.0,0.0,26812.784999999996,28119.47,25506.1,9.74673089721938,0.5731871108951274,0.0,0.0,,,,,,,,,,26988.38333333333,,27021.31013056009,,0.0,0.0,0.0,,,,,,,,,,,26787.9,,,27565.975,25845.041666666668,27469.691216216215,,,,,28742.06485114491,0.0,0.0,,,,,,,,,,,,27436.214141913173,,,,,1.8572966978667838,1.8402595727486926,-4.1680640061323215
12,2021-04-23 00:00:00+05:30,26752.0,27200.0,26201.0,26378.0,2935,-2950.9080734977656,6633,,,,1633798977.8534923,,77.27114649946436,938.5120038407649,,1342.5377399999995,,,,,,0.0,0.0,26737.176666666666,28054.176666666666,25420.176666666666,9.851451530721333,0.36363831941280705,0.0,0.0,,,,,,,,,,26838.337499999998,,26922.339341243154,,0.0,0.0,0.0,,,,,,,,,,,26787.9,,,27565.975,25845.041666666668,27469.691216216215,,,,,28602.460257099116,0.0,0.0,,,,,,,,,,,,27421.38596810531,-6.389789396544532,,,,-2.3183559503111573,-2.3456525351759794,-6.389789396544532
13,2021-04-26 00:00:00+05:30,26378.0,26900.0,25914.55,26181.15,2223,-3971.103669418402,4410,,-375800.04568170174,30.539257181614204,-12998586426.000927,,-84.63323648881551,931.5082094683313,26947.875852357964,1306.8289659999996,,,,,,0.0,0.0,26590.978333333333,27892.738333333335,25289.218333333334,9.790989888989293,0.3425868311619143,0.0,0.0,,,,,,5.431965415350193,,,,26720.170833333334,,26808.31021182113,,0.0,0.0,0.0,,,,,,,,,,,26610.975,,,27565.975,25845.041666666668,27469.691216216215,,,,,28468.439846815152,0.0,0.0,,40.7234820742352,,,,,,20.077570467043373,,-79.92242953295663,,27369.906353848182,-5.137839389981213,,,,-0.7462658275835921,-0.7490643225112947,-7.088370409407152
14,2021-04-27 00:00:00+05:30,26400.15,26476.85,25360.3,25505.3,5262,-7866.4116269662045,-852,,-830160.4248700317,28.394384081298554,-10369783067.274809,-5548974058.017497,-152.4247257672797,931.5082094683313,26717.148952224186,1287.8010693999995,,,,,,0.0,0.0,26390.8,27711.815000000002,25069.785,10.011178137835921,0.16484105025302476,0.0,0.0,,,,,,5.9377897660811865,,,,26583.162500000002,,26607.84710231019,,0.0,0.0,0.0,0.8434036427116011,1.1715395798440784,-0.32813593713247735,,,,,15.268118201202038,15.268118201202038,0.0,26634.975,,,27565.975,25845.041666666668,27469.691216216215,,,,,28339.780252942546,0.0,0.0,,36.517592903145925,,,,,,7.800064654177079,,-92.19993534582292,,27280.06360188375,-6.055750771656103,,,,-2.58143740821164,-2.6153412473338022,-9.486825972237744
15,2021-04-28 00:00:00+05:30,25688.0,25964.35,25499.95,25674.3,4020,-8867.949094666474,3168,,-614511.7927457415,28.332029394515857,-2153626119.4029665,-3730604972.5116997,-109.19841975846154,937.6804516062456,26607.02421276888,1205.4609624599993,,,,,,0.0,0.0,26356.206666666665,27512.056666666664,25200.356666666667,8.770989047235163,0.2050193940966965,0.0,0.0,,,,,,6.321335699048587,,,,26387.729166666668,,26464.224471185546,,0.0,11.144166540006019,22.44238211920348,0.8698354092134388,1.1269368593408728,-0.257101450127434,,,,,11.668196755441649,13.468157478321842,-1.7999607228801935,26642.5,,,27565.975,25845.041666666668,27469.691216216215,,,,,28216.267042824846,0.0,0.0,,38.23539703470135,,,,,,13.748819948565997,13.875485023262149,-86.251180051434,,27270.856590132425,-8.369885258480704,,,,0.6626073796426546,0.6604217862347994,-8.88707900158099
16,2021-04-29 00:00:00+05:30,25799.0,25938.0,25100.1,25494.35,3708,-9086.56133956444,-540,,-622046.4794963503,29.0272438796992,-4815439320.388366,-3451836441.582625,0.6476134506418312,931.1082920043657,26496.388664824917,1168.7048662139996,,,,,,0.0,0.0,26312.125,27444.254999999997,25179.995000000003,8.605386300042262,0.13883343785607513,0.0,0.0,,,,,,6.693863572900637,,,,26210.25,,26315.013014080076,,0.0,10.577631009639484,23.72744432369403,0.8693992649357849,1.0933431263236761,-0.22394386138789124,,,,,6.777796282855561,11.238037079833083,-4.460240796977522,26535.05,,,27490.05,25845.041666666668,27469.691216216215,,,,,28097.69436111185,0.0,0.0,,37.08469007247061,,,,,,12.229546335789065,11.259476979510714,-87.77045366421093,,27238.667938567105,-7.709753439931075,,,,-0.7008954479771679,-0.703363258061529,-9.525685317377942
17,2021-04-30 00:00:00+05:30,25499.0,25768.6,25104.75,25537.95,8051,-6630.087663282106,7511,,-483036.4681397264,21.624750457624003,-679227968.5753307,-3930637588.222191,-12.220521130453095,931.1082920043657,26310.333573191067,1118.2193795925996,,,,,,0.0,0.0,26280.951666666668,27361.06666666667,25200.836666666666,8.219755613872696,0.15605437075373182,0.0,0.0,,,,,,6.9899021265608035,,,,26208.708333333332,,26195.464858067757,,0.0,10.13789716547254,22.74104573451969,0.8591786076264344,1.1277424758297983,-0.26856386820336386,,,,,4.536520822989447,9.562658015622173,-5.026137192632726,26535.05,,,27490.05,25845.041666666668,27469.691216216215,,,,,27917.83869944514,0.0,0.0,,37.57489507528217,,,,,,13.582008530438221,13.186791604931095,-86.41799146956177,,27231.45208559344,-0.07238877074085015,,,,0.17101828444341383,0.17087221468887748,-9.370957696545767
18,2021-05-03 00:00:00+05:30,25500.0,26185.25,25283.1,26030.05,1707,-5510.409948933053,9218,,-294029.15840548015,24.149908682596518,15722883714.118359,-3296756507.605578,46.661482794771175,949.0501546243233,26250.98780827822,1096.6124416333398,,,,,,0.0,0.0,26201.356666666667,27216.886666666665,25185.826666666668,7.751736010616235,0.4156565208971338,0.0,0.0,,,,,,7.1100552506264325,,,,26196.220833333336,,26170.016418365027,,0.0,12.2052016730554,21.436812773761968,0.8523462402119713,1.1070795895484973,-0.254733349336526,,,,,-1.586074244922308,7.332911563513276,-8.918985808435584,26535.05,,,27490.05,25845.041666666668,27469.691216216215,,,,,27748.774377478432,0.0,0.0,,42.975409531749634,,,,,,32.403568068573826,19.40504097826704,-67.59643193142617,,27180.6782289732,-0.5723856852012505,,,,1.9269361871254276,1.9086058731311084,-7.624593884355302
19,2021-05-04 00:00:00+05:30,26035.0,26441.65,25260.3,25360.45,3069,-8059.055523910826,6149,-0.08128718642678583,-545596.7643475538,25.77582886304947,4495981753.014061,53706547.39882632,-46.05450826135659,949.0501546243233,26247.518789259582,1105.086197470006,26501.107500000002,28327.42169018607,24674.793309813933,13.782927299819972,0.18771597293349937,0.0,0.0,26064.33166666667,27048.001666666667,25080.661666666667,7.548016289694493,0.14221656314278866,0.0,0.0,25100.1,29880.0,27490.05,18.03660469661504,0.05446766668758805,6.970786194589765,,,,26181.883333333335,,26045.467738616564,,0.0,12.915957684486834,19.832781324785422,0.9926527670864929,1.0527932915144864,-0.06014052442799356,,,-77.5415905569757,531.1424999999981,-10.393577320342803,4.3784967495372635,-14.772074069880066,26150.05,,,27490.05,25845.041666666668,27469.691216216215,,,,,27589.853914829728,0.0,0.0,,38.1402960154835,,,,,,9.071744660092758,18.352440419701598,-90.92825533990725,,26961.780717244408,-0.6738470576715921,,,,-2.5724115013225024,-2.6060765974085243,-10.000869455667516
20,2021-05-05 00:00:00+05:30,25420.0,25799.0,24870.0,24965.3,2822,-10302.074684298344,3327,-0.06531701252547532,-626956.2694407611,26.42959542385651,-17002313075.832754,-351223967.6117307,-122.91787337803336,934.2626737791569,26223.992091131757,1087.4775777230054,26340.445,28112.77454974519,24568.11545025481,13.457096489791201,0.11205155096643679,0.0,0.0,25890.121666666666,26807.586666666662,24972.656666666666,7.087374959548587,-0.004009235593001686,0.0,1.0,24870.0,28500.0,26685.0,13.78108836050416,0.026253443526170598,7.137937913384486,,,,26009.6375,,25879.28808652171,,0.0,12.14626521840064,21.154548075007774,0.9635901218072317,1.0301326551198393,-0.06654253331260762,,,-111.72506684912861,1132.6549999999988,-15.774965545489653,1.4994307073905613,-17.274396252880216,26035.0,,,27375.0,25845.041666666668,27469.691216216215,,,,,27440.468679939942,0.0,0.0,,35.595171878083065,,,,,,3.0741935483870733,14.849835425684553,-96.92580645161293,,26781.12351507366,-7.646237364629288,,,,-1.5581348122766014,-1.5704013187164634,-11.403177239425021
21,2021-05-06 00:00:00+05:30,25200.0,25296.55,24687.0,24741.8,1981,-11926.881426977374,1346,-0.05948348789134014,-600641.5880920809,27.333472683379,-10545584237.758705,-1244492235.3261364,-61.70532024355316,925.8987563581909,26212.555298970954,1039.6848199507049,26197.5775,28001.399291218575,24393.755708781424,13.770905277165992,0.09647413422793095,0.0,0.0,25703.998333333333,26572.918333333328,24835.07833333333,6.760971493475158,-0.05367486841903283,0.0,1.0,24687.0,28323.85,26505.425,13.882390461484459,0.015067984657051925,7.19107775918368,,,,25782.029166666664,,25704.289919364524,,0.0,11.655471740476028,21.512860682005392,0.9485344169640463,1.074393036159987,-0.12585861919594066,,,-129.77790595902627,314.07250000000204,-23.9203450457217,-1.6780412617484712,-22.242303783973227,25793.5,,,27283.5,25845.041666666668,27469.691216216215,,,,,27234.831185544746,0.0,0.0,,34.204857788298895,,,,,,1.669204995430986,4.605047734636937,-98.33079500456901,,26394.300338880974,-9.941724814454865,,,,-0.895242596724255,-0.8992739716859433,-12.196333736121979
22,2021-05-07 00:00:00+05:30,24995.0,24995.0,24650.0,24730.95,1296,-12614.70055741215,50,-0.03145505977154769,-516844.4469360691,17.362421280906787,-4506163194.444435,-2328013477.069234,-18.303089592087503,925.4927227831686,26128.722881441478,970.2163379556343,26076.655000000002,27932.5348670442,24220.775132955805,14.234033215105214,0.13744824654430232,0.0,0.0,25523.896666666667,26327.416666666664,24720.376666666667,6.296217309556562,0.006579384043542002,0.0,0.0,24650.0,28323.85,26486.925,14.08865515918356,0.02203410591069335,7.592470790692754,,,,25633.6375,,25554.545316385367,,0.0,11.375306927637645,21.253542093689955,0.9241312536875388,1.1668658567949048,-0.24273460310736605,,,-129.9546155917314,927.3949999999968,-29.025794762230333,-4.716680539579789,-24.309114222650543,25563.425,,,27265.0,25845.041666666668,27469.691216216215,,,,,26980.04806699027,0.0,0.0,,34.135153325951904,,,,,,2.438253012048215,2.3938838519554224,-97.56174698795179,,26142.599098443396,-6.716669841371625,,,,-0.04385291288426796,-0.043862531086169554,-12.234838201397869
23,2021-05-10 00:00:00+05:30,24775.0,25270.25,24186.0,24438.05,3508,-14491.72725789636,-3458,-0.08196010418286294,-589794.2688023457,3.1187491248896038,-2916935397.662486,-3080063178.4497733,-42.115189007248205,925.4927227831686,25890.738154401126,981.619704160071,25897.5825,27657.72401995656,24137.44098004344,13.59309518528658,0.08539342335495209,0.0,0.0,25353.85,26167.25,24540.45,6.416382521786629,-0.06294566019178847,0.0,1.0,24186.0,28323.85,26254.925,15.977746185382355,0.06091327621832579,7.977935463827551,,,,25419.80416666667,,25382.776806172235,,0.0,10.519503548042152,22.87414668180229,0.8505173962278887,1.1819477527431763,-0.3314303565152876,,,-139.75822142180542,480.41749999999956,-37.712025121429974,-10.603363130983347,-27.108661990446627,25313.825,,,27033.0,25845.041666666668,27469.691216216215,,,,,26700.44229895144,0.0,0.0,,32.225947276991576,,,,,,6.660940803382645,3.58946627028728,-93.33905919661736,,25873.322578927586,-9.502278361949411,,,,-1.184345930908437,-1.1914151790023197,-13.274281323914828
24,2021-05-11 00:00:00+05:30,24588.0,25500.0,24300.0,24869.5,7518,-14873.892257896361,4060,-0.06830819752123135,-42160.644687724125,16.126328141437043,2743415802.07502,-3478344773.915695,91.18227411371045,925.4927227831686,25638.262535166778,1003.457733744064,25759.8525,27383.87163426997,24135.83336573003,12.60891640796444,0.22587992308346996,0.0,0.0,25264.751666666667,26086.496666666666,24443.006666666664,6.5050708658591665,0.2595046719683936,0.0,0.0,24186.0,27970.0,26078.0,14.689525105005938,0.18062896405919662,8.100058638884182,,,,25294.095833333336,,25303.811143684197,,0.0,11.229372887157073,20.991810185055357,0.8325243989382484,1.198977721745365,-0.3664533228071166,,,-109.1677904431887,421.2975000000006,-43.715837049804904,-16.75714466489963,-26.958692384905273,25313.825,,,27033.0,25845.041666666668,27469.691216216215,4.0,96.0,-92.0,,26348.42037709824,0.0,0.0,,37.74916204109572,,,,,,22.67750497677505,10.592232930735301,-77.32249502322495,,25834.694880416708,-5.718780802183638,,,,1.7654845619842874,1.750080918340835,-11.743152149418613
25,2021-05-12 00:00:00+05:30,24869.0,25490.0,24852.25,25293.8,2246,-14009.829380593348,6306,-0.0008117465250990753,100001.99026766479,22.470749633368186,7698573853.517364,-2406643193.340178,171.0482672698157,941.2826084775692,25443.41916040996,966.8869603696576,25746.719999999998,27381.319268750594,24112.1207312494,12.697534045117957,0.3614583988079883,0.0,0.0,25214.666666666664,26053.746666666666,24375.586666666666,6.655491512876104,0.5471548203588056,0.0,0.0,24186.0,27970.0,26078.0,14.697017717208253,0.2927589852008455,8.097947899088041,-676.2066949356267,,,25220.149999999998,26117.751923076925,25302.27096773278,25978.477662668407,0.0,10.724276492930002,20.047600055129315,0.8952217259664442,1.1430220304110001,-0.24780030444455592,,,-65.50912029026834,-241.41999999999825,-44.18268804235981,-22.419420701034667,-21.76326734132514,25313.825,27033.0,26173.4125,27033.0,25845.041666666668,27469.691216216215,12.0,92.0,-80.0,,26045.681524304484,0.0,0.0,,42.69508753420132,,,,,,36.755142667551404,22.031196149236365,-63.24485733244859,,25824.551124423062,-3.389270524785971,-13.528715095076357,,,1.7061058726552503,1.6917153343413815,-10.237396885219429
26,2021-05-14 00:00:00+05:30,25400.0,25494.45,24880.1,25054.1,2533,-15108.00558308379,3773,-0.046271977577460446,-1021.1654848589969,22.725570852277627,391699664.42952275,-2495364572.870461,14.314832496931956,941.2826084775692,25360.620886059052,931.6332643326921,25690.43,27338.961474798096,24041.898525201905,12.83381768851744,0.30700095517498793,0.0,0.0,25177.87333333333,25994.598333333335,24361.148333333334,6.487640867735458,0.4242258206046489,0.0,0.0,24186.0,27970.0,26078.0,14.729220180432948,0.22941331923890024,7.999002900991097,-645.9144243606715,,,25182.550000000003,25997.580769230768,25264.090818850815,25910.005243211486,0.0,10.278456786281753,19.153832611142047,0.8858493460253811,1.147391663173905,-0.26154231714852383,,,-66.62002133846313,-16.13000000000102,-46.667768103263164,-28.10878613728496,-18.558981965978205,25313.825,26343.0,25828.4125,27033.0,,28845.15,8.0,88.0,-80.0,,25785.326110901857,0.0,0.0,,40.726480924632966,0.7907868734437186,,,,,31.985998526160596,30.47288205682901,-68.0140014738394,,25807.955891797257,-1.769044081034141,-15.350951542076716,,,-0.9476630636756855,-0.9521819620344374,-11.088043919932012
27,2021-05-17 00:00:00+05:30,25055.0,25400.0,24869.95,25100.6,3053,-15503.994169066265,6826,-0.020566755753912414,19405.358155835143,22.40423952259377,-908012283.0003136,-1631752134.084703,-18.337987315246824,941.2826084775692,25303.839213311276,891.4749378994227,25668.835,27336.282797113894,24001.387202886104,12.992002146680168,0.32960935839085004,0.0,0.0,25143.181666666664,25946.526666666665,24339.836666666662,6.3901618391043025,0.47349727286118354,0.0,0.0,24186.0,27970.0,26078.0,14.741611763837353,0.241701902748414,7.829803090581012,-611.1109140884364,,,25134.74166666667,25901.482692307694,25238.938385181456,25850.049299269893,31.26002950591883,9.869621566417978,18.468138507936448,0.9060286160226338,1.1349388052518183,-0.2289101892291845,,,-62.75389979421481,-174.48500000000058,-47.85687664740809,-33.249986404227826,-14.606890243180267,25313.825,26254.925,25784.375,27033.0,,28640.5,4.0,84.0,-80.0,,25561.420455375595,0.0,0.0,,41.29200085100505,0.8433960098795218,,,,,39.924045659907854,36.221728951206615,-60.075954340092146,,25792.84717825868,-2.2345302500944553,-15.623167672696466,,,0.18559836513785122,0.18542634418441395,-10.923024783035329
28,2021-05-18 00:00:00+05:30,25551.0,26450.0,25450.05,26104.8,4777,-14025.199879351785,11603,-0.07451094044582358,701927.9355621448,32.360413409795115,17061110477.286997,327597404.81256896,196.77981338259164,941.2826084775692,25320.213122816785,937.2674441094805,25622.4625,27183.87645051888,24061.048549481122,12.187852362112967,0.6544553575429854,0.0,0.0,25160.06333333333,25973.18833333333,24346.93833333333,6.463616480032708,1.0809295413784274,1.0,0.0,24186.0,27970.0,26078.0,14.768291689372164,0.5070824524312895,7.453503699915504,-496.7718571618898,,,25185.6125,25861.30576923077,25372.147864384307,25868.919721546197,29.04909256228454,16.550299633897424,16.652202194268547,0.9771169266014627,0.9803947484359853,-0.0032778218345226318,,,36.17296683931817,-84.51250000000073,-47.18882240626239,-37.338346969330004,-9.850475436932385,25318.0,26254.925,25786.4625,27033.0,,28440.5,4.0,80.0,-76.0,24186.0,,1.0,0.0,,51.95315097467088,1.0,0.8780609611077468,,,45.24430169229583,84.75265017667842,52.22089812091562,-15.247349823321587,,25794.675527897234,2.3944521040936553,-11.997708455050786,,,4.000701178457899,3.922745523111004,-7.359321185795576
29,2021-05-19 00:00:00+05:30,26275.0,26400.0,25650.3,25884.1,3076,-15182.648992330318,8527,-0.1834229414111554,504670.63048183825,32.96773819076945,1830988702.8608599,612212749.2599851,165.10781051665492,933.3246439771325,25329.237245246055,918.5106996985326,25543.0125,26862.66522699865,24223.35977300135,10.332788483728384,0.6292338101614617,0.0,0.0,25189.129999999997,25959.090000000004,24419.17,6.113430674263088,0.9513026650735071,0.0,0.0,24186.0,27970.0,26078.0,14.814227570064414,0.4487579281183928,7.11349738420318,-419.13445521474205,,,25214.458333333332,25779.175000000003,25450.909731402106,25870.044186616848,26.9960796860527,15.630722763838104,15.726963357985655,0.9828868088325037,0.9411223709204677,0.04176443791203599,,,43.58879339350419,487.03749999999854,-44.839014121346345,-40.56768569998074,-4.271328421365602,25318.0,26254.925,25786.4625,27033.0,,28440.5,20.0,76.0,-56.0,24231.28,,0.0,0.0,,49.812187806908575,0.8914715333925319,0.911622514424018,,,44.81181669372513,75.00441696113067,66.56037093257231,-24.995583038869324,,25796.97564548345,1.355433776007854,-12.599997235951724,,,-0.8454383868100934,-0.8490324887544531,-8.142541046292306
30,2021-05-20 00:00:00+05:30,26000.0,26197.85,25450.0,25538.3,2082,-16772.99799279833,6445,-0.14510952377722933,329724.0261272902,34.0866289940289,-7227959474.063399,439889881.1403398,-53.82027365716539,920.8558441391126,25332.557089768576,901.4446297286792,25494.345,26737.06859674224,24251.621403257763,9.74901372631647,0.5176849462403486,0.0,0.0,25240.85833333333,25992.70333333333,24489.013333333332,5.9573647620937304,0.6978078371650193,0.0,0.0,24186.0,27200.0,25693.0,11.822229596406576,0.44867285998672835,6.718401782615018,-381.1161550542747,,,25173.479166666668,25698.951923076922,25464.354388109474,25845.47054316375,25.435138996139877,14.750293420853533,16.34974016671388,1.0000389804448102,0.9558914611170063,0.04414751932780392,,,22.85079645067869,-133.89500000000044,-43.47159399182634,-42.740046693992376,-0.7315472978339628,25318.0,26078.0,25698.0,27033.0,,28440.5,16.0,72.0,-56.0,24275.6544,,0.0,0.0,,46.573678264899414,0.7273068807818766,0.8729261380581361,0.8875365378633003,,44.097096133116125,59.73056537102471,73.16254416961127,-40.2694346289753,,25789.410750718904,-1.8891627177051138,-15.203287180117538,,,-1.3359552775642158,-1.3449594444326252,-9.369715617020747
