,date,open,high,low,close,volume
0,2021-06-08 15:00:00+05:30,181.8,189.7,177.05,188.95,80525
1,2021-06-08 15:01:00+05:30,188.0,192.05,185.35,185.95,74750
2,2021-06-08 15:02:00+05:30,185.95,194.5,185.95,189.05,56225
3,2021-06-08 15:03:00+05:30,188.15,191.45,184.55,186.9,51275
4,2021-06-08 15:04:00+05:30,185.35,189.45,180.15,180.3,46850
5,2021-06-08 15:05:00+05:30,181.6,199.0,180.05,197.0,106350
6,2021-06-08 15:06:00+05:30,195.8,217.15,193.8,215.0,139425
7,2021-06-08 15:07:00+05:30,217.8,226.4,208.6,211.55,166825
8,2021-06-08 15:08:00+05:30,211.4,216.25,206.55,209.4,60550
9,2021-06-08 15:09:00+05:30,209.4,214.95,205.8,206.8,49325
10,2021-06-08 15:10:00+05:30,206.55,207.9,196.0,207.9,102025
11,2021-06-08 15:11:00+05:30,208.0,212.0,206.1,208.0,63525
12,2021-06-08 15:12:00+05:30,207.9,210.7,201.35,210.55,50225
13,2021-06-08 15:13:00+05:30,210.9,215.55,210.45,211.05,72575
14,2021-06-08 15:14:00+05:30,212.0,212.3,207.05,208.0,51175
15,2021-06-08 15:15:00+05:30,207.55,212.0,202.7,207.15,74950
16,2021-06-08 15:16:00+05:30,207.4,210.4,204.25,209.25,50575
17,2021-06-08 15:17:00+05:30,209.2,214.5,208.4,211.95,61350
18,2021-06-08 15:18:00+05:30,210.5,215.6,208.0,215.05,75700
19,2021-06-08 15:19:00+05:30,215.4,219.05,214.0,218.8,81125
20,2021-06-08 15:20:00+05:30,216.0,218.0,195.75,202.15,138975
21,2021-06-08 15:21:00+05:30,202.4,207.05,201.15,202.1,68625
