,date,open,high,low,close,volume
0,2021-06-08 15:00:00+05:30,59.55,63.0,57.9,62.9,38100
1,2021-06-08 15:01:00+05:30,62.25,64.65,61.5,62.15,30025
2,2021-06-08 15:02:00+05:30,62.1,65.5,61.8,63.4,28050
3,2021-06-08 15:03:00+05:30,63.3,64.8,61.9,62.6,20425
4,2021-06-08 15:04:00+05:30,62.45,63.6,59.5,59.7,22975
5,2021-06-08 15:05:00+05:30,59.8,67.0,58.95,65.7,39700
6,2021-06-08 15:06:00+05:30,66.0,75.85,65.0,75.2,64950
7,2021-06-08 15:07:00+05:30,75.7,81.4,72.75,73.3,66375
8,2021-06-08 15:08:00+05:30,73.05,76.0,71.3,72.8,29550
9,2021-06-08 15:09:00+05:30,72.7,75.05,70.5,70.9,27600
10,2021-06-08 15:10:00+05:30,71.0,71.4,66.4,70.95,43750
11,2021-06-08 15:11:00+05:30,71.25,73.45,70.9,71.85,32100
12,2021-06-08 15:12:00+05:30,71.8,72.8,68.85,72.8,31600
13,2021-06-08 15:13:00+05:30,72.7,74.9,72.6,73.05,27300
14,2021-06-08 15:14:00+05:30,73.35,73.5,71.15,71.45,24475
15,2021-06-08 15:15:00+05:30,71.1,73.8,69.95,71.9,33875
16,2021-06-08 15:16:00+05:30,72.0,73.45,70.4,73.1,26150
17,2021-06-08 15:17:00+05:30,72.9,75.7,72.5,74.2,32775
18,2021-06-08 15:18:00+05:30,73.7,75.45,72.35,75.15,26250
19,2021-06-08 15:19:00+05:30,75.5,77.45,74.75,76.85,34525
20,2021-06-08 15:20:00+05:30,75.55,76.75,67.15,70.05,69225
21,2021-06-08 15:21:00+05:30,70.2,72.6,69.8,70.5,37300
