,date,open,high,low,close,volume
0,2021-06-08 15:00:00+05:30,79.65,84.45,77.5,83.95,41200
1,2021-06-08 15:01:00+05:30,83.0,86.0,82.5,82.65,32050
2,2021-06-08 15:02:00+05:30,82.55,86.95,82.05,84.45,38700
3,2021-06-08 15:03:00+05:30,84.3,85.95,82.0,83.25,22300
4,2021-06-08 15:04:00+05:30,83.0,84.65,79.55,79.7,41700
5,2021-06-08 15:05:00+05:30,80.25,89.6,79.15,88.6,42050
6,2021-06-08 15:06:00+05:30,88.0,100.5,87.2,99.35,63575
7,2021-06-08 15:07:00+05:30,100.6,106.8,95.55,97.4,70550
8,2021-06-08 15:08:00+05:30,96.95,100.6,94.5,96.1,47675
9,2021-06-08 15:09:00+05:30,96.6,99.7,93.45,94.05,37000
10,2021-06-08 15:10:00+05:30,94.05,95.0,87.85,94.45,53300
11,2021-06-08 15:11:00+05:30,94.85,97.2,93.95,95.0,34700
12,2021-06-08 15:12:00+05:30,94.55,96.25,90.95,96.1,42250
13,2021-06-08 15:13:00+05:30,96.25,98.9,95.9,96.4,34350
14,2021-06-08 15:14:00+05:30,96.85,97.2,94.35,94.45,42700
15,2021-06-08 15:15:00+05:30,94.6,97.5,92.55,95.1,45650
16,2021-06-08 15:16:00+05:30,95.3,96.9,93.3,96.25,40150
17,2021-06-08 15:17:00+05:30,96.2,99.7,95.85,97.9,49875
18,2021-06-08 15:18:00+05:30,97.3,99.35,95.35,99.35,48450
19,2021-06-08 15:19:00+05:30,99.35,102.0,98.65,100.9,42800
20,2021-06-08 15:20:00+05:30,99.3,101.0,88.55,92.35,96625
21,2021-06-08 15:21:00+05:30,92.45,95.35,92.0,92.95,49450
