,date,open,high,low,close,volume
0,2021-06-08 15:00:00+05:30,418.3,432.95,410.2,429.35,57075
1,2021-06-08 15:01:00+05:30,428.0,434.0,423.45,424.0,28650
2,2021-06-08 15:02:00+05:30,424.7,437.85,424.0,427.3,22900
3,2021-06-08 15:03:00+05:30,428.85,434.3,422.95,425.0,20350
4,2021-06-08 15:04:00+05:30,425.0,430.9,417.6,418.0,15600
5,2021-06-08 15:05:00+05:30,418.25,446.0,416.6,443.7,39850
6,2021-06-08 15:06:00+05:30,440.85,470.8,436.65,469.0,56950
7,2021-06-08 15:07:00+05:30,471.8,482.7,460.0,464.3,70900
8,2021-06-08 15:08:00+05:30,464.25,471.0,457.75,462.6,27000
9,2021-06-08 15:09:00+05:30,461.4,468.5,455.85,457.05,17375
10,2021-06-08 15:10:00+05:30,457.0,460.0,443.05,457.15,28050
11,2021-06-08 15:11:00+05:30,459.05,465.0,455.95,459.0,30200
12,2021-06-08 15:12:00+05:30,460.1,464.7,451.6,464.7,12650
13,2021-06-08 15:13:00+05:30,464.4,468.95,462.2,462.8,15125
14,2021-06-08 15:14:00+05:30,462.8,464.35,456.2,458.0,10250
15,2021-06-08 15:15:00+05:30,458.0,463.0,452.0,456.25,11550
16,2021-06-08 15:16:00+05:30,456.4,460.4,453.25,460.4,11275
17,2021-06-08 15:17:00+05:30,459.65,466.25,459.1,462.25,19525
18,2021-06-08 15:18:00+05:30,462.0,471.0,458.0,471.0,26650
19,2021-06-08 15:19:00+05:30,471.0,477.4,468.0,476.35,18400
20,2021-06-08 15:20:00+05:30,472.95,475.8,445.0,451.25,31275
21,2021-06-08 15:21:00+05:30,451.25,458.15,450.85,453.6,30825
