,date,open,high,low,close,volume
0,2021-06-08 15:00:00+05:30,732.75,740.8,717.3,717.3,1250
1,2021-06-08 15:01:00+05:30,717.3,725.6,716.4,725.6,650
2,2021-06-08 15:02:00+05:30,725.6,725.6,709.45,720.1,1600
3,2021-06-08 15:03:00+05:30,720.1,726.3,712.65,715.0,2050
4,2021-06-08 15:04:00+05:30,715.0,728.0,715.0,728.0,350
5,2021-06-08 15:05:00+05:30,728.0,732.0,695.15,700.0,2250
6,2021-06-08 15:06:00+05:30,700.0,703.55,669.55,672.65,2200
7,2021-06-08 15:07:00+05:30,670.3,684.0,664.8,683.25,5575
8,2021-06-08 15:08:00+05:30,681.2,684.35,673.75,683.55,2100
9,2021-06-08 15:09:00+05:30,683.55,685.0,677.35,685.0,1025
10,2021-06-08 15:10:00+05:30,685.0,700.0,681.75,681.75,925
11,2021-06-08 15:11:00+05:30,681.75,685.0,678.9,680.0,425
12,2021-06-08 15:12:00+05:30,680.0,690.0,676.0,676.0,1725
13,2021-06-08 15:13:00+05:30,676.0,677.25,674.5,677.25,150
14,2021-06-08 15:14:00+05:30,677.25,683.1,677.25,683.1,225
15,2021-06-08 15:15:00+05:30,683.1,685.05,680.0,685.05,300
16,2021-06-08 15:16:00+05:30,685.05,685.05,682.05,682.05,25
17,2021-06-08 15:17:00+05:30,682.05,682.05,675.0,679.0,1475
18,2021-06-08 15:18:00+05:30,679.0,680.0,669.3,672.7,2525
19,2021-06-08 15:19:00+05:30,666.55,671.4,660.2,660.2,3950
20,2021-06-08 15:20:00+05:30,660.2,693.1,660.2,684.65,3425
21,2021-06-08 15:21:00+05:30,689.35,689.35,683.3,684.0,4250
