2021:06:15 11:43:17 IST +0530,849.3,849.3,849.3,849.3,"{12738562: 175, 12739074: 4825, 9841410: 325, 12739586: 2975, 12740098: 0, 12740610: 375}"
2021:06:15 11:45:55 IST +0530,849.3,849.3,839.85,839.85,"{12738562: 300, 12739074: 4675, 9841410: 200, 12739586: 3300, 12740098: 0, 12740610: 350}"
2021:06:15 11:48:25 IST +0530,839.85,839.85,829.1,829.1,"{12738562: 425, 12739074: 4925, 9841410: 500, 12739586: 3400, 12740098: 0, 12740610: 375}"
2021:06:15 11:50:53 IST +0530,829.1,829.1,829.1,829.1,"{12738562: 525, 12739074: 4850, 9841410: 400, 12739586: 3275, 12740098: 0, 12740610: 450}"
2021:06:15 11:53:26 IST +0530,829.1,839.9,829.1,839.9,"{12738562: 650, 12739074: 4575, 9841410: 450, 12739586: 3500, 12740098: 0, 12740610: 325}"
2021:06:15 11:56:01 IST +0530,839.9,850.75,839.9,845.75,"{12738562: 800, 12739074: 4975, 9841410: 350, 12739586: 3650, 12740098: 0, 12740610: 650}"
2021:06:15 11:58:54 IST +0530,845.75,845.75,839.1,839.1,"{12738562: 1000, 12739074: 5200, 9841410: 1225, 12739586: 1525, 12740098: 0, 12740610: 1125}"
2021:06:15 12:01:56 IST +0530,839.1,839.1,832.0,832.0,"{12738562: 1150, 12739074: 375, 9841410: 1400, 12739586: 1200, 12740098: 0, 12740610: 4275}"
2021:06:15 12:08:42 IST +0530,832.0,832.0,831.9,831.9,"{12738562: 1550, 12739074: 3725, 9841410: 3475, 12739586: 1850, 12740098: 0, 12740610: 4150}"
2021:06:15 12:15:09 IST +0530,831.9,834.5,831.9,834.5,"{12738562: 1900, 12739074: 1450, 9841410: 2150, 12739586: 4825, 12740098: 0, 12740610: 2200}"
2021:06:15 12:19:36 IST +0530,834.5,912.55,800.7,890.0,"{12738562: 2150, 12739074: 3175, 9841410: 25, 12739586: 1375, 12740098: 0, 12740610: 1300}"
2021:06:15 12:22:20 IST +0530,890.0,894.0,878.05,878.05,"{12738562: 2250, 12739074: 3825, 9841410: 5225, 12739586: 1175, 12740098: 0, 12740610: 1450}"
2021:06:15 12:25:59 IST +0530,878.05,930.0,878.05,912.95,"{12738562: 2400, 12739074: 3025, 9841410: 1650, 12739586: 8375, 12740098: 0, 12740610: 4000}"
2021:06:15 12:31:22 IST +0530,912.95,920.0,910.8,912.9,"{12738562: 2725, 12739074: 1525, 9841410: 3275, 12739586: 1275, 12740098: 0, 12740610: 4250}"
2021:06:15 12:34:57 IST +0530,912.9,920.8,912.9,920.8,"{12738562: 2900, 12739074: 2900, 9841410: 6725, 12739586: 3250, 12740098: 0, 12740610: 1250}"
2021:06:15 12:37:32 IST +0530,920.8,920.8,913.1,913.1,"{12738562: 3000, 12739074: 5025, 9841410: 4675, 12739586: 3350, 12740098: 0, 12740610: 2200}"
2021:06:15 12:40:05 IST +0530,913.1,921.3,912.05,921.3,"{12738562: 3150, 12739074: 5175, 9841410: 10025, 12739586: 3500, 12740098: 0, 12740610: 1250}"
2021:06:15 12:42:51 IST +0530,921.3,935.15,917.45,925.45,"{12738562: 3250, 12739074: 1875, 9841410: 5225, 12739586: 3675, 12740098: 0, 12740610: 1400}"
2021:06:15 12:45:27 IST +0530,925.45,925.45,921.75,921.75,"{12738562: 3350, 12739074: 300, 9841410: 3950, 12739586: 3850, 12740098: 0, 12740610: 1650}"
2021:06:15 12:47:58 IST +0530,921.75,921.75,908.25,908.25,"{12738562: 3450, 12739074: 100, 9841410: 5075, 12739586: 3975, 12740098: 0, 12740610: 4000}"
2021:06:15 12:51:47 IST +0530,908.25,914.05,903.8,913.15,"{12738562: 3650, 12739074: 1775, 9841410: 20225, 12739586: 4225, 12740098: 0, 12740610: 3100}"
2021:06:15 12:54:22 IST +0530,913.15,913.15,913.15,913.15,"{12738562: 3750, 12739074: 2175, 9841410: 250, 12739586: 4325, 12740098: 0, 12740610: 8800}"
2021:06:15 12:57:44 IST +0530,913.15,913.15,901.0,901.0,"{12738562: 3900, 12739074: 4100, 9841410: 1975, 12739586: 4475, 12740098: 0, 12740610: 1475}"
2021:06:15 13:03:04 IST +0530,901.0,910.0,889.6,908.05,"{12738562: 4175, 12739074: 4425, 9841410: 3600, 12739586: 4775, 12740098: 0, 12740610: 1325}"
2021:06:15 13:05:57 IST +0530,908.05,909.2,902.5,902.5,"{12738562: 4325, 12739074: 4350, 9841410: 3075, 12739586: 5125, 12740098: 0, 12740610: 4950}"
2021:06:15 13:11:27 IST +0530,902.5,902.5,873.2,884.75,"{12738562: 4575, 12739074: 4750, 9841410: 2500, 12739586: 100, 12740098: 0, 12740610: 2025}"
2021:06:15 13:16:45 IST +0530,884.75,884.75,876.7,876.7,"{12738562: 4825, 12739074: 4150, 9841410: 2475, 12739586: 375, 12740098: 0, 12740610: 1225}"
2021:06:15 13:19:32 IST +0530,876.7,882.05,876.7,882.05,"{12738562: 4950, 12739074: 4150, 9841410: 2475, 12739586: 500, 12740098: 0, 12740610: 950}"
2021:06:15 13:22:15 IST +0530,882.05,882.05,849.3,858.9,"{12738562: 5075, 12739074: 4025, 9841410: 4525, 12739586: 650, 12740098: 0, 12740610: 6025}"
2021:06:15 13:24:56 IST +0530,858.9,884.75,858.9,884.75,"{12738562: 5175, 12739074: 3900, 9841410: 3050, 12739586: 800, 12740098: 0, 12740610: 5075}"
2021:06:15 13:28:17 IST +0530,884.75,884.75,884.75,884.75,"{12738562: 75, 12739074: 300, 9841410: 4825, 12739586: 950, 12740098: 0, 12740610: 4300}"
2021:06:15 13:31:38 IST +0530,884.75,884.75,870.0,870.0,"{12738562: 225, 12739074: 2350, 9841410: 1775, 12739586: 1075, 12740098: 0, 12740610: 3375}"
2021:06:15 13:34:05 IST +0530,870.0,870.0,855.55,861.1,"{12738562: 325, 12739074: 2200, 9841410: 1825, 12739586: 3575, 12740098: 0, 12740610: 2625}"
2021:06:15 13:36:23 IST +0530,861.1,861.1,779.0,801.65,"{12738562: 425, 12739074: 2075, 9841410: 1650, 12739586: 3350, 12740098: 0, 12740610: 3475}"
2021:06:15 13:38:45 IST +0530,801.65,815.0,781.7,815.0,"{12738562: 475, 12739074: 2050, 9841410: 1575, 12739586: 2675, 12740098: 0, 12740610: 3625}"
2021:06:15 13:41:38 IST +0530,815.0,849.75,815.0,845.85,"{12738562: 625, 12739074: 2575, 9841410: 1475, 12739586: 2625, 12740098: 0, 12740610: 5200}"
2021:06:15 13:44:37 IST +0530,845.85,845.85,826.0,826.0,"{12738562: 775, 12739074: 3575, 9841410: 2425, 12739586: 3475, 12740098: 0, 12740610: 4125}"
2021:06:15 13:47:25 IST +0530,826.0,836.65,818.0,833.1,"{12738562: 875, 12739074: 4350, 9841410: 3125, 12739586: 3750, 12740098: 0, 12740610: 19400}"
2021:06:15 13:52:57 IST +0530,833.1,838.7,833.1,838.7,"{12738562: 1175, 12739074: 1000, 9841410: 7150, 12739586: 1775, 12740098: 0, 12740610: 2150}"
