2021:06:15 11:43:07 IST +0530,772.2,775.0,769.0,769.0,"{12738562: 175, 12739074: 4500, 9841410: 5150, 12739586: 2600, 12740098: 9900, 12740610: 0}"
2021:06:15 11:45:42 IST +0530,769.0,769.0,764.7,764.7,"{12738562: 275, 12739074: 4325, 9841410: 5000, 12739586: 2825, 12740098: 9600, 12740610: 0}"
2021:06:15 11:48:13 IST +0530,764.7,766.45,755.0,755.0,"{12738562: 425, 12739074: 4500, 9841410: 0, 12739586: 3025, 12740098: 4750, 12740610: 0}"
2021:06:15 11:50:42 IST +0530,755.0,766.2,755.0,766.2,"{12738562: 500, 12739074: 4425, 9841410: 5200, 12739586: 2825, 12740098: 4825, 12740610: 0}"
2021:06:15 11:53:18 IST +0530,766.2,766.2,761.65,761.65,"{12738562: 650, 12739074: 4250, 9841410: 125, 12739586: 3200, 12740098: 4925, 12740610: 0}"
2021:06:15 11:55:42 IST +0530,761.65,775.0,761.65,772.95,"{12738562: 800, 12739074: 4375, 9841410: 4975, 12739586: 3025, 12740098: 5650, 12740610: 0}"
2021:06:15 11:58:27 IST +0530,772.95,775.0,772.0,772.0,"{12738562: 975, 12739074: 4175, 9841410: 75, 12739586: 1500, 12740098: 32525, 12740610: 0}"
2021:06:15 12:01:16 IST +0530,772.0,772.0,761.65,761.9,"{12738562: 1100, 12739074: 4325, 9841410: 75, 12739586: 0, 12740098: 3975, 12740610: 0}"
2021:06:15 12:03:52 IST +0530,761.9,761.9,761.9,761.9,"{12738562: 1250, 12739074: 4075, 9841410: 5000, 12739586: 3325, 12740098: 2000, 12740610: 0}"
2021:06:15 12:06:41 IST +0530,768.1,768.1,768.1,768.1,"{12738562: 1450, 12739074: 4550, 9841410: 5050, 12739586: 1750, 12740098: 3800, 12740610: 0}"
2021:06:15 12:09:16 IST +0530,768.1,772.15,767.45,767.95,"{12738562: 1600, 12739074: 4825, 9841410: 4450, 12739586: 2375, 12740098: 1075, 12740610: 0}"
2021:06:15 12:11:44 IST +0530,767.95,767.95,763.25,763.25,"{12738562: 1700, 12739074: 4625, 9841410: 4325, 12739586: 3875, 12740098: 2650, 12740610: 0}"
2021:06:15 12:14:06 IST +0530,763.25,772.95,762.5,762.5,"{12738562: 1850, 12739074: 4375, 9841410: 4075, 12739586: 2975, 12740098: 3125, 12740610: 0}"
2021:06:15 12:16:33 IST +0530,762.5,762.5,762.5,762.5,"{12738562: 1950, 12739074: 4100, 9841410: 7700, 12739586: 4875, 12740098: 2725, 12740610: 0}"
2021:06:15 12:19:04 IST +0530,762.5,769.75,708.0,769.2,"{12738562: 2100, 12739074: 1900, 9841410: 7200, 12739586: 75, 12740098: 3925, 12740610: 0}"
2021:06:15 12:21:35 IST +0530,769.2,832.9,769.2,813.1,"{12738562: 2250, 12739074: 2200, 9841410: 3625, 12739586: 4925, 12740098: 3700, 12740610: 0}"
2021:06:15 12:24:24 IST +0530,813.1,862.7,812.55,862.7,"{12738562: 2350, 12739074: 2025, 9841410: 4275, 12739586: 275, 12740098: 3350, 12740610: 0}"
2021:06:15 12:26:52 IST +0530,862.7,862.7,837.75,837.75,"{12738562: 2450, 12739074: 3075, 9841410: 3800, 12739586: 10325, 12740098: 175, 12740610: 0}"
2021:06:15 12:29:17 IST +0530,837.75,842.3,837.75,839.9,"{12738562: 2600, 12739074: 2575, 9841410: 9075, 12739586: 4675, 12740098: 5325, 12740610: 0}"
2021:06:15 12:31:51 IST +0530,839.9,841.5,836.15,841.0,"{12738562: 2725, 12739074: 2450, 9841410: 4350, 12739586: 1275, 12740098: 2050, 12740610: 0}"
2021:06:15 12:34:12 IST +0530,841.0,850.0,841.0,844.7,"{12738562: 2825, 12739074: 2850, 9841410: 5025, 12739586: 3200, 12740098: 8050, 12740610: 0}"
2021:06:15 12:36:50 IST +0530,847.0,847.0,840.8,845.45,"{12738562: 3000, 12739074: 5025, 9841410: 3225, 12739586: 3350, 12740098: 3900, 12740610: 0}"
2021:06:15 12:39:19 IST +0530,845.45,845.45,843.4,843.4,"{12738562: 3100, 12739074: 5125, 9841410: 2825, 12739586: 3450, 12740098: 5300, 12740610: 0}"
2021:06:15 12:42:08 IST +0530,843.4,860.55,843.4,860.55,"{12738562: 3250, 12739074: 375, 9841410: 3950, 12739586: 3675, 12740098: 5150, 12740610: 0}"
2021:06:15 12:44:45 IST +0530,860.55,860.55,845.45,854.05,"{12738562: 3350, 12739074: 4650, 9841410: 2425, 12739586: 3850, 12740098: 3875, 12740610: 0}"
2021:06:15 12:47:05 IST +0530,854.05,854.05,829.2,833.35,"{12738562: 3450, 12739074: 3850, 9841410: 3450, 12739586: 3975, 12740098: 3625, 12740610: 0}"
2021:06:15 12:49:59 IST +0530,833.35,838.45,833.1,838.45,"{12738562: 3550, 12739074: 3650, 9841410: 2000, 12739586: 4100, 12740098: 1850, 12740610: 0}"
2021:06:15 12:52:58 IST +0530,838.45,839.9,831.0,839.35,"{12738562: 3700, 12739074: 4250, 9841410: 2275, 12739586: 4275, 12740098: 2425, 12740610: 0}"
2021:06:15 12:55:22 IST +0530,839.35,839.35,830.0,833.3,"{12738562: 3800, 12739074: 4650, 9841410: 2625, 12739586: 4375, 12740098: 2250, 12740610: 0}"
2021:06:15 12:59:52 IST +0530,833.3,833.3,819.15,828.05,"{12738562: 4025, 12739074: 3325, 9841410: 1125, 12739586: 4575, 12740098: 2625, 12740610: 0}"
2021:06:15 13:02:26 IST +0530,828.05,835.15,828.05,834.95,"{12738562: 4125, 12739074: 3275, 9841410: 1950, 12739586: 4675, 12740098: 3875, 12740610: 0}"
2021:06:15 13:06:06 IST +0530,834.95,840.4,825.0,825.0,"{12738562: 4325, 12739074: 4600, 9841410: 3300, 12739586: 5125, 12740098: 300, 12740610: 0}"
2021:06:15 13:10:39 IST +0530,825.0,827.2,801.0,812.8,"{12738562: 4525, 12739074: 3075, 9841410: 1050, 12739586: 50, 12740098: 4575, 12740610: 0}"
