2021:06:15 11:40:39 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:40:44 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:40:54 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:41:43 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:41:55 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:41:59 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:00 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:00 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:01 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:02 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:03 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:04 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:05 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:05 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:06 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:07 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:08 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:09 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:09 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:10 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:11 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:11 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:12 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:14 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:14 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:15 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:15 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:17 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:18 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:19 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:20 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:20 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:21 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:22 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:22 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:23 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:23 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:24 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:24 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:25 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:26 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:26 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
2021:06:15 11:42:27 IST +0530,917.95,25,"{'open': 783.4, 'high': 970.75, 'low': 783.4, 'close': 780.25}"
