2021:06:15 11:43:09 IST +0530,981.85,987.25,980.0,980.0,"{12738562: 175, 12739074: 4575, 9841410: 0, 12739586: 2675, 12740098: 10050, 12740610: 75}"
2021:06:15 11:45:49 IST +0530,980.0,982.0,975.75,975.75,"{12738562: 275, 12739074: 4500, 9841410: 0, 12739586: 3050, 12740098: 9875, 12740610: 175}"
2021:06:15 11:48:12 IST +0530,975.75,977.0,966.5,966.5,"{12738562: 425, 12739074: 4475, 9841410: 0, 12739586: 3000, 12740098: 4725, 12740610: 5225}"
2021:06:15 11:50:43 IST +0530,966.5,981.05,966.5,980.4,"{12738562: 500, 12739074: 4450, 9841410: 0, 12739586: 2875, 12740098: 4850, 12740610: 25}"
2021:06:15 11:53:15 IST +0530,980.4,980.4,975.05,979.05,"{12738562: 650, 12739074: 4125, 9841410: 0, 12739586: 3075, 12740098: 4800, 12740610: 5225}"
2021:06:15 11:55:53 IST +0530,979.05,994.55,979.05,990.5,"{12738562: 800, 12739074: 4625, 9841410: 0, 12739586: 3350, 12740098: 9025, 12740610: 425}"
2021:06:15 11:58:25 IST +0530,990.5,990.5,980.75,983.7,"{12738562: 975, 12739074: 4100, 9841410: 0, 12739586: 1500, 12740098: 32500, 12740610: 5175}"
2021:06:15 12:01:14 IST +0530,983.7,983.7,980.0,981.65,"{12738562: 1100, 12739074: 4250, 9841410: 0, 12739586: 5200, 12740098: 3925, 12740610: 7750}"
2021:06:15 12:04:02 IST +0530,981.65,981.65,981.65,981.65,"{12738562: 1250, 12739074: 4350, 9841410: 0, 12739586: 3400, 12740098: 2075, 12740610: 375}"
2021:06:15 12:06:50 IST +0530,981.65,981.65,981.65,981.65,"{12738562: 1450, 12739074: 4900, 9841410: 0, 12739586: 1750, 12740098: 3800, 12740610: 225}"
2021:06:15 12:09:39 IST +0530,981.65,982.8,979.5,981.1,"{12738562: 1600, 12739074: 350, 9841410: 0, 12739586: 3200, 12740098: 1925, 12740610: 850}"
2021:06:15 12:12:08 IST +0530,981.1,981.5,973.7,974.8,"{12738562: 1750, 12739074: 300, 9841410: 0, 12739586: 4300, 12740098: 2725, 12740610: 900}"
2021:06:15 12:14:39 IST +0530,974.8,978.8,974.8,975.75,"{12738562: 1850, 12739074: 275, 9841410: 0, 12739586: 4175, 12740098: 4325, 12740610: 1050}"
2021:06:15 12:17:13 IST +0530,975.75,975.75,975.75,975.75,"{12738562: 2000, 12739074: 4950, 9841410: 0, 12739586: 4925, 12740098: 3575, 12740610: 1450}"
2021:06:15 12:19:35 IST +0530,975.75,1066.0,947.25,1035.2,"{12738562: 2150, 12739074: 3150, 9841410: 0, 12739586: 1350, 12740098: 5225, 12740610: 1275}"
2021:06:15 12:22:20 IST +0530,1035.2,1040.25,1023.25,1033.9,"{12738562: 2250, 12739074: 3850, 9841410: 0, 12739586: 1200, 12740098: 0, 12740610: 1475}"
2021:06:15 12:25:10 IST +0530,1033.9,1091.9,1033.9,1074.75,"{12738562: 2400, 12739074: 3025, 9841410: 0, 12739586: 5825, 12740098: 3725, 12740610: 1550}"
2021:06:15 12:27:30 IST +0530,1074.75,1074.75,1058.65,1060.75,"{12738562: 2450, 12739074: 4175, 9841410: 0, 12739586: 1425, 12740098: 2525, 12740610: 1450}"
2021:06:15 12:30:09 IST +0530,1060.75,1075.0,1060.75,1075.0,"{12738562: 2650, 12739074: 4275, 9841410: 0, 12739586: 4950, 12740098: 6950, 12740610: 1750}"
2021:06:15 12:32:50 IST +0530,1075.0,1075.0,1060.65,1075.0,"{12738562: 2775, 12739074: 2800, 9841410: 0, 12739586: 1325, 12740098: 2600, 12740610: 3000}"
2021:06:15 12:35:27 IST +0530,1075.0,1075.0,1067.9,1067.95,"{12738562: 2950, 12739074: 4000, 9841410: 0, 12739586: 3300, 12740098: 1150, 12740610: 2425}"
2021:06:15 12:38:02 IST +0530,1067.95,1073.0,1067.65,1067.75,"{12738562: 3050, 12739074: 5075, 9841410: 0, 12739586: 3400, 12740098: 1025, 12740610: 3300}"
2021:06:15 12:40:44 IST +0530,1067.75,1073.1,1065.55,1065.55,"{12738562: 3200, 12739074: 5225, 9841410: 0, 12739586: 3550, 12740098: 1525, 12740610: 2250}"
2021:06:15 12:43:29 IST +0530,1065.55,1093.2,1065.55,1076.45,"{12738562: 3300, 12739074: 3375, 9841410: 0, 12739586: 3750, 12740098: 1175, 12740610: 2700}"
2021:06:15 12:46:06 IST +0530,1076.45,1085.2,1069.05,1076.0,"{12738562: 3400, 12739074: 1675, 9841410: 0, 12739586: 3900, 12740098: 1400, 12740610: 3025}"
2021:06:15 12:48:47 IST +0530,1076.0,1076.0,1053.5,1064.55,"{12738562: 3500, 12739074: 1650, 9841410: 0, 12739586: 4050, 12740098: 1300, 12740610: 5350}"
2021:06:15 12:51:48 IST +0530,1064.55,1065.3,1059.8,1064.2,"{12738562: 3650, 12739074: 1800, 9841410: 0, 12739586: 4225, 12740098: 0, 12740610: 3100}"
2021:06:15 12:54:16 IST +0530,1064.2,1064.2,1055.5,1055.5,"{12738562: 3750, 12739074: 1925, 9841410: 0, 12739586: 4325, 12740098: 5025, 12740610: 8550}"
2021:06:15 12:56:46 IST +0530,1055.5,1056.0,1055.5,1056.0,"{12738562: 3850, 12739074: 2100, 9841410: 0, 12739586: 4425, 12740098: 3475, 12740610: 1250}"
2021:06:15 12:59:21 IST +0530,1056.0,1056.0,1040.0,1040.0,"{12738562: 3975, 12739074: 2100, 9841410: 0, 12739586: 4525, 12740098: 2550, 12740610: 4150}"
2021:06:15 13:01:47 IST +0530,1040.0,1050.0,1040.0,1050.0,"{12738562: 4125, 12739074: 1950, 9841410: 0, 12739586: 4675, 12740098: 2775, 12740610: 3875}"
2021:06:15 13:04:30 IST +0530,1050.0,1061.0,1050.0,1060.35,"{12738562: 4225, 12739074: 1775, 9841410: 0, 12739586: 4925, 12740098: 2725, 12740610: 3275}"
2021:06:15 13:07:17 IST +0530,1060.35,1060.35,1044.35,1050.0,"{12738562: 4375, 12739074: 1600, 9841410: 0, 12739586: 5225, 12740098: 2925, 12740610: 2100}"
2021:06:15 13:10:07 IST +0530,1050.0,1050.0,1026.65,1026.65,"{12738562: 4525, 12739074: 1775, 9841410: 0, 12739586: 50, 12740098: 3475, 12740610: 4450}"
2021:06:15 13:12:54 IST +0530,1026.65,1026.65,1026.65,1026.65,"{12738562: 4650, 12739074: 1925, 9841410: 0, 12739586: 175, 12740098: 1225, 12740610: 4825}"
2021:06:15 13:15:37 IST +0530,1026.65,1034.7,1022.6,1022.6,"{12738562: 4775, 12739074: 1875, 9841410: 0, 12739586: 300, 12740098: 3325, 12740610: 4725}"
2021:06:15 13:18:07 IST +0530,1022.6,1034.4,1022.6,1034.15,"{12738562: 4875, 12739074: 1725, 9841410: 0, 12739586: 425, 12740098: 2850, 12740610: 4000}"
2021:06:15 13:20:59 IST +0530,1034.15,1034.15,1021.8,1021.8,"{12738562: 5025, 12739074: 1350, 9841410: 0, 12739586: 575, 12740098: 2450, 12740610: 4600}"
