2021:06:15 13:23:39 IST +0530,1021.8,1026.45,980.0,1026.45,"{12738562: 5125, 12739074: 975, 9841410: 0, 12739586: 750, 12740098: 2300, 12740610: 1600}"
2021:06:15 13:25:52 IST +0530,1026.45,1046.2,1026.45,1046.2,"{12738562: 5225, 12739074: 775, 9841410: 0, 12739586: 850, 12740098: 2100, 12740610: 1375}"
2021:06:15 13:28:27 IST +0530,1046.2,1046.2,1034.7,1035.0,"{12738562: 75, 12739074: 700, 9841410: 0, 12739586: 950, 12740098: 375, 12740610: 5900}"
2021:06:15 13:30:53 IST +0530,1035.0,1035.0,1018.0,1021.45,"{12738562: 175, 12739074: 650, 9841410: 0, 12739586: 1050, 12740098: 3675, 12740610: 1700}"
2021:06:15 13:33:14 IST +0530,1021.45,1021.45,1009.2,1009.2,"{12738562: 275, 12739074: 475, 9841410: 0, 12739586: 1725, 12740098: 3425, 12740610: 1000}"
2021:06:15 13:35:41 IST +0530,1009.2,1016.65,963.55,968.0,"{12738562: 375, 12739074: 475, 9841410: 0, 12739586: 2000, 12740098: 3900, 12740610: 1875}"
2021:06:15 13:38:03 IST +0530,968.0,987.65,911.2,957.7,"{12738562: 475, 12739074: 500, 9841410: 0, 12739586: 1150, 12740098: 4100, 12740610: 1425}"
2021:06:15 13:40:57 IST +0530,957.7,970.55,944.3,970.55,"{12738562: 575, 12739074: 1000, 9841410: 0, 12739586: 1075, 12740098: 3775, 12740610: 3275}"
2021:06:15 13:43:28 IST +0530,970.55,992.4,970.55,975.9,"{12738562: 700, 12739074: 1250, 9841410: 0, 12739586: 1150, 12740098: 6900, 12740610: 1700}"
2021:06:15 13:45:58 IST +0530,975.9,976.4,975.9,976.4,"{12738562: 825, 12739074: 1125, 9841410: 0, 12739586: 1075, 12740098: 4000, 12740610: 6800}"
2021:06:15 13:48:22 IST +0530,976.4,976.4,975.0,975.0,"{12738562: 925, 12739074: 1225, 9841410: 0, 12739586: 4825, 12740098: 1075, 12740610: 4550}"
2021:06:15 13:50:49 IST +0530,975.0,980.0,975.0,980.0,"{12738562: 1075, 12739074: 1200, 9841410: 0, 12739586: 5000, 12740098: 2925, 12740610: 1650}"
2021:06:15 13:53:09 IST +0530,980.0,985.0,980.0,984.6,"{12738562: 1175, 12739074: 1400, 9841410: 0, 12739586: 1825, 12740098: 400, 12740610: 2525}"
2021:06:15 13:55:30 IST +0530,984.6,990.0,984.6,990.0,"{12738562: 1275, 12739074: 1350, 9841410: 0, 12739586: 1975, 12740098: 50, 12740610: 3700}"
2021:06:15 13:58:14 IST +0530,990.0,1000.5,984.6,984.6,"{12738562: 1425, 12739074: 1425, 9841410: 0, 12739586: 2275, 12740098: 10050, 12740610: 4350}"
2021:06:15 14:00:42 IST +0530,984.6,995.0,984.6,994.85,"{12738562: 1575, 12739074: 1100, 9841410: 0, 12739586: 2425, 12740098: 9350, 12740610: 1375}"
