,date,open,high,low,close,volume
0,2021-06-04 15:00:00+05:30,545.85,565.8,544.35,565.0,3350
1,2021-06-04 15:01:00+05:30,565.0,566.0,555.0,555.9,1675
2,2021-06-04 15:02:00+05:30,555.9,569.55,552.25,553.8,2650
3,2021-06-04 15:03:00+05:30,553.8,558.65,546.7,552.1,2975
4,2021-06-04 15:04:00+05:30,552.1,555.0,540.0,551.9,5025
5,2021-06-04 15:05:00+05:30,551.3,551.9,542.0,545.9,2100
6,2021-06-04 15:06:00+05:30,545.9,551.95,542.0,542.0,2925
7,2021-06-04 15:07:00+05:30,542.0,543.35,530.0,537.6,8600
8,2021-06-04 15:08:00+05:30,540.5,542.0,533.95,539.7,2450
9,2021-06-04 15:09:00+05:30,536.7,548.0,533.0,545.0,1700
10,2021-06-04 15:10:00+05:30,549.85,564.8,545.0,558.0,10325
11,2021-06-04 15:11:00+05:30,562.1,570.0,557.9,559.1,4425
12,2021-06-04 15:12:00+05:30,559.1,566.0,552.6,560.15,4975
13,2021-06-04 15:13:00+05:30,560.45,563.6,556.75,559.95,1875
14,2021-06-04 15:14:00+05:30,559.25,561.65,555.8,556.65,1700
15,2021-06-04 15:15:00+05:30,556.65,573.25,556.65,569.7,2675
16,2021-06-04 15:16:00+05:30,570.5,573.6,561.7,564.05,4425
17,2021-06-04 15:17:00+05:30,561.5,565.2,556.7,556.7,3475
18,2021-06-04 15:18:00+05:30,557.15,560.0,552.0,552.1,4250
19,2021-06-04 15:19:00+05:30,554.7,556.6,546.9,548.75,4600
20,2021-06-04 15:20:00+05:30,554.3,580.65,548.75,574.9,9650
21,2021-06-04 15:21:00+05:30,575.75,579.0,567.8,576.55,4625
