,date,open,high,low,close,volume
0,2021-06-04 15:00:00+05:30,386.5,399.5,385.85,397.6,56875
1,2021-06-04 15:01:00+05:30,398.4,400.25,390.2,390.6,36350
2,2021-06-04 15:02:00+05:30,392.0,403.35,388.95,391.5,38525
3,2021-06-04 15:03:00+05:30,393.7,395.0,384.0,388.9,26950
4,2021-06-04 15:04:00+05:30,390.05,391.2,379.35,388.55,43200
5,2021-06-04 15:05:00+05:30,389.35,389.9,380.5,383.95,29300
6,2021-06-04 15:06:00+05:30,383.2,388.0,381.0,382.5,28900
7,2021-06-04 15:07:00+05:30,381.6,383.85,372.5,375.85,61900
8,2021-06-04 15:08:00+05:30,377.9,379.65,373.65,375.95,27350
9,2021-06-04 15:09:00+05:30,376.05,384.1,371.55,381.95,38425
10,2021-06-04 15:10:00+05:30,385.75,395.8,382.65,392.15,82625
11,2021-06-04 15:11:00+05:30,394.35,402.25,390.55,390.55,49650
12,2021-06-04 15:12:00+05:30,391.5,398.0,387.15,392.4,34075
13,2021-06-04 15:13:00+05:30,394.0,396.0,390.0,392.55,36825
14,2021-06-04 15:14:00+05:30,391.65,394.65,388.3,390.7,21825
15,2021-06-04 15:15:00+05:30,391.2,402.6,391.05,401.35,50025
16,2021-06-04 15:16:00+05:30,400.35,402.6,392.2,393.95,38800
17,2021-06-04 15:17:00+05:30,393.4,397.0,388.1,388.1,27600
18,2021-06-04 15:18:00+05:30,390.3,392.0,385.0,385.65,25850
19,2021-06-04 15:19:00+05:30,388.0,389.95,380.75,381.95,27575
20,2021-06-04 15:20:00+05:30,386.2,405.0,382.0,401.5,70875
21,2021-06-04 15:21:00+05:30,399.2,403.6,394.15,403.05,57150
