,date,open,high,low,close,volume
0,2021-06-04 15:00:00+05:30,368.4,369.75,357.05,359.1,40200
1,2021-06-04 15:01:00+05:30,359.05,369.85,358.0,369.3,32600
2,2021-06-04 15:02:00+05:30,368.8,371.65,358.1,366.5,36550
3,2021-06-04 15:03:00+05:30,365.85,373.0,363.95,370.45,26875
4,2021-06-04 15:04:00+05:30,369.2,383.0,368.1,371.6,43000
5,2021-06-04 15:05:00+05:30,370.95,381.05,370.9,377.5,30850
6,2021-06-04 15:06:00+05:30,376.55,379.15,367.0,375.75,44000
7,2021-06-04 15:07:00+05:30,373.4,381.75,373.3,374.4,63025
8,2021-06-04 15:08:00+05:30,371.25,377.75,370.6,373.6,33725
9,2021-06-04 15:09:00+05:30,375.0,379.25,364.55,369.0,30425
10,2021-06-04 15:10:00+05:30,366.05,369.0,345.85,350.0,72525
11,2021-06-04 15:11:00+05:30,349.95,350.45,341.65,349.8,33975
12,2021-06-04 15:12:00+05:30,348.5,353.3,344.05,349.55,32250
13,2021-06-04 15:13:00+05:30,350.0,353.4,347.0,350.65,23675
14,2021-06-04 15:14:00+05:30,349.8,353.05,345.3,348.7,27950
15,2021-06-04 15:15:00+05:30,347.45,349.25,335.65,339.45,44725
16,2021-06-04 15:16:00+05:30,340.0,345.7,335.0,344.75,38000
17,2021-06-04 15:17:00+05:30,345.2,350.75,343.85,350.75,20750
18,2021-06-04 15:18:00+05:30,350.05,353.6,348.3,352.5,32775
19,2021-06-04 15:19:00+05:30,350.0,354.35,349.55,352.35,26625
20,2021-06-04 15:20:00+05:30,348.85,350.95,320.2,329.1,66900
21,2021-06-04 15:21:00+05:30,330.0,332.75,321.25,322.45,47050
