2021:06:10 13:26:42,63.15,65.05,49.85,57.2,8225
2021:06:10 13:28:48,57.35,66.5,57.05,61.15,9300
2021:06:10 13:30:56,62.05,63.15,52.5,62.0,11025
2021:06:10 13:33:04,62.05,70.4,55.5,58.15,11250
2021:06:10 13:35:11,58.0,61.25,54.3,57.75,9375
2021:06:10 13:37:21,57.25,63.9,49.7,52.05,9375
2021:06:10 13:39:32,52.45,52.55,41.05,46.0,8625
2021:06:10 13:41:46,46.15,50.45,42.35,50.25,9750
2021:06:10 13:44:05,50.0,64.75,47.55,63.5,10275
2021:06:10 13:46:20,62.45,65.5,51.95,60.55,8975
2021:06:10 13:48:40,60.45,60.5,39.9,42.1,10600
2021:06:10 13:51:06,41.55,44.1,36.9,42.75,11250
2021:06:10 13:53:27,43.35,49.4,41.3,47.75,11100
2021:06:10 13:55:52,47.2,47.7,36.95,42.7,9325
2021:06:10 13:58:00,42.7,45.4,40.6,41.7,11600
2021:06:10 14:00:13,41.4,57.0,37.7,57.0,9850
2021:06:10 14:02:26,58.1,59.05,39.8,48.65,11125
