2021:06:10 13:26:42,336.85,381.25,331.55,352.1,10075
2021:06:10 13:28:48,354.25,355.25,322.2,339.25,9050
2021:06:10 13:30:55,338.0,374.5,335.55,345.0,10425
2021:06:10 13:33:02,345.0,352.3,314.55,343.45,9925
2021:06:10 13:35:12,347.0,351.0,331.0,336.0,12325
2021:06:10 13:37:22,337.75,342.0,305.2,325.7,9225
2021:06:10 13:39:30,325.7,353.55,325.7,336.9,7825
2021:06:10 13:41:39,336.65,348.95,323.75,325.25,9775
2021:06:10 13:43:48,325.75,330.5,284.0,293.6,11475
2021:06:10 13:45:57,293.6,310.35,277.75,303.5,9750
2021:06:10 13:48:08,302.65,311.95,293.2,310.25,11250
2021:06:10 13:50:19,310.2,362.5,305.0,342.5,9475
2021:06:10 13:52:28,342.55,350.45,308.4,325.75,10400
2021:06:10 13:54:37,320.45,340.85,312.5,338.25,11300
2021:06:10 13:56:46,340.35,340.45,314.35,323.3,9150
2021:06:10 13:58:59,321.45,330.0,315.45,322.05,7825
2021:06:10 14:01:07,322.05,349.95,273.85,317.2,8825
