2021:06:15 09:58:27 IST +0530,1020.15,1029.8,1020.0,1026.55,5350
2021:06:15 10:00:32 IST +0530,1026.55,1040.0,1010.85,1040.0,6575
2021:06:15 10:02:39 IST +0530,1040.0,1040.8,1004.5,1004.5,4875
2021:06:15 10:04:27 IST +0530,1004.5,1009.25,1004.5,1004.5,4025
2021:06:15 10:06:07 IST +0530,1004.5,1004.5,992.85,1000.0,4025
2021:06:15 10:07:57 IST +0530,1000.0,1005.0,1000.0,1005.0,4025
2021:06:15 10:09:56 IST +0530,1005.0,1005.0,1005.0,1005.0,4025
2021:06:15 10:11:53 IST +0530,1005.0,1005.0,982.3,999.7,4025
2021:06:15 10:13:57 IST +0530,999.7,1018.85,999.7,1018.85,4025
2021:06:15 10:15:56 IST +0530,1018.85,1023.55,1012.0,1023.55,4025
2021:06:15 10:18:03 IST +0530,1023.55,1023.55,1012.7,1012.7,4025
2021:06:15 10:20:06 IST +0530,1012.7,1014.8,1000.0,1001.3,6950
2021:06:15 10:21:53 IST +0530,1001.3,1007.95,995.75,1002.1,4025
2021:06:15 10:24:00 IST +0530,1002.1,1002.1,995.0,995.0,7850
2021:06:15 10:26:10 IST +0530,995.0,995.6,990.85,990.85,5575
2021:06:15 10:28:09 IST +0530,990.85,999.25,976.5,999.0,4025
2021:06:15 10:30:24 IST +0530,999.0,1002.0,982.15,986.95,4150
2021:06:15 10:32:20 IST +0530,983.4,983.4,966.2,976.7,4575
2021:06:15 10:34:26 IST +0530,976.7,976.7,976.5,976.5,4025
2021:06:15 10:36:17 IST +0530,976.5,976.5,949.15,949.15,4250
2021:06:15 10:38:26 IST +0530,950.0,963.95,949.55,960.0,4050
2021:06:15 10:40:32 IST +0530,960.0,960.0,951.85,951.85,4025
2021:06:15 10:42:46 IST +0530,951.85,966.4,947.6,958.35,9225
2021:06:15 10:44:48 IST +0530,958.35,958.35,955.0,955.05,5925
2021:06:15 10:46:39 IST +0530,955.05,964.25,955.05,964.25,4200
2021:06:15 10:48:42 IST +0530,964.25,969.3,964.25,969.3,4600
2021:06:15 10:50:25 IST +0530,969.3,973.25,969.3,969.45,4025
2021:06:15 10:52:24 IST +0530,969.45,970.0,952.5,954.95,4025
2021:06:15 10:54:22 IST +0530,954.95,957.4,950.85,957.4,4025
2021:06:15 10:56:17 IST +0530,957.4,966.15,957.4,965.0,4025
2021:06:15 10:58:04 IST +0530,965.0,977.2,963.85,971.75,6625
2021:06:15 11:00:18 IST +0530,971.75,988.0,971.75,988.0,4675
2021:06:15 11:02:12 IST +0530,988.0,992.05,987.95,987.95,8275
2021:06:15 11:04:24 IST +0530,987.95,998.9,987.95,998.9,4025
2021:06:15 11:06:27 IST +0530,998.9,1005.3,991.6,998.0,4025
2021:06:15 11:08:31 IST +0530,998.0,998.15,992.85,992.85,4025
2021:06:15 11:10:27 IST +0530,992.85,992.85,985.0,985.0,16275
2021:06:15 11:12:33 IST +0530,985.0,987.0,979.0,987.0,5275
2021:06:15 11:14:35 IST +0530,987.0,987.0,980.0,980.0,4025
2021:06:15 11:16:32 IST +0530,980.0,985.1,971.15,971.15,4250
2021:06:15 11:18:32 IST +0530,971.15,981.2,971.15,981.2,4025
2021:06:15 11:20:31 IST +0530,981.2,982.0,980.05,982.0,8300
2021:06:15 11:22:35 IST +0530,982.0,982.0,982.0,982.0,8050
2021:06:15 11:24:33 IST +0530,982.0,989.0,982.0,989.0,4625
2021:06:15 11:26:36 IST +0530,989.0,989.0,989.0,989.0,4025
2021:06:15 11:28:21 IST +0530,989.0,989.0,970.0,986.7,4025
2021:06:15 11:30:15 IST +0530,986.7,988.75,986.7,988.75,4025
2021:06:15 11:32:11 IST +0530,988.75,988.75,984.05,986.95,4025
2021:06:15 11:34:32 IST +0530,986.95,991.2,986.95,991.2,4025
2021:06:15 11:36:30 IST +0530,991.2,997.1,991.2,995.9,4025
2021:06:15 11:38:33 IST +0530,995.9,995.9,980.3,980.3,4025
2021:06:15 11:40:32 IST +0530,980.3,981.85,980.3,981.85,4025
2021:06:15 11:42:29 IST +0530,981.85,987.25,981.85,987.25,4025
2021:06:15 11:44:26 IST +0530,987.25,987.25,980.0,980.0,4025
2021:06:15 11:46:41 IST +0530,980.0,982.0,975.75,975.75,4025
2021:06:15 11:48:27 IST +0530,975.75,977.0,966.5,966.5,4025
