,date,open,high,low,close,volume
0,2021-06-08 15:00:00+05:30,35600.0,35600.0,35600.0,35600.0,0
1,2021-06-08 15:01:00+05:30,35600.0,35600.0,35600.0,35600.0,0
2,2021-06-08 15:02:00+05:30,35600.0,35600.0,35600.0,35600.0,0
3,2021-06-08 15:03:00+05:30,35571.35,35571.35,35571.35,35571.35,25
4,2021-06-08 15:04:00+05:30,35571.35,35571.35,35571.35,35571.35,0
5,2021-06-08 15:05:00+05:30,35571.35,35571.35,35571.35,35571.35,0
6,2021-06-08 15:06:00+05:30,35571.35,35571.35,35534.5,35534.5,100
7,2021-06-08 15:07:00+05:30,35534.5,35534.5,35510.0,35510.0,25
8,2021-06-08 15:08:00+05:30,35510.0,35510.0,35510.0,35510.0,0
9,2021-06-08 15:09:00+05:30,35510.0,35510.0,35510.0,35510.0,0
10,2021-06-08 15:10:00+05:30,35510.0,35534.6,35510.0,35534.6,25
11,2021-06-08 15:11:00+05:30,35534.6,35534.6,35534.6,35534.6,0
12,2021-06-08 15:12:00+05:30,35534.6,35534.6,35534.6,35534.6,0
13,2021-06-08 15:13:00+05:30,35534.6,35534.6,35534.6,35534.6,0
14,2021-06-08 15:14:00+05:30,35534.6,35534.6,35534.6,35534.6,0
15,2021-06-08 15:15:00+05:30,35534.6,35534.6,35534.6,35534.6,0
16,2021-06-08 15:16:00+05:30,35534.6,35534.6,35534.6,35534.6,0
17,2021-06-08 15:17:00+05:30,35534.6,35534.6,35534.6,35534.6,0
18,2021-06-08 15:18:00+05:30,35534.6,35534.6,35524.35,35524.35,50
19,2021-06-08 15:19:00+05:30,35524.35,35526.0,35520.0,35520.0,50
20,2021-06-08 15:20:00+05:30,35520.0,35520.0,35517.5,35517.5,25
21,2021-06-08 15:21:00+05:30,35517.5,35517.5,35517.5,35517.5,0
