,date,open,high,low,close,volume
0,2021-06-08 15:00:00+05:30,642.0,654.5,624.2,624.2,3675
1,2021-06-08 15:01:00+05:30,624.2,630.55,624.2,630.5,50
2,2021-06-08 15:02:00+05:30,630.5,630.5,621.0,626.35,1400
3,2021-06-08 15:03:00+05:30,626.35,635.0,626.35,629.8,150
4,2021-06-08 15:04:00+05:30,629.8,639.0,629.8,639.0,25
5,2021-06-08 15:05:00+05:30,639.0,639.0,607.15,617.35,350
6,2021-06-08 15:06:00+05:30,617.35,619.45,586.6,586.6,2050
7,2021-06-08 15:07:00+05:30,586.6,598.3,576.0,598.3,250
8,2021-06-08 15:08:00+05:30,598.3,598.3,590.0,596.0,125
9,2021-06-08 15:09:00+05:30,596.0,596.0,591.1,591.1,75
10,2021-06-08 15:10:00+05:30,591.1,609.95,591.1,594.9,1600
11,2021-06-08 15:11:00+05:30,594.9,599.0,594.9,597.35,150
12,2021-06-08 15:12:00+05:30,597.35,599.2,597.0,597.55,100
13,2021-06-08 15:13:00+05:30,597.55,597.55,585.1,585.1,100
14,2021-06-08 15:14:00+05:30,585.1,595.0,585.1,594.15,225
15,2021-06-08 15:15:00+05:30,594.15,595.4,592.9,592.9,125
16,2021-06-08 15:16:00+05:30,592.9,599.95,592.9,599.95,100
17,2021-06-08 15:17:00+05:30,599.95,599.95,590.4,590.4,100
18,2021-06-08 15:18:00+05:30,590.4,590.4,580.0,580.0,250
19,2021-06-08 15:19:00+05:30,580.0,582.35,576.15,576.15,225
20,2021-06-08 15:20:00+05:30,576.15,604.5,576.15,601.1,1125
21,2021-06-08 15:21:00+05:30,602.8,603.1,593.95,597.95,2600
