date,open,high,low,close,volume
2020-05-04 11:15:00+05:30,19994.2,19994.25,19972.65,19979.55,0
2020-05-04 11:18:00+05:30,19980.25,19990.0,19955.75,19982.6,0
2020-05-04 11:21:00+05:30,19980.6,19982.9,19922.05,19934.55,0
2020-05-04 11:24:00+05:30,19936.0,19946.5,19888.35,19901.95,0
2020-05-04 11:27:00+05:30,19903.95,19944.65,19903.95,19930.95,0
2020-05-04 11:30:00+05:30,19931.7,19943.55,19911.6,19935.1,0
2020-05-04 11:33:00+05:30,19932.75,19957.25,19919.0,19955.4,0
2020-05-04 11:36:00+05:30,19956.25,19995.45,19954.6,19985.0,0
2020-05-04 11:39:00+05:30,19983.35,20036.2,19983.35,20003.9,0
2020-05-04 11:42:00+05:30,19998.8,20005.1,19945.6,19962.6,0
2020-05-04 11:45:00+05:30,19964.75,19968.95,19935.1,19942.95,0
2020-05-04 11:48:00+05:30,19942.8,19989.25,19942.15,19985.0,0
2020-05-04 11:51:00+05:30,19989.7,19994.95,19960.85,19989.25,0
2020-05-04 11:54:00+05:30,19991.0,19994.25,19975.9,19990.4,0
2020-05-04 11:57:00+05:30,19994.05,20002.2,19979.5,19987.5,0
2020-05-04 12:00:00+05:30,19986.5,20020.6,19985.4,19998.75,0
2020-05-04 12:03:00+05:30,20001.15,20036.0,20000.0,20033.05,0
2020-05-04 12:06:00+05:30,20030.4,20044.55,20014.3,20037.1,0
2020-05-04 12:09:00+05:30,20034.9,20043.8,20016.45,20016.45,0
2020-05-04 12:12:00+05:30,20014.55,20015.9,19984.15,19987.0,0
2020-05-04 12:15:00+05:30,19986.85,20029.35,19986.15,20025.15,0
2020-05-04 12:18:00+05:30,20018.7,20024.05,20001.4,20003.9,0
2020-05-04 12:21:00+05:30,20003.2,20017.85,20001.25,20010.3,0
2020-05-04 12:24:00+05:30,20011.65,20015.8,19950.65,19956.5,0
2020-05-04 12:27:00+05:30,19959.55,19976.0,19956.35,19970.95,0
2020-05-04 12:30:00+05:30,19972.9,19988.7,19958.55,19971.25,0
2020-05-04 12:33:00+05:30,19971.0,19989.45,19955.25,19986.85,0
2020-05-04 12:36:00+05:30,19988.65,20012.6,19986.8,20005.2,0
2020-05-04 12:39:00+05:30,20006.4,20014.9,19991.15,19993.15,0
2020-05-04 12:42:00+05:30,19993.4,20002.55,19988.8,20001.85,0
2020-05-04 12:45:00+05:30,19999.65,20003.5,19963.15,19966.95,0
2020-05-04 12:48:00+05:30,19967.85,19972.75,19951.5,19967.7,0
2020-05-04 12:51:00+05:30,19967.95,19972.3,19941.1,19965.6,0
2020-05-04 12:54:00+05:30,19964.5,19967.5,19890.65,19893.85,0
2020-05-04 12:57:00+05:30,19896.2,19937.8,19893.75,19913.45,0
2020-05-04 13:00:00+05:30,19916.05,19954.25,19903.25,19947.9,0
2020-05-04 13:03:00+05:30,19947.5,19948.75,19917.65,19939.45,0
2020-05-04 13:06:00+05:30,19939.65,19962.15,19932.2,19944.8,0
2020-05-04 13:09:00+05:30,19946.75,19972.65,19944.3,19972.65,0
2020-05-04 13:12:00+05:30,19971.45,19976.05,19942.7,19944.1,0
2020-05-04 13:15:00+05:30,19942.65,19955.55,19903.6,19918.3,0
2020-05-04 13:18:00+05:30,19917.95,19935.4,19914.05,19932.4,0
2020-05-04 13:21:00+05:30,19933.25,19946.4,19931.55,19940.05,0
2020-05-04 13:24:00+05:30,19939.75,19977.8,19939.05,19954.55,0
2020-05-04 13:27:00+05:30,19953.7,19967.2,19947.7,19947.7,0
2020-05-04 13:30:00+05:30,19947.7,19949.4,19910.15,19922.8,0
2020-05-04 13:33:00+05:30,19922.75,19975.9,19921.8,19974.6,0
2020-05-04 13:36:00+05:30,19974.05,20036.6,19973.15,19991.45,0
2020-05-04 13:39:00+05:30,19988.7,19991.9,19954.9,19963.45,0
2020-05-04 13:42:00+05:30,19964.45,19975.0,19949.9,19957.4,0
2020-05-04 13:45:00+05:30,19957.3,19960.7,19861.9,19906.6,0
2020-05-04 13:48:00+05:30,19905.15,19935.05,19887.85,19930.35,0
2020-05-04 13:51:00+05:30,19930.45,19930.85,19899.7,19899.7,0
2020-05-04 13:54:00+05:30,19898.75,19915.85,19875.35,19914.9,0
2020-05-04 13:57:00+05:30,19915.45,19937.5,19892.4,19936.8,0
2020-05-04 14:00:00+05:30,19936.95,19939.8,19880.85,19896.55,0
2020-05-04 14:03:00+05:30,19896.2,19897.15,19826.8,19832.45,0
2020-05-04 14:06:00+05:30,19829.7,19846.15,19806.7,19837.05,0
2020-05-04 14:09:00+05:30,19836.75,19843.5,19817.75,19833.4,0
2020-05-04 14:12:00+05:30,19831.15,19850.9,19819.0,19833.5,0
2020-05-04 14:15:00+05:30,19832.4,19849.4,19777.65,19777.65,0
2020-05-04 14:18:00+05:30,19775.65,19782.75,19745.7,19776.55,0
2020-05-04 14:21:00+05:30,19775.9,19809.85,19775.9,19791.6,0
2020-05-04 14:24:00+05:30,19790.45,19807.7,19776.1,19786.8,0
2020-05-04 14:27:00+05:30,19788.8,19789.8,19751.85,19754.9,0
2020-05-04 14:30:00+05:30,19752.75,19764.05,19740.95,19758.8,0
2020-05-04 14:33:00+05:30,19759.75,19767.3,19725.65,19726.8,0
2020-05-04 14:36:00+05:30,19727.95,19728.9,19697.3,19701.6,0
2020-05-04 14:39:00+05:30,19709.5,19735.15,19705.7,19730.4,0
2020-05-04 14:42:00+05:30,19728.8,19733.85,19694.35,19697.1,0
2020-05-04 14:45:00+05:30,19693.25,19700.25,19646.2,19661.7,0
2020-05-04 14:48:00+05:30,19658.25,19671.75,19645.65,19645.65,0
2020-05-04 14:51:00+05:30,19647.3,19711.65,19646.85,19692.75,0
2020-05-04 14:54:00+05:30,19691.5,19772.25,19691.5,19755.75,0
2020-05-04 14:57:00+05:30,19756.7,19758.1,19715.1,19732.2,0
2020-05-04 15:00:00+05:30,19731.05,19741.7,19689.55,19691.55,0
2020-05-04 15:03:00+05:30,19694.45,19703.95,19673.6,19701.05,0
2020-05-04 15:06:00+05:30,19699.65,19731.1,19693.4,19729.05,0
2020-05-04 15:09:00+05:30,19731.05,19760.85,19703.5,19733.3,0
2020-05-04 15:12:00+05:30,19736.0,19743.75,19708.2,19708.25,0
2020-05-04 15:15:00+05:30,19712.9,19749.85,19712.3,19743.3,0
2020-05-04 15:18:00+05:30,19743.05,19775.9,19740.45,19766.15,0
2020-05-04 15:21:00+05:30,19769.65,19776.4,19731.55,19731.55,0
2020-05-05 09:21:00+05:30,20207.65,20216.65,20133.75,20146.5,0
2020-05-05 09:24:00+05:30,20148.0,20152.3,20039.95,20049.15,0
2020-05-05 09:27:00+05:30,20046.7,20084.7,20005.95,20014.2,0
2020-05-05 09:30:00+05:30,20014.3,20087.4,19986.8,20059.25,0
2020-05-05 09:33:00+05:30,20061.05,20073.75,20017.25,20021.7,0
2020-05-05 09:36:00+05:30,20020.3,20067.55,20016.25,20065.2,0
2020-05-05 09:39:00+05:30,20063.7,20072.95,19998.6,20010.15,0
2020-05-05 09:42:00+05:30,20010.9,20065.15,20007.85,20063.85,0
2020-05-05 09:45:00+05:30,20066.25,20077.15,20031.4,20037.65,0
2020-05-05 09:48:00+05:30,20034.5,20057.2,20026.9,20032.1,0
2020-05-05 09:51:00+05:30,20036.5,20036.5,19940.5,19964.35,0
2020-05-05 09:54:00+05:30,19966.15,19966.15,19870.55,19892.25,0
2020-05-05 09:57:00+05:30,19892.25,19931.4,19890.65,19894.05,0
2020-05-05 10:00:00+05:30,19893.8,19893.8,19817.4,19841.6,0
2020-05-05 10:03:00+05:30,19843.65,19865.35,19797.5,19829.7,0
2020-05-05 10:06:00+05:30,19824.8,19831.3,19759.95,19760.6,0
2020-05-05 10:09:00+05:30,19764.15,19797.05,19754.15,19788.45,0
2020-05-05 10:12:00+05:30,19794.85,19840.2,19788.0,19825.35,0
2020-05-05 10:15:00+05:30,19824.15,19862.8,19814.35,19814.35,0
2020-05-05 10:18:00+05:30,19815.95,19906.15,19815.95,19905.3,0
2020-05-05 10:21:00+05:30,19902.2,19940.15,19887.35,19899.05,0
2020-05-05 10:24:00+05:30,19895.8,19904.05,19848.65,19850.5,0
2020-05-05 10:27:00+05:30,19851.8,19874.15,19818.7,19866.05,0
2020-05-05 10:30:00+05:30,19868.65,19893.2,19854.45,19861.15,0
2020-05-05 10:33:00+05:30,19863.05,19874.1,19834.7,19834.7,0
2020-05-05 10:36:00+05:30,19834.8,19851.65,19818.25,19837.7,0
2020-05-05 10:39:00+05:30,19840.2,19867.65,19829.0,19867.1,0
2020-05-05 10:42:00+05:30,19866.45,19873.45,19841.3,19844.75,0
2020-05-05 10:45:00+05:30,19844.75,19848.3,19822.45,19839.45,0
2020-05-05 10:48:00+05:30,19844.25,19858.0,19817.35,19823.75,0
2020-05-05 10:51:00+05:30,19823.35,19847.6,19818.85,19845.7,0
2020-05-05 10:54:00+05:30,19846.55,19885.8,19843.25,19868.45,0
2020-05-05 10:57:00+05:30,19869.8,19870.9,19850.8,19858.65,0
2020-05-05 11:00:00+05:30,19857.85,19917.5,19857.65,19917.5,0
2020-05-05 11:03:00+05:30,19917.0,19920.6,19884.85,19885.45,0
2020-05-05 11:06:00+05:30,19885.7,19892.15,19879.05,19885.4,0
2020-05-05 11:09:00+05:30,19887.8,19887.8,19839.25,19852.9,0
2020-05-05 11:12:00+05:30,19851.1,19865.95,19835.95,19843.45,0
2020-05-05 11:15:00+05:30,19845.1,19845.1,19819.95,19834.9,0
2020-05-05 11:18:00+05:30,19831.0,19835.5,19794.55,19802.35,0
2020-05-05 11:21:00+05:30,19802.1,19809.4,19777.1,19805.65,0
2020-05-05 11:24:00+05:30,19801.95,19825.9,19782.25,19820.6,0
2020-05-05 11:27:00+05:30,19822.4,19826.0,19788.65,19788.65,0
2020-05-05 11:30:00+05:30,19786.25,19798.0,19756.45,19772.6,0
2020-05-05 11:33:00+05:30,19771.85,19816.45,19769.85,19791.0,0
2020-05-05 11:36:00+05:30,19790.15,19821.55,19783.2,19821.55,0
2020-05-05 11:39:00+05:30,19818.2,19838.75,19807.85,19836.75,0
2020-05-05 11:42:00+05:30,19834.65,19844.3,19819.6,19826.15,0
2020-05-05 11:45:00+05:30,19828.1,19830.45,19788.45,19791.2,0
2020-05-05 11:48:00+05:30,19790.65,19811.7,19773.9,19776.25,0
2020-05-05 11:51:00+05:30,19777.95,19791.85,19754.65,19767.45,0
2020-05-05 11:54:00+05:30,19770.55,19775.55,19712.5,19714.75,0
2020-05-05 11:57:00+05:30,19714.05,19741.75,19705.65,19728.75,0
2020-05-05 12:00:00+05:30,19728.95,19729.15,19692.15,19705.55,0
2020-05-05 12:03:00+05:30,19704.8,19705.4,19631.55,19669.85,0
2020-05-05 12:06:00+05:30,19673.65,19703.85,19666.6,19678.45,0
2020-05-05 12:09:00+05:30,19682.0,19730.05,19677.45,19718.35,0
2020-05-05 12:12:00+05:30,19720.65,19729.2,19696.5,19702.1,0
2020-05-05 12:15:00+05:30,19703.15,19703.15,19668.5,19668.9,0
2020-05-05 12:18:00+05:30,19667.7,19682.65,19614.25,19614.25,0
2020-05-05 12:21:00+05:30,19615.85,19639.1,19593.25,19612.6,0
2020-05-05 12:24:00+05:30,19609.3,19625.65,19573.25,19618.45,0
2020-05-05 12:27:00+05:30,19618.1,19681.9,19611.95,19681.55,0
2020-05-05 12:30:00+05:30,19684.4,19688.5,19629.65,19667.5,0
2020-05-05 12:33:00+05:30,19665.0,19702.5,19647.9,19653.55,0
2020-05-05 12:36:00+05:30,19651.25,19658.85,19627.55,19634.2,0
2020-05-05 12:39:00+05:30,19635.85,19649.0,19606.65,19615.8,0
2020-05-05 12:42:00+05:30,19616.0,19644.7,19605.35,19644.7,0
2020-05-05 12:45:00+05:30,19642.0,19730.05,19632.9,19725.45,0
2020-05-05 12:48:00+05:30,19725.9,19736.25,19671.35,19701.25,0
2020-05-05 12:51:00+05:30,19708.2,19730.1,19703.15,19715.35,0
2020-05-05 12:54:00+05:30,19715.9,19763.95,19700.05,19756.0,0
2020-05-05 12:57:00+05:30,19757.05,19759.35,19716.05,19721.1,0
2020-05-05 13:00:00+05:30,19722.55,19833.7,19722.55,19832.75,0
2020-05-05 13:03:00+05:30,19835.7,19880.0,19835.7,19852.35,0
2020-05-05 13:06:00+05:30,19851.0,19889.35,19817.05,19832.6,0
2020-05-05 13:09:00+05:30,19833.1,19868.75,19824.3,19828.35,0
2020-05-05 13:12:00+05:30,19832.55,19853.95,19799.95,19844.95,0
2020-05-05 13:15:00+05:30,19845.45,19861.6,19812.45,19815.9,0
2020-05-05 13:18:00+05:30,19816.85,19825.05,19791.3,19818.7,0
2020-05-05 13:21:00+05:30,19823.5,19844.0,19807.8,19829.3,0
2020-05-05 13:24:00+05:30,19833.0,19861.15,19824.75,19852.65,0
2020-05-05 13:27:00+05:30,19853.8,19868.8,19825.45,19841.5,0
2020-05-05 13:30:00+05:30,19840.65,19843.3,19826.2,19838.15,0
2020-05-05 13:33:00+05:30,19837.75,19932.05,19837.75,19916.1,0
2020-05-05 13:36:00+05:30,19920.7,19925.25,19896.1,19920.9,0
2020-05-05 13:39:00+05:30,19922.9,19949.3,19887.1,19949.3,0
2020-05-05 13:42:00+05:30,19948.75,19963.35,19921.3,19930.1,0
2020-05-05 13:45:00+05:30,19928.75,19937.15,19865.25,19887.4,0
2020-05-05 13:48:00+05:30,19887.95,19888.35,19811.3,19830.65,0
2020-05-05 13:51:00+05:30,19833.9,19875.85,19827.15,19863.0,0
2020-05-05 13:54:00+05:30,19863.65,19864.55,19842.95,19860.0,0
2020-05-05 13:57:00+05:30,19857.95,19896.35,19839.65,19845.8,0
2020-05-05 14:00:00+05:30,19845.45,19845.45,19741.6,19753.35,0
2020-05-05 14:03:00+05:30,19752.5,19778.95,19723.35,19776.95,0
2020-05-05 14:06:00+05:30,19779.7,19794.0,19701.65,19715.75,0
2020-05-05 14:09:00+05:30,19717.1,19729.4,19673.65,19695.4,0
2020-05-05 14:12:00+05:30,19698.7,19748.1,19685.6,19730.25,0
2020-05-05 14:15:00+05:30,19730.5,19731.5,19652.65,19657.75,0
2020-05-05 14:18:00+05:30,19669.05,19686.75,19623.7,19670.15,0
2020-05-05 14:21:00+05:30,19664.9,19692.2,19630.7,19640.45,0
2020-05-05 14:24:00+05:30,19636.25,19677.95,19611.95,19648.65,0
2020-05-05 14:27:00+05:30,19646.9,19659.45,19555.8,19560.0,0
2020-05-05 14:30:00+05:30,19554.9,19557.0,19495.65,19497.9,0
2020-05-05 14:33:00+05:30,19491.5,19540.3,19475.05,19515.05,0
2020-05-05 14:36:00+05:30,19516.3,19516.3,19425.55,19476.9,0
2020-05-05 14:39:00+05:30,19473.5,19516.9,19461.2,19510.25,0
2020-05-05 14:42:00+05:30,19509.55,19512.75,19430.2,19448.75,0
2020-05-05 14:45:00+05:30,19447.0,19501.6,19447.0,19452.85,0
2020-05-05 14:48:00+05:30,19451.9,19474.5,19409.2,19410.1,0
2020-05-05 14:51:00+05:30,19411.4,19412.25,19322.15,19328.3,0
2020-05-05 14:54:00+05:30,19336.05,19336.05,19240.35,19255.5,0
2020-05-05 14:57:00+05:30,19252.85,19354.65,19252.3,19294.8,0
2020-05-05 15:00:00+05:30,19288.2,19302.75,19261.45,19284.4,0
2020-05-05 15:03:00+05:30,19280.55,19288.65,19219.9,19220.95,0
2020-05-05 15:06:00+05:30,19219.1,19276.6,19214.5,19270.1,0
2020-05-05 15:09:00+05:30,19268.0,19270.7,19214.8,19225.5,0
2020-05-05 15:12:00+05:30,19227.85,19266.95,19223.85,19259.15,0
2020-05-05 15:15:00+05:30,19262.55,19304.75,19257.7,19282.4,0
2020-05-05 15:18:00+05:30,19281.6,19309.25,19276.3,19309.25,0
2020-05-05 15:21:00+05:30,19308.85,19322.1,19275.05,19283.35,0
2020-05-06 09:21:00+05:30,19049.55,19055.55,18991.45,19033.9,0
2020-05-06 09:24:00+05:30,19034.2,19159.5,19034.2,19094.1,0
2020-05-06 09:27:00+05:30,19098.15,19098.3,19054.2,19061.95,0
2020-05-06 09:30:00+05:30,19059.65,19061.7,18963.75,18969.65,0
2020-05-06 09:33:00+05:30,18969.8,19025.95,18965.0,19010.3,0
2020-05-06 09:36:00+05:30,19006.95,19010.2,18943.95,18972.35,0
2020-05-06 09:39:00+05:30,18970.15,19055.8,18970.15,19039.15,0
2020-05-06 09:42:00+05:30,19034.55,19051.4,19013.7,19031.3,0
2020-05-06 09:45:00+05:30,19024.85,19024.85,18963.7,18987.55,0
2020-05-06 09:48:00+05:30,18984.7,19093.9,18980.0,19082.75,0
2020-05-06 09:51:00+05:30,19087.6,19159.25,19070.3,19110.3,0
2020-05-06 09:54:00+05:30,19110.75,19388.85,19101.45,19386.25,0
2020-05-06 09:57:00+05:30,19384.8,19453.25,19324.0,19398.95,0
2020-05-06 10:00:00+05:30,19394.8,19431.45,19300.75,19410.8,0
2020-05-06 10:03:00+05:30,19406.65,19483.05,19350.0,19458.8,0
2020-05-06 10:06:00+05:30,19461.85,19466.3,19363.4,19373.85,0
2020-05-06 10:09:00+05:30,19372.3,19457.3,19369.2,19448.0,0
2020-05-06 10:12:00+05:30,19449.75,19535.4,19416.65,19524.8,0
2020-05-06 10:15:00+05:30,19512.15,19537.9,19468.15,19491.6,0
2020-05-06 10:18:00+05:30,19490.0,19503.55,19439.2,19487.0,0
2020-05-06 10:21:00+05:30,19485.6,19527.15,19462.15,19498.05,0
2020-05-06 10:24:00+05:30,19497.1,19606.45,19493.75,19597.2,0
2020-05-06 10:27:00+05:30,19598.55,19714.55,19595.6,19711.15,0
2020-05-06 10:30:00+05:30,19709.0,19760.2,19642.55,19642.55,0
2020-05-06 10:33:00+05:30,19639.8,19681.3,19617.9,19619.1,0
2020-05-06 10:36:00+05:30,19624.85,19631.05,19541.35,19588.65,0
2020-05-06 10:39:00+05:30,19588.95,19648.25,19570.55,19593.55,0
2020-05-06 10:42:00+05:30,19590.45,19599.8,19535.75,19542.8,0
2020-05-06 10:45:00+05:30,19537.85,19597.35,19507.45,19593.3,0
2020-05-06 10:48:00+05:30,19586.2,19622.4,19564.35,19603.0,0
2020-05-06 10:51:00+05:30,19607.7,19654.85,19600.3,19612.2,0
2020-05-06 10:54:00+05:30,19616.5,19672.2,19599.1,19632.25,0
2020-05-06 10:57:00+05:30,19632.3,19709.2,19632.3,19705.7,0
2020-05-06 11:00:00+05:30,19712.2,19762.0,19665.9,19684.25,0
2020-05-06 11:03:00+05:30,19685.05,19697.95,19654.35,19678.2,0
2020-05-06 11:06:00+05:30,19673.65,19701.4,19659.45,19682.4,0
2020-05-06 11:09:00+05:30,19682.85,19729.5,19675.7,19729.5,0
2020-05-06 11:12:00+05:30,19725.15,19730.95,19688.7,19695.85,0
2020-05-06 11:15:00+05:30,19698.0,19710.1,19667.35,19697.8,0
2020-05-06 11:18:00+05:30,19700.4,19744.4,19678.8,19678.8,0
2020-05-06 11:21:00+05:30,19679.65,19713.3,19673.85,19697.0,0
2020-05-06 11:24:00+05:30,19695.9,19700.0,19615.45,19624.3,0
2020-05-06 11:27:00+05:30,19624.05,19637.3,19561.6,19629.65,0
2020-05-06 11:30:00+05:30,19623.7,19665.2,19612.95,19620.8,0
2020-05-06 11:33:00+05:30,19620.95,19629.95,19585.35,19626.75,0
2020-05-06 11:36:00+05:30,19628.4,19628.4,19572.25,19588.1,0
2020-05-06 11:39:00+05:30,19588.1,19591.25,19522.5,19528.8,0
2020-05-06 11:42:00+05:30,19533.45,19581.8,19522.6,19564.35,0
2020-05-06 11:45:00+05:30,19562.85,19608.3,19523.9,19608.3,0
2020-05-06 11:48:00+05:30,19602.0,19686.95,19587.3,19655.55,0
2020-05-06 11:51:00+05:30,19655.75,19668.25,19625.25,19665.15,0
2020-05-06 11:54:00+05:30,19664.8,19674.45,19633.85,19673.7,0
2020-05-06 11:57:00+05:30,19691.3,19696.3,19649.9,19656.95,0
2020-05-06 12:00:00+05:30,19656.9,19687.1,19656.9,19682.3,0
2020-05-06 12:03:00+05:30,19682.75,19717.6,19681.5,19708.0,0
2020-05-06 12:06:00+05:30,19707.6,19736.8,19690.1,19714.0,0
2020-05-06 12:09:00+05:30,19714.8,19727.4,19673.2,19677.55,0
2020-05-06 12:12:00+05:30,19675.5,19713.65,19675.5,19692.25,0
2020-05-06 12:15:00+05:30,19691.6,19722.55,19691.45,19700.3,0
2020-05-06 12:18:00+05:30,19702.15,19711.75,19644.3,19650.4,0
2020-05-06 12:21:00+05:30,19650.7,19680.4,19629.15,19651.15,0
2020-05-06 12:24:00+05:30,19649.1,19655.1,19624.8,19641.75,0
2020-05-06 12:27:00+05:30,19640.85,19654.1,19615.2,19637.85,0
2020-05-06 12:30:00+05:30,19637.1,19637.1,19590.1,19608.4,0
2020-05-06 12:33:00+05:30,19609.7,19634.45,19604.0,19606.3,0
2020-05-06 12:36:00+05:30,19606.5,19681.7,19579.95,19678.45,0
2020-05-06 12:39:00+05:30,19674.85,19727.7,19653.3,19692.25,0
2020-05-06 12:42:00+05:30,19690.35,19690.35,19653.75,19659.15,0
2020-05-06 12:45:00+05:30,19658.45,19688.45,19646.0,19680.0,0
2020-05-06 12:48:00+05:30,19682.25,19714.6,19668.8,19675.1,0
2020-05-06 12:51:00+05:30,19670.45,19703.0,19668.4,19693.1,0
2020-05-06 12:54:00+05:30,19694.4,19699.75,19618.75,19622.55,0
2020-05-06 12:57:00+05:30,19614.3,19647.6,19600.35,19646.35,0
2020-05-06 13:00:00+05:30,19643.9,19659.25,19610.05,19626.5,0
2020-05-06 13:03:00+05:30,19627.05,19645.35,19611.1,19631.15,0
2020-05-06 13:06:00+05:30,19633.95,19638.5,19580.85,19602.85,0
2020-05-06 13:09:00+05:30,19606.45,19648.9,19596.65,19646.35,0
2020-05-06 13:12:00+05:30,19645.6,19679.7,19584.45,19585.45,0
2020-05-06 13:15:00+05:30,19587.3,19630.9,19572.6,19612.9,0
2020-05-06 13:18:00+05:30,19612.4,19651.95,19601.8,19632.1,0
2020-05-06 13:21:00+05:30,19629.15,19643.8,19610.15,19635.9,0
2020-05-06 13:24:00+05:30,19636.45,19653.6,19622.5,19634.0,0
2020-05-06 13:27:00+05:30,19633.85,19669.5,19602.2,19603.3,0
2020-05-06 13:30:00+05:30,19602.8,19617.75,19589.9,19610.7,0
2020-05-06 13:33:00+05:30,19609.9,19653.05,19607.95,19636.4,0
2020-05-06 13:36:00+05:30,19637.5,19792.85,19637.5,19774.4,0
2020-05-06 13:39:00+05:30,19773.4,19803.75,19746.7,19746.8,0
2020-05-06 13:42:00+05:30,19754.0,19780.9,19727.5,19728.35,0
2020-05-06 13:45:00+05:30,19727.45,19776.2,19727.45,19758.25,0
2020-05-06 13:48:00+05:30,19756.2,19767.5,19702.4,19709.4,0
2020-05-06 13:51:00+05:30,19707.3,19720.4,19665.9,19677.35,0
2020-05-06 13:54:00+05:30,19677.25,19685.65,19635.75,19682.85,0
2020-05-06 13:57:00+05:30,19682.35,19682.35,19637.8,19647.85,0
2020-05-06 14:00:00+05:30,19646.35,19647.2,19613.1,19645.6,0
2020-05-06 14:03:00+05:30,19653.3,19749.7,19636.15,19723.6,0
2020-05-06 14:06:00+05:30,19722.1,19727.1,19666.95,19711.1,0
2020-05-06 14:09:00+05:30,19707.6,19719.15,19671.1,19686.6,0
2020-05-06 14:12:00+05:30,19687.05,19688.4,19652.0,19657.6,0
2020-05-06 14:15:00+05:30,19657.2,19700.55,19629.2,19659.1,0
2020-05-06 14:18:00+05:30,19661.65,19663.55,19570.4,19571.8,0
2020-05-06 14:21:00+05:30,19571.05,19572.8,19498.7,19551.05,0
2020-05-06 14:24:00+05:30,19553.5,19585.05,19498.9,19551.1,0
2020-05-06 14:27:00+05:30,19550.45,19574.1,19499.65,19520.2,0
2020-05-06 14:30:00+05:30,19517.0,19564.2,19506.05,19507.7,0
2020-05-06 14:33:00+05:30,19501.3,19501.3,19387.2,19439.5,0
2020-05-06 14:36:00+05:30,19434.25,19463.15,19361.4,19407.2,0
2020-05-06 14:39:00+05:30,19405.65,19479.35,19385.95,19466.9,0
2020-05-06 14:42:00+05:30,19465.9,19578.4,19420.05,19541.4,0
2020-05-06 14:45:00+05:30,19538.15,19547.7,19455.3,19455.3,0
2020-05-06 14:48:00+05:30,19453.4,19508.45,19453.4,19492.95,0
2020-05-06 14:51:00+05:30,19495.9,19524.95,19480.05,19517.35,0
2020-05-06 14:54:00+05:30,19515.95,19515.95,19476.8,19483.5,0
2020-05-06 14:57:00+05:30,19483.7,19621.65,19482.6,19621.65,0
2020-05-06 15:00:00+05:30,19617.7,19709.45,19583.1,19702.85,0
2020-05-06 15:03:00+05:30,19705.4,19710.85,19624.6,19637.6,0
2020-05-06 15:06:00+05:30,19639.5,19695.3,19620.45,19672.0,0
