,date,open,high,low,close,volume
0,2021-06-01 15:00:00+05:30,218.5,224.75,217.1,223.35,76925
1,2021-06-01 15:01:00+05:30,223.4,233.2,223.4,225.4,131975
2,2021-06-01 15:02:00+05:30,225.8,230.9,223.0,223.5,60600
3,2021-06-01 15:03:00+05:30,224.1,230.0,223.05,226.9,60075
4,2021-06-01 15:04:00+05:30,226.35,230.0,221.6,224.1,70300
5,2021-06-01 15:05:00+05:30,226.65,228.45,215.9,216.2,106825
6,2021-06-01 15:06:00+05:30,216.5,221.75,208.75,211.25,171250
7,2021-06-01 15:07:00+05:30,212.25,215.55,198.7,201.45,225275
8,2021-06-01 15:08:00+05:30,202.45,202.75,186.95,188.25,233900
9,2021-06-01 15:09:00+05:30,190.5,203.4,189.4,200.0,132325
10,2021-06-01 15:10:00+05:30,202.35,219.6,201.2,217.0,181275
11,2021-06-01 15:11:00+05:30,214.85,221.35,212.65,216.7,139500
12,2021-06-01 15:12:00+05:30,217.95,220.75,208.8,214.1,109375
13,2021-06-01 15:13:00+05:30,217.0,219.2,211.25,215.75,76425
14,2021-06-01 15:14:00+05:30,214.35,222.0,214.35,215.6,107375
15,2021-06-01 15:15:00+05:30,216.9,220.25,214.1,217.25,83150
16,2021-06-01 15:16:00+05:30,217.6,218.0,212.1,212.15,72800
17,2021-06-01 15:17:00+05:30,213.25,217.45,212.25,214.85,49100
18,2021-06-01 15:18:00+05:30,214.4,218.9,213.0,215.7,81525
19,2021-06-01 15:19:00+05:30,217.4,219.65,215.85,217.75,88325
20,2021-06-01 15:20:00+05:30,219.05,222.0,209.15,210.65,159450
21,2021-06-01 15:21:00+05:30,212.0,214.7,208.45,209.05,133100
