Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, FACE VALUE
533252,,WELINV,WELSPUN INVESTMENTS AND COMMERCIALS LTD.,Active,B ,10.0,INE389K01018,Other Financial Services,Equity,WELINV,Welspun Investments and Commercials Limited,EQ,20-SEP-2010,10,1,10
533257,,INDOSOLAR,INDOSOLAR LTD.,Active,Z ,10.0,INE866K01015,Other Elect.Equip./ Prod.,Equity,INDOSOLAR,Indosolar Limited,BZ,29-SEP-2010,10,1,10
533259,,SASTASUNDR,Sastasundar Ventures Ltd,Active,B ,10.0,INE019J01013,Healthcare Services,Equity,SASTASUNDR,Sastasundar Ventures Limited,EQ,05-OCT-2010,10,1,10
533260,,CAREERP,CAREER POINT LTD.,Active,B ,10.0,INE521J01018,Education,Equity,CAREERP,Career Point Limited,EQ,06-OCT-2010,10,1,10
533261,,EROSMEDIA,EROS INTERNATIONAL MEDIA LTD.,Active,B ,10.0,INE416L01017,Movies & Entertainment,Equity,EROSMEDIA,Eros International Media Limited,EQ,06-OCT-2010,10,1,10
533262,,RAMKY,RAMKY INFRASTRUCTURE LTD.,Active,B ,10.0,INE874I01013,Construction & Engineering,Equity,RAMKY,Ramky Infrastructure Limited,EQ,08-OCT-2010,10,1,10
533263,,GREENPOWER,ORIENT GREEN POWER COMPANY LTD.,Active,B ,10.0,INE999K01014,Electric Utilities,Equity,GREENPOWER,Orient Green Power Company Limited,EQ,08-OCT-2010,10,1,10
533265,,GALLISPAT,GALLANTT ISPAT LTD.,Active,B ,1.0,INE528K01029,Iron & Steel/Interm.Products,Equity,GALLISPAT,Gallantt Ispat Limited,EQ,11-OCT-2010,1,1,1
533267,,CANTABIL,CANTABIL RETAIL INDIA LTD.,Active,B ,10.0,INE068L01016,Other Apparels & Accessories,Equity,CANTABIL,Cantabil Retail India Limited,EQ,12-OCT-2010,10,1,10
533269,,WABAG,VA TECH WABAG LTD.,Active,A ,2.0,INE956G01038,Utilities:Non-Elec.,Equity,WABAG,VA Tech Wabag Limited,EQ,13-OCT-2010,2,1,2
533270,,BEDMUTHA,BEDMUTHA INDUSTRIES LTD.,Active,B ,10.0,INE844K01012,Iron & Steel Products,Equity,BEDMUTHA,Bedmutha Industries Limited,EQ,14-OCT-2010,10,1,10
533271,,ASHOKA,ASHOKA BUILDCON LTD.,Active,A ,5.0,INE442H01029,Roads & Highways,Equity,ASHOKA,Ashoka Buildcon Limited,EQ,14-OCT-2010,5,1,5
533272,,CEBBCO,COMMERCIAL ENGINEERS & BODY BUILDERS CO. LTD.,Active,B ,10.0,INE209L01016,Commercial Vehicles,Equity,CEBBCO,Commercial Engineers & Body Builders Co Limited,EQ,18-OCT-2010,10,1,10
533273,,OBEROIRLTY,OBEROI REALTY LTD.,Active,A ,10.0,INE093I01010,Realty,Equity,OBEROIRLTY,Oberoi Realty Limited,EQ,20-OCT-2010,10,1,10
533274,,PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.,Active,A ,10.0,INE811K01011,Realty,Equity,PRESTIGE,Prestige Estates Projects Limited,EQ,27-OCT-2010,10,1,10
533275,,GAL,GYSCOAL ALLOYS LTD.,Active,T ,1.0,INE482J01021,Iron & Steel/Interm.Products,Equity,GAL,Gyscoal Alloys Limited,BE,27-OCT-2010,1,1,1
533278,,COALINDIA,COAL INDIA LTD.,Active,A ,10.0,INE522F01014,Coal,Equity,COALINDIA,Coal India Limited,EQ,04-NOV-2010,10,1,10
533282,,GRAVITA,GRAVITA INDIA LTD.,Active,B ,2.0,INE024L01027,Other Non-Ferrous Metals,Equity,GRAVITA,Gravita India Limited,EQ,16-NOV-2010,2,1,2
533284,,RPPINFRA,RPP INFRA PROJECTS LTD.,Active,B ,10.0,INE324L01013,Construction & Engineering,Equity,RPPINFRA,R.P.P. Infra Projects Limited,EQ,06-DEC-2010,10,1,10
533286,,MOIL,MOIL LTD.,Active,A ,10.0,INE490G01020,Mining,Equity,MOIL,MOIL Limited,EQ,15-DEC-2010,10,1,10
533287,,ZEELEARN,ZEE LEARN LTD.,Active,B ,1.0,INE565L01011,Education,Equity,ZEELEARN,Zee Learn Limited,EQ,20-DEC-2010,1,1,1
533292,,A2ZINFRA,A2Z Infra Engineering Limited,Active,T ,10.0,INE619I01012,Utilities:Non-Elec.,Equity,A2ZINFRA,A2Z Infra Engineering Limited,BE,23-DEC-2010,10,1,10
533293,,KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.,Active,A ,2.0,INE146L01010,Auto Parts & Equipment,Equity,KIRLOSENG,Kirloskar Oil Engines Limited,EQ,24-DEC-2010,2,1,2
533294,,RKDL,RAVI KUMAR DISTILLERIES LTD.,Active,B ,10.0,INE722J01012,Breweries & Distilleries,Equity,RKDL,Ravi Kumar Distilleries Limited,EQ,27-DEC-2010,10,1,10
533295,,PSB,PUNJAB & SIND BANK,Active,B ,10.0,INE608A01012,Banks,Equity,PSB,Punjab & Sind Bank,EQ,30-DEC-2010,10,1,10
533296,,FMNL,FUTURE MARKET NETWORKS LTD.,Active,B ,10.0,INE360L01017,Department Stores,Equity,FMNL,Future Market Networks Limited,EQ,31-DEC-2010,10,1,10
533298,,SURANASOL,Surana Solar Limited,Active,B ,5.0,INE272L01022,Electronic Components,Equity,SURANASOL,Surana Solar Limited,EQ,07-JAN-2011,5,1,5
533302,,KICL,KALYANI INVESTMENT COMPANY LTD.,Active,B ,10.0,INE029L01018,Investment Companies,Equity,KICL,Kalyani Investment Company Limited,EQ,14-JAN-2011,10,1,10
533303,,BFINVEST,BF INVESTMENT LTD.,Active,A ,5.0,INE878K01010,Holding Companies,Equity,BFINVEST,BF Investment Limited,EQ,14-JAN-2011,5,1,5
533306,,SUMMITSEC,SUMMIT SECURITIES LTD.,Active,B ,10.0,INE519C01017,Investment Companies,Equity,SUMMITSEC,Summit Securities Limited,EQ,28-JAN-2011,10,1,10
533316,,STEL,STEL Holdings Ltd,Active,B ,10.0,INE577L01016,Holding Companies,Equity,STEL,Stel Holdings Limited,EQ,09-FEB-2011,10,1,10
533320,,JUBLINDS,JUBILANT INDUSTRIES LTD.,Active,B ,10.0,INE645L01011,Specialty Chemicals,Equity,JUBLINDS,Jubilant Industries Limited,EQ,14-FEB-2011,10,1,10
533326,,TEXRAIL,TEXMACO RAIL & ENGINEERING LTD.,Active,A ,1.0,INE621L01012,Construction & Engineering,Equity,TEXRAIL,Texmaco Rail & Engineering Limited,EQ,03-MAR-2011,1,1,1
533329,,INDTERRAIN,INDIAN TERRAIN FASHIONS LTD.,Active,B ,2.0,INE611L01021,Other Apparels & Accessories,Equity,INDTERRAIN,Indian Terrain Fashions Limited,EQ,11-MAR-2011,2,1,2
533333,,FCL,FINEOTEX CHEMICAL LTD.,Active,B ,2.0,INE045J01026,Specialty Chemicals,Equity,FCL,Fineotex Chemical Limited,EQ,15-JAN-2015,2,1,2
533336,,DHUNINV,DHUNSERI INVESTMENTS LTD.,Active,B ,10.0,INE320L01011,Investment Companies,Equity,DHUNINV,Dhunseri Investments Limited,EQ,18-MAR-2011,10,1,10
533339,,ZENTEC,ZEN TECHNOLOGIES LTD.,Active,B ,1.0,INE251B01027,Defence,Equity,ZENTEC,Zen Technologies Limited,EQ,30-MAR-2015,1,1,1
533343,,LOVABLE,LOVABLE LINGERIE LTD.,Active,T ,10.0,INE597L01014,Other Apparels & Accessories,Equity,LOVABLE,Lovable Lingerie Limited,BE,24-MAR-2011,10,1,10
533344,,PFS,PTC INDIA FINANCIAL SERVICES LTD.,Active,A ,10.0,INE560K01014,Finance (including NBFCs),Equity,PFS,PTC India Financial Services Limited,EQ,30-MAR-2011,10,1,10
533393,,TCIDEVELOP,TCI DEVELOPERS LTD.,Active,B ,10.0,INE662L01016,Realty,Equity,TCIDEVELOP,TCI Developers Limited,EQ,19-APR-2011,10,1,10
533398,,MUTHOOTFIN,MUTHOOT FINANCE LTD.,Active,A ,10.0,INE414G01012,Finance (including NBFCs),Equity,MUTHOOTFIN,Muthoot Finance Limited,EQ,06-MAY-2011,10,1,10
533400,,FCONSUMER,Future Consumer Ltd,Active,A ,6.0,INE220J01025,Packaged Foods,Equity,FCONSUMER,Future Consumer Limited,EQ,04-JUL-2013,6,1,6
533451,,KARMAENG,KARMA ENERGY LTD.,Active,B ,10.0,INE725L01011,Electric Utilities,Equity,KARMAENG,Karma Energy Limited,EQ,28-JUN-2011,10,1,10
533452,,EBIXFOREX,Ebixcash World Money India Ltd,Active,B ,10.0,INE726L01019,Other Financial Services,Equity,EBIXFOREX,EBIXCASH WORLD MONEY INDIA LIMITED,EQ,28-JUN-2011,10,1,10
533470,,RUSHIL,RUSHIL DECOR LTD.,Active,T ,10.0,INE573K01017,Forest Products,Equity,RUSHIL,Rushil Decor Limited,BE,07-JUL-2011,10,1,10
533482,,KRIINFRA,Kridhan Infra Limited,Active,T ,2.0,INE524L01026,Construction & Engineering,Equity,KRIDHANINF,Kridhan Infra Limited,BE,11-DEC-2015,2,1,2
533506,,INVENTURE,INVENTURE GROWTH & SECURITIES LTD.,Active,B ,10.0,INE878H01016,Other Financial Services,Equity,INVENTURE,Inventure Growth & Securities Limited,EQ,04-AUG-2011,10,1,10
533519,,L&TFH,L&T FINANCE HOLDINGS LTD.,Active,A ,10.0,INE498L01015,Holding Companies,Equity,L&TFH,L&T Finance Holdings Limited,EQ,12-AUG-2011,10,1,10
533520,,YAARII,Yaarii Digital Integrated Services Ltd,Active,A ,2.0,INE126M01010,Comm.Trading  & Distribution,Equity,YAARII,Yaarii Digital Integrated Services Limited,EQ,18-AUG-2011,2,1,2
533540,,TREEHOUSE,TREE HOUSE EDUCATION & ACCESSORIES LTD.,Active,T ,10.0,INE040M01013,Education,Equity,TREEHOUSE,Tree House Education & Accessories Limited,BE,26-AUG-2011,10,1,10
533543,,BROOKS,BROOKS LABORATORIES LTD.,Active,B ,10.0,INE650L01011,Pharmaceuticals,Equity,BROOKS,Brooks Laboratories Limited,EQ,05-SEP-2011,10,1,10
533552,,RUPA,RUPA & COMPANY LTD.,Active,A ,1.0,INE895B01021,Other Apparels & Accessories,Equity,RUPA,Rupa & Company Limited,EQ,07-DEC-2011,1,1,1
533553,,TDPOWERSYS,T D POWER SYSTEMS LTD.,Active,B ,10.0,INE419M01019,Heavy Electrical Equipment,Equity,TDPOWERSYS,TD Power Systems Limited,EQ,08-SEP-2011,10,1,10
533573,,APLLTD,ALEMBIC PHARMACEUTICALS LTD.,Active,A ,2.0,INE901L01018,Pharmaceuticals,Equity,APLLTD,Alembic Pharmaceuticals Limited,EQ,20-SEP-2011,2,1,2
533576,,VASWANI,VASWANI INDUSTRIES LTD.,Active,B ,10.0,INE590L01019,Iron & Steel/Interm.Products,Equity,VASWANI,Vaswani Industries Limited,EQ,20-SEP-2011,10,1,10
533581,,PGEL,PG ELECTROPLAST LTD.,Active,B ,10.0,INE457L01011,Consumer Electronics,Equity,PGEL,PG Electroplast Limited,EQ,26-SEP-2011,10,1,10
533605,,SETUINFRA,Setubandhan Infrastructure Ltd,Active,T ,1.0,INE023M01027,Construction & Engineering,Equity,SETUINFRA,Setubandhan Infrastructure Limited,BE,04-OCT-2011,1,1,1
533629,,TIJARIA,TIJARIA POLYPIPES LTD.,Active,B ,10.0,INE440L01017,Plastic Products,Equity,TIJARIA,Tijaria Polypipes Limited,EQ,14-OCT-2011,10,1,10
533632,,ONELIFECAP,ONELIFE CAPITAL ADVISORS LTD.,Active,B ,10.0,INE912L01015,Other Financial Services,Equity,ONELIFECAP,Onelife Capital Advisors Limited,EQ,17-OCT-2011,10,1,10
533638,,FLEXITUFF,Flexituff Ventures International Ltd,Active,T ,10.0,INE060J01017,Plastic Products,Equity,FLEXITUFF,Flexituff Ventures International Limited,BE,19-OCT-2011,10,1,10
533644,,UJAAS,Ujaas Energy Limited,Active,B ,1.0,INE899L01022,Heavy Electrical Equipment,Equity,UJAAS,Ujaas Energy Limited,EQ,20-OCT-2011,1,1,1
533655,,TRITURBINE,TRIVENI TURBINE LTD.,Active,A ,1.0,INE152M01016,Heavy Electrical Equipment,Equity,TRITURBINE,Triveni Turbine Limited,EQ,28-OCT-2011,1,1,1
533676,,INDOTHAI,INDO THAI SECURITIES LTD.,Active,T ,10.0,INE337M01013,Other Financial Services,Equity,INDOTHAI,Indo Thai Securities Limited,BE,02-NOV-2011,10,1,10
533704,,ESSARSHPNG,ESSAR SHIPPING LTD.,Active,B ,10.0,INE122M01019,Shipping,Equity,ESSARSHPNG,Essar Shipping Limited,EQ,15-NOV-2011,10,1,10
533758,,APLAPOLLO,APL APOLLO TUBES LTD.,Active,A ,2.0,INE702C01027,Iron & Steel Products,Equity,APLAPOLLO,APL Apollo Tubes Limited,EQ,14-DEC-2011,2,1,2
533761,,GPTINFRA,GPT INFRAPROJECTS LTD.,Active,B ,10.0,INE390G01014,Construction & Engineering,Equity,GPTINFRA,GPT Infraprojects Limited,EQ,11-JUL-2016,10,1,10
533941,,THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED,Active,T ,10.0,INE480M01011,Other Apparels & Accessories,Equity,THOMASCOTT,Thomas Scott (India) Limited,BE,30-JAN-2012,10,1,10
533982,,TERASOFT,TERA SOFTWARE LTD.,Active,B ,10.0,INE482B01010,IT Consulting & Software,Equity,TERASOFT,Tera Software Limited,EQ,29-DEC-2016,10,1,10
534076,,ORIENTREF,ORIENT REFRACTORIES LTD.,Active,A ,1.0,INE743M01012,Other Industrial Goods,Equity,ORIENTREF,Orient Refractories Limited,EQ,12-MAR-2012,1,1,1
534091,,MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,Active,A ,10.0,INE745G01035,Investment Companies,Equity,MCX,Multi Commodity Exchange of India Limited,EQ,09-MAR-2012,10,1,10
534139,,SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,Active,A ,2.0,INE839M01018,Heavy Electrical Equipment,Equity,SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,20-MAR-2012,2,1,2
534309,,NBCC,NBCC (India) Ltd,Active,A ,1.0,INE095N01031,Construction & Engineering,Equity,NBCC,NBCC (India) Limited,EQ,12-APR-2012,1,1,1
534312,,MTEDUCARE,MT EDUCARE LTD.,Active,B ,10.0,INE472M01018,Education,Equity,MTEDUCARE,MT Educare Limited,EQ,12-APR-2012,10,1,10
534328,,HEXATRADEX,HEXA TRADEX LTD.,Active,B ,2.0,INE750M01017,Comm.Trading  & Distribution,Equity,HEXATRADEX,Hexa Tradex Limited,EQ,20-APR-2012,2,1,2
534369,,TBZ,TRIBHOVANDAS BHIMJI ZAVERI LTD.,Active,B ,10.0,INE760L01018,Other Apparels & Accessories,Equity,TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,09-MAY-2012,10,1,10
534392,,VSSL,VARDHMAN SPECIAL STEELS LTD.,Active,B ,10.0,INE050M01012,Iron & Steel Products,Equity,VSSL,Vardhman Special Steels Limited,EQ,17-MAY-2012,10,1,10
534425,,SPECIALITY,SPECIALITY RESTAURANTS LTD.,Active,B ,10.0,INE247M01014,Restaurants,Equity,SPECIALITY,Speciality Restaurants Limited,EQ,30-MAY-2012,10,1,10
534532,,LYPSAGEMS,Lypsa Gems & Jewellery Ltd,Active,B ,10.0,INE142K01011,Other Apparels & Accessories,Equity,LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,05-NOV-2013,10,1,10
534597,,RTNINDIA,Rattanindia Enterprises Ltd,Active,B ,2.0,INE834M01019,Electric Utilities,Equity,RTNINDIA,RattanIndia Enterprises Limited,EQ,30-JUL-2012,2,1,2
534598,,SEPOWER,S.E. POWER LTD.,Active,T ,10.0,INE735M01018,Electric Utilities,Equity,SEPOWER,S.E. Power Limited,BE,27-JUL-2012,10,1,10
534615,,NECCLTD,NORTH EASTERN CARRYING CORPORATION LTD.,Active,B ,10.0,INE553C01016,Transportation - Logistics,Equity,NECCLTD,North Eastern Carrying Corporation Limited,EQ,02-MAR-2016,10,1,10
534674,,DUCON,Ducon Infratechnologies Ltd,Active,B ,1.0,INE741L01018,Comm.Trading  & Distribution,Equity,DUCON,Ducon Infratechnologies Limited,EQ,09-OCT-2012,1,1,1
534675,,PROZONINTU,Prozone Intu Properties Limited,Active,T ,2.0,INE195N01013,Realty,Equity,PROZONINTU,Prozone Intu Properties Limited,BE,12-SEP-2012,2,1,2
534742,,ZUARI,ZUARI AGRO CHEMICALS LTD.,Active,B ,10.0,INE840M01016,Fertilizers,Equity,ZUARI,Zuari Agro Chemicals Limited,EQ,27-NOV-2012,10,1,10
534748,,STEELXIND,STEEL EXCHANGE INDIA LTD.,Active,B ,10.0,INE503B01013,Iron & Steel/Interm.Products,Equity,STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-JUL-2017,10,1,10
534758,,CIGNITI,CIGNITI TECHNOLOGIES LTD.,Active,A ,10.0,INE675C01017,IT Consulting & Software,Equity,CIGNITITEC,Cigniti Technologies Limited,EQ,13-OCT-2014,10,1,10
534804,,CARERATING,CARE Ratings Ltd,Active,A ,10.0,INE752H01013,Other Financial Services,Equity,CARERATING,CARE Ratings Limited,EQ,26-DEC-2012,10,1,10
534809,,PCJEWELLER,PC JEWELLER LTD.,Active,A ,10.0,INE785M01013,Other Apparels & Accessories,Equity,PCJEWELLER,PC Jeweller Limited,EQ,27-DEC-2012,10,1,10
534816,,INDUSTOWER,Indus Towers Ltd,Active,A ,10.0,INE121J01017,Other Telecom Services,Equity,INDUSTOWER,Indus Towers Limited,EQ,28-DEC-2012,10,1,10
534976,,VMART,V-MART RETAIL LTD.,Active,A ,10.0,INE665J01013,Department Stores,Equity,VMART,V-Mart Retail Limited,EQ,20-FEB-2013,10,1,10
535322,,REPCOHOME,REPCO HOME FINANCE LTD.,Active,A ,10.0,INE612J01015,Housing Finance ,Equity,REPCOHOME,Repco Home Finance Limited,EQ,01-APR-2013,10,1,10
535458,,NIBL,NRB INDUSTRIAL BEARINGS LTD.,Active,T ,2.0,INE047O01014,Other Industrial Goods,Equity,NIBL,NRB Industrial Bearings Limited,BE,09-APR-2013,2,1,2
535601,,SREEL,SREELEATHERS LTD.,Active,B ,10.0,INE099F01013,Footwear,Equity,SREEL,Sreeleathers Limited,EQ,01-JAN-2014,10,1,10
535602,,SHARDA,Sharda Motor Industries Ltd,Active,B ,2.0,INE597I01028,Auto Parts & Equipment,Equity,SHARDAMOTR,Sharda Motor Industries Limited,EQ,03-SEP-2015,2,1,2
535648,,JUSTDIAL,JUST DIAL LTD.,Active,A ,10.0,INE599M01018,Publishing,Equity,JUSTDIAL,Just Dial Limited,EQ,05-JUN-2013,10,1,10
535754,,ORIENTCEM,Orient Cement Ltd,Active,A ,1.0,INE876N01018,Cement & Cement Products,Equity,ORIENTCEM,Orient Cement Limited,EQ,12-JUL-2013,1,1,1
535755,,ABFRL,Aditya Birla Fashion and Retail Ltd,Active,A ,10.0,INE647O01011,Department Stores,Equity,ABFRL,Aditya Birla Fashion and Retail Limited,EQ,17-JUL-2013,10,1,10
535789,,IBULHSGFIN,Indiabulls Housing Finance Ltd,Active,A ,2.0,INE148I01020,Housing Finance ,Equity,IBULHSGFIN,Indiabulls Housing Finance Limited,EQ,23-JUL-2013,2,1,2
536507,,FLFL,Future Lifestyle Fashions Ltd,Active,A ,2.0,INE452O01016,Department Stores,Equity,FLFL,Future Lifestyle Fashions Limited,EQ,01-OCT-2013,2,1,2
537291,,NATHBIOGEN,Nath Bio-Genes (India) Ltd,Active,A ,10.0,INE448G01010,Other Agricultural Products,Equity,NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,28-JAN-2014,10,1,10
537292,,AGRITECH,Agri- Tech (India) Ltd,Active,B ,10.0,INE449G01018,Other Agricultural Products,Equity,AGRITECH,Agri-Tech (India) Limited,EQ,28-JAN-2014,10,1,10
537766,,BCP,B.C. Power Controls Ltd,Active,B ,2.0,INE905P01028,Other Elect.Equip./ Prod.,Equity,BCP,B.C. Power Controls Ltd,EQ,19-AUG-2019,2,1,2
537820,,VFL,Viji Finance Ltd,Active,T ,1.0,INE159N01027,Finance (including NBFCs),Equity,VIJIFIN,Viji Finance Limited,BE,11-JUL-2016,1,1,1
538268,,WONDERLA,Wonderla Holidays Ltd,Active,A ,10.0,INE066O01014,Other Leisure Facilities,Equity,WONDERLA,Wonderla Holidays Limited,EQ,09-MAY-2014,10,1,10
538365,,INCREDIBLE,Incredible Industries Ltd,Active,B ,10.0,INE452L01012,Iron & Steel/Interm.Products,Equity,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,EQ,01-JUL-2016,10,1,10
538562,,SKIPPER,Skipper Ltd,Active,B ,1.0,INE439E01022,Construction & Engineering,Equity,SKIPPER,Skipper Limited,EQ,27-MAY-2015,1,1,1
538567,,GULFOILLUB,Gulf Oil Lubricants India Ltd,Active,A ,2.0,INE635Q01029,Oil Marketing & Distribution,Equity,GULFOILLUB,Gulf Oil Lubricants India Limited,EQ,31-JUL-2014,2,1,2
538598,,VISHAL,Vishal Fabrics Ltd,Active,B ,5.0,INE755Q01025,Textiles,Equity,VISHAL,Vishal Fabrics Limited,EQ,19-AUG-2019,5,1,5
538635,,SNOWMAN,Snowman Logistics Ltd,Active,A ,10.0,INE734N01019,Transportation - Logistics,Equity,SNOWMAN,Snowman Logistics Limited,EQ,12-SEP-2014,10,1,10
538666,,SHARDACROP,Sharda Cropchem Ltd,Active,A ,10.0,INE221J01015,Agrochemicals,Equity,SHARDACROP,Sharda Cropchem Limited,EQ,23-SEP-2014,10,1,10
538685,,SHEMAROO,Shemaroo Entertainment Ltd,Active,T ,10.0,INE363M01019,Movies & Entertainment,Equity,SHEMAROO,Shemaroo Entertainment Limited,BE,01-OCT-2014,10,1,10
538730,,PDSMFL,PDS Multinational Fashions Ltd,Active,B ,10.0,INE111Q01013,Comm.Trading  & Distribution,Equity,PDSMFL,PDS Multinational Fashions Limited,EQ,21-OCT-2014,10,1,10
538835,,INTELLECT,Intellect Design Arena Ltd,Active,A ,5.0,INE306R01017,IT Software Products,Equity,INTELLECT,Intellect Design Arena Limited,EQ,18-DEC-2014,5,1,5
538836,,MONTECARLO,Monte Carlo Fashions Ltd,Active,B ,10.0,INE950M01013,Other Apparels & Accessories,Equity,MONTECARLO,Monte Carlo Fashions Limited,EQ,19-DEC-2014,10,1,10
538902,,DHUNTEAIND,Dhunseri Tea & Industries Ltd,Active,B ,10.0,INE341R01014,Tea & Coffee,Equity,DTIL,Dhunseri Tea & Industries Limited,EQ,20-JAN-2015,10,1,10
538961,,GENUSPAPER,Genus Paper & Boards Ltd,Active,B ,1.0,INE949P01018,Paper & Paper Products,Equity,GENUSPAPER,Genus Paper & Boards Limited,EQ,16-FEB-2015,1,1,1
538962,,MINDACORP,Minda Corporation Ltd,Active,A ,2.0,INE842C01021,Auto Parts & Equipment,Equity,MINDACORP,Minda Corporation Limited,EQ,16-OCT-2014,2,1,2
538979,,GRNLAMIND,Greenlam Industries Ltd,Active,B ,5.0,INE544R01013,Furniture-Furnishing-Paints,Equity,GREENLAM,Greenlam Industries Limited,EQ,02-MAR-2015,5,1,5
539015,,ORTEL,Ortel Communications Ltd,Active,Z ,10.0,INE849L01019,Broadcasting & Cable TV,Equity,ORTEL,Ortel Communications Limited,BZ,19-MAR-2015,10,1,10
539043,,BKMINDST,BKM Industries Ltd,Active,T ,1.0,INE831Q01016,Containers & Packaging,Equity,BKMINDST,Bkm Industries Limited,BE,30-MAR-2015,1,1,1
539044,,MANAKSTELTD,Manaksia Steels Ltd,Active,B ,1.0,INE824Q01011,Iron & Steel/Interm.Products,Equity,MANAKSTEEL,Manaksia Steels Limited,EQ,30-MAR-2015,1,1,1
539045,,MNKALCOLTD,Manaksia Aluminium Company Ltd,Active,T ,1.0,INE859Q01017,Aluminium,Equity,MANAKALUCO,Manaksia Aluminium Company Limited,BE,30-MAR-2015,1,1,1
539046,,MNKCMILTD,Manaksia Coated Metals & Industries Ltd,Active,B ,1.0,INE830Q01018,Iron & Steel/Interm.Products,Equity,MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,30-MAR-2015,1,1,1
539056,,IMAGICAA,Imagicaaworld Entertainment Ltd,Active,T ,10.0,INE172N01012,Other Leisure Facilities,Equity,IMAGICAA,Imagicaaworld Entertainment Limited,BE,06-APR-2015,10,1,10
539083,,INOXWIND,Inox Wind Ltd,Active,B ,10.0,INE066P01011,Heavy Electrical Equipment,Equity,INOXWIND,Inox Wind Limited,EQ,09-APR-2015,10,1,10
539118,,VRLLOG,VRL Logistics Ltd,Active,A ,10.0,INE366I01010,Transportation - Logistics,Equity,VRLLOG,VRL Logistics Limited,EQ,30-APR-2015,10,1,10
539126,,MEP,MEP Infrastructure Developers Ltd,Active,B ,10.0,INE776I01010,Roads & Highways,Equity,MEP,MEP Infrastructure Developers Limited,EQ,06-MAY-2015,10,1,10
539141,,UFO,UFO Moviez India Ltd,Active,B ,10.0,INE527H01019,Broadcasting & Cable TV,Equity,UFO,UFO Moviez India Limited,EQ,14-MAY-2015,10,1,10
539150,,PNCINFRA,PNC Infratech Ltd,Active,A ,2.0,INE195J01029,Roads & Highways,Equity,PNCINFRA,PNC Infratech Limited,EQ,26-MAY-2015,2,1,2
539201,,SATIA,Satia Industries Ltd,Active,A ,1.0,INE170E01023,Paper & Paper Products,Equity,SATIA,Satia Industries Limited,EQ,17-JUL-2019,1,1,1
539225,,JIYAECO,Jiya Eco-Products Ltd,Active,XT,10.0,INE023S01016,Utilities:Non-Elec.,Equity,JIYAECO,Jiya Eco-Products Limited,BE,19-AUG-2019,10,1,10
539251,,BALKRISHNA,Balkrishna Paper Mills Ltd,Active,T ,10.0,INE875R01011,Containers & Packaging,Equity,BALKRISHNA,Balkrishna Paper Mills Limited,BE,28-JUL-2015,10,1,10
539252,,SCFL,Shyam Century Ferrous Ltd,Active,B ,1.0,INE979R01011,Iron & Steel/Interm.Products,Equity,SHYAMCENT,Shyam Century Ferrous Limited,EQ,28-JUL-2015,1,1,1
539254,,ADANITRANS,Adani Transmission Ltd,Active,A ,10.0,INE931S01010,Electric Utilities,Equity,ADANITRANS,Adani Transmission Limited,EQ,31-JUL-2015,10,1,10
539268,,SYNGENE,Syngene International Ltd,Active,A ,10.0,INE398R01022,Pharmaceuticals,Equity,SYNGENE,Syngene International Limited,EQ,11-AUG-2015,10,1,10
539276,,KAYA,Kaya Ltd,Active,B ,10.0,INE587G01015,Sp.Consumer Services,Equity,KAYA,Kaya Limited,EQ,14-AUG-2015,10,1,10
539287,,ORTINLAABS,Ortin Laboratories Ltd,Active,B ,10.0,INE749B01020,Pharmaceuticals,Equity,ORTINLAB,Ortin Laboratories Limited,EQ,30-MAR-2021,10,1,10
539289,,MJCO,Majesco Ltd,Active,A ,5.0,INE898S01029,IT Consulting & Software,Equity,MAJESCO,Majesco Limited,EQ,19-AUG-2015,5,1,5
539290,,BINDALAGRO,Oswal Greentech Ltd,Active,B ,10.0,INE143A01010,Investment Companies,Equity,BINDALAGRO,Oswal Chemicals & Fertilizers Limited,EQ,28-AUG-1996,10,1,10
539301,,ARVSMART,Arvind SmartSpaces Ltd,Active,B ,10.0,INE034S01021,Realty,Equity,ARVSMART,Arvind SmartSpaces Limited,EQ,26-AUG-2015,10,1,10
539302,,POWERMECH,Power Mech Projects Ltd,Active,A ,10.0,INE211R01019,Construction & Engineering,Equity,POWERMECH,Power Mech Projects Limited,EQ,26-AUG-2015,10,1,10
539309,,RAMASTEEL,Rama Steel Tubes Ltd,Active,B ,5.0,INE230R01027,Iron & Steel Products,Equity,RAMASTEEL,Rama Steel Tubes Limited,EQ,19-AUG-2015,5,1,5
