Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, FACE VALUE
514043,,HIMATSEIDE,HIMATSINGKA SEIDE LTD.,Active,A ,5.0,INE049A01027,Textiles,Equity,HIMATSEIDE,Himatsingka Seide Limited,EQ,08-FEB-1995,5,1,5
514045,,BSL,BSL LTD.,Active,B ,10.0,INE594B01012,Textiles,Equity,BSL,BSL Limited,EQ,27-JUL-1995,10,1,10
514142,,TTL,T T LTD.-$,Active,T ,10.0,INE592B01016,Textiles,Equity,TTL,T T Limited,BE,22-FEB-2007,10,1,10
514162,,WELSPUNIND,WELSPUN INDIA LTD.,Active,A ,1.0,INE192B01031,Textiles,Equity,WELSPUNIND,Welspun India Limited,EQ,04-DEC-2003,1,1,1
514167,,GANECOS,GANESHA ECOSPHERE LTD.,Active,B ,10.0,INE845D01014,Misc.Commercial Services,Equity,GANECOS,Ganesha Ecosphere Limited,EQ,09-MAR-2015,10,1,10
514175,,VARDMNPOLY,VARDHMAN POLYTEX LTD.,Active,B ,10.0,INE835A01011,Textiles,Equity,VARDMNPOLY,Vardhman Polytex Limited,EQ,12-MAY-2003,10,1,10
514211,,SUMEETINDS,SUMEET INDUSTRIES LTD.-$,Active,T ,10.0,INE235C01010,Textiles,Equity,SUMEETINDS,Sumeet Industries Limited,BE,10-DEC-2010,10,1,10
514234,,SANGAMIND,SANGAM (INDIA) LTD.,Active,B ,10.0,INE495C01010,Textiles,Equity,SANGAMIND,Sangam (India) Limited,EQ,17-JUL-1996,10,1,10
514274,,AARVEEDEN,AARVEE DENIMS & EXPORTS LTD.,Active,T ,10.0,INE273D01019,Textiles,Equity,AARVEEDEN,Aarvee Denims & Exports Limited,BE,21-NOV-2006,10,1,10
514286,,ASHIMASYN,ASHIMA LTD.,Active,T ,10.0,INE440A01010,Textiles,Equity,ASHIMASYN,Ashima Limited,BE,27-JUL-1995,10,1,10
514300,,PIONEEREMB,PIONEER EMBROIDERIES LTD.-$,Active,B ,10.0,INE156C01018,Textiles,Equity,PIONEEREMB,Pioneer Embroideries Limited,EQ,16-MAY-2006,10,1,10
514326,,PATSPINLTD,PATSPIN INDIA LTD.,Active,T ,10.0,INE790C01014,Textiles,Equity,PATSPINLTD,Patspin India Limited,BE,10-MAY-1995,10,1,10
514354,,PREMIERPOL,PREMIER POLYFILM LTD.,Active,B ,5.0,INE309M01012,Commodity Chemicals,Equity,PREMIERPOL,Premier Polyfilm Limited,EQ,13-DEC-1995,5,1,5
515030,,ASAHIINDIA,ASAHI INDIA GLASS LTD.,Active,A ,1.0,INE439A01020,Auto Parts & Equipment,Equity,ASAHIINDIA,Asahi India Glass Limited,EQ,18-MAR-1998,1,1,1
515037,,MURUDCERA,MURUDESHWAR CERAMICS LTD.,Active,B ,10.0,INE692B01014,Furniture-Furnishing-Paints,Equity,MURUDCERA,Murudeshwar Ceramics Limited,EQ,28-MAY-2004,10,1,10
515055,,ANANTRAJ,Anant Raj Limited-$,Active,B ,2.0,INE242C01024,Realty,Equity,ANANTRAJ,Anant Raj Limited,EQ,27-SEP-2006,2,1,2
515093,,MADHAV,MADHAV MARBLES & GRANITES LTD.,Active,B ,10.0,INE925C01016,Construction Materials,Equity,MADHAV,Madhav Marbles and Granites Limited,EQ,20-DEC-2007,10,1,10
515145,,HINDNATGLS,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.-$,Active,B ,2.0,INE952A01022,Containers & Packaging,Equity,HINDNATGLS,Hindusthan National Glass & Industries Limited,EQ,15-APR-2009,2,1,2
516007,,MANGTIMBER,MANGALAM TIMBER PRODUCTS LTD.,Active,B ,10.0,INE805B01012,Forest Products,Equity,MANGTIMBER,Mangalam Timber Products Limited,EQ,27-JUL-1995,10,1,10
516016,,SHREYANIND,SHREYANS INDUSTRIES LTD.-$,Active,B ,10.0,INE231C01019,Paper & Paper Products,Equity,SHREYANIND,Shreyans Industries Limited,EQ,06-NOV-1996,10,1,10
516022,,STARPAPER,STAR PAPER MILLS LTD.,Active,B ,10.0,INE733A01018,Paper & Paper Products,Equity,STARPAPER,Star Paper Mills Limited,EQ,13-SEP-1995,10,1,10
516064,,ARROWGREEN,Arrow Greentech Ltd,Active,T ,10.0,INE570D01018,Plastic Products,Equity,ARROWGREEN,Arrow Greentech Limited,BE,21-MAY-2015,10,1,10
516072,,VISHNU,VISHNU CHEMICALS LTD.,Active,B ,10.0,INE270I01014,Specialty Chemicals,Equity,VISHNU,Vishnu Chemicals Limited,EQ,05-MAR-2015,10,1,10
516082,,NRAGRINDQ,N.R.AGARWAL INDUSTRIES LTD.,Active,B ,10.0,INE740D01017,Paper & Paper Products,Equity,NRAIL,N R Agarwal Industries Limited,EQ,05-APR-2017,10,1,10
516092,,3PLAND,3P Land Holdings Ltd,Active,B ,2.0,INE105C01023,Paper & Paper Products,Equity,3PLAND,3P Land Holdings Limited,EQ,19-JUL-1995,2,1,2
517015,,VINDHYATEL,VINDHYA TELELINKS LTD.,Active,A ,10.0,INE707A01012,Telecom Cables,Equity,VINDHYATEL,Vindhya Telelinks Limited,EQ,08-FEB-1995,10,1,10
517041,,ADORWELD,ADOR WELDING LTD.,Active,B ,10.0,INE045A01017,Other Industrial Goods,Equity,ADORWELD,Ador Welding Limited,EQ,10-MAY-1995,10,1,10
517059,,SALZER,SALZER ELECTRONICS LTD.-$,Active,B ,10.0,INE457F01013,Other Elect.Equip./ Prod.,Equity,SALZERELEC,Salzer Electronics Limited,EQ,02-DEC-2015,10,1,10
517146,,USHAMART,USHA MARTIN LTD.,Active,A ,1.0,INE228A01035,Iron & Steel Products,Equity,USHAMART,Usha Martin Limited,EQ,11-OCT-2000,1,1,1
517168,,SUBROS,SUBROS LTD.,Active,A ,2.0,INE287B01021,Auto Parts & Equipment,Equity,SUBROS,Subros Limited,EQ,13-JUL-2005,2,1,2
517174,,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,Active,A ,10.0,INE671A01010,Other Elect.Equip./ Prod.,Equity,HONAUT,Honeywell Automation India Limited,EQ,18-JUL-2003,10,1,10
517206,,LUMAXIND,LUMAX INDUSTRIES LTD.,Active,B ,10.0,INE162B01018,Auto Parts & Equipment,Equity,LUMAXIND,Lumax Industries Limited,EQ,06-SEP-1995,10,1,10
517214,,DIGISPICE,Digispice Technologies Ltd-$,Active,B ,3.0,INE927C01020,Telecom Equipment,Equity,DIGISPICE,DiGiSPICE Technologies Limited,EQ,27-MAY-2008,3,1,3
517230,,PAEL,PAE LTD.,Active,Z ,10.0,INE766A01018,Comm.Trading  & Distribution,Equity,PAEL,PAE Limited,BZ,12-APR-1995,10,1,10
517271,,HBLPOWER,HBL POWER SYSTEMS LTD.-$,Active,B ,1.0,INE292B01021,Other Elect.Equip./ Prod.,Equity,HBLPOWER,HBL Power Systems Limited,EQ,04-JAN-2007,1,1,1
517273,,S&SPOWER,S&S POWER SWITCHGEAR LTD.,Active,B ,10.0,INE902B01017,Other Elect.Equip./ Prod.,Equity,S&SPOWER,S&S Power Switchgears Limited,EQ,27-SEP-1995,10,1,10
517300,,GIPCL,GUJARAT INDUSTRIES POWER CO.LTD.,Active,A ,10.0,INE162A01010,Electric Utilities,Equity,GIPCL,Gujarat Industries Power Company Limited,EQ,08-FEB-1995,10,1,10
517330,,CMI,CMI LTD.,Active,B ,10.0,INE981B01011,Other Elect.Equip./ Prod.,Equity,CMICABLES,CMI Limited,EQ,29-NOV-2016,10,1,10
517334,,MOTHERSUMI,MOTHERSON SUMI SYSTEMS LTD.,Active,A ,1.0,INE775A01035,Auto Parts & Equipment,Equity,MOTHERSUMI,Motherson Sumi Systems Limited,EQ,14-AUG-1996,1,1,1
517344,,MINDTECK,MINDTECK (INDIA) LTD.,Active,B ,10.0,INE110B01017,IT Software Products,Equity,MINDTECK,Mindteck (India) Limited,EQ,02-AUG-2016,10,1,10
517354,,HAVELLS,HAVELLS INDIA LTD.,Active,A ,1.0,INE176B01034,Consumer Electronics,Equity,HAVELLS,Havells India Limited,EQ,21-MAR-2001,1,1,1
517380,,IGARASHI,IGARASHI MOTORS INDIA LTD.,Active,A ,10.0,INE188B01013,Auto Parts & Equipment,Equity,IGARASHI,Igarashi Motors India Limited,EQ,09-OCT-2003,10,1,10
517385,,SYMPHONY,Symphony Limited,Active,A ,2.0,INE225D01027,Consumer Electronics,Equity,SYMPHONY,Symphony Limited,EQ,15-JUN-2011,2,1,2
517411,,SHYAMTEL,SHYAM TELECOM LTD.,Active,T ,10.0,INE635A01023,Telecom Equipment,Equity,SHYAMTEL,Shyam Telecom Limited,BE,06-NOV-2006,10,1,10
517421,,BUTTERFLY,Butterfly Gandhimathi Appliances Ltd,Active,B ,10.0,INE295F01017,Household Appliances,Equity,BUTTERFLY,Butterfly Gandhimathi Appliances Limited,EQ,28-APR-2014,10,1,10
517447,,RSSOFTWARE,R.S.SOFTWARE INDIA LTD.,Active,B ,5.0,INE165B01029,IT Software Products,Equity,RSSOFTWARE,R. S. Software (India) Limited,EQ,19-MAY-1999,5,1,5
517498,,WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD.,Active,B ,10.0,INE855C01015,Other Elect.Equip./ Prod.,Equity,WEBELSOLAR,Websol Energy System Limited,EQ,15-MAY-2007,10,1,10
517506,,TTKPRESTIG,TTK PRESTIGE LTD.,Active,A ,10.0,INE690A01010,Houseware,Equity,TTKPRESTIG,TTK Prestige Limited,EQ,22-DEC-1999,10,1,10
517522,,RAJGLOWIR,RAJRATAN GLOBAL WIRE LTD.,Active,B ,10.0,INE451D01011,Auto Parts & Equipment,Equity,RAJRATAN,Rajratan Global Wire Limited,EQ,22-MAY-2020,10,1,10
517530,,SURANAT&P,Surana Telecom And Power Limited,Active,B ,1.0,INE130B01031,Telecom Cables,Equity,SURANAT&P,Surana Telecom and Power Limited,EQ,22-MAY-2002,1,1,1
517536,,ONWARDTEC,ONWARD TECHNOLOGIES LTD.,Active,T ,10.0,INE229A01017,IT Consulting & Software,Equity,ONWARDTEC,Onward Technologies Limited,BE,07-MAR-2001,10,1,10
517544,,CENTUM,CENTUM ELECTRONICS LTD.,Active,B ,10.0,INE320B01020,Misc.Commercial Services,Equity,CENTUM,Centum Electronics Limited,EQ,05-OCT-2007,10,1,10
517562,,TRIGYN,TRIGYN TECHNOLOGIES LTD.,Active,B ,10.0,INE948A01012,IT Consulting & Software,Equity,TRIGYN,Trigyn Technologies Limited,EQ,09-APR-1998,10,1,10
517569,,KEI,KEI INDUSTRIES LTD.,Active,A ,2.0,INE878B01027,Other Elect.Equip./ Prod.,Equity,KEI,KEI Industries Limited,EQ,23-MAR-2006,2,1,2
517571,,INDLMETER,IMP POWERS LTD.,Active,B ,10.0,INE065B01013,Heavy Electrical Equipment,Equity,INDLMETER,IMP Powers Limited,EQ,10-JAN-1996,10,1,10
518029,,GSCLCEMENT,GUJARAT SIDHEE CEMENT LTD.,Active,B ,10.0,INE542A01039,Cement & Cement Products,Equity,GSCLCEMENT,Gujarat Sidhee Cement Limited,EQ,15-MAY-2013,10,1,10
518091,,APCL,ANJANI PORTLAND CEMENT LTD.-$,Active,B ,10.0,INE071F01012,Cement & Cement Products,Equity,APCL,Anjani Portland Cement Limited,EQ,10-APR-2017,10,1,10
519091,,TASTYBIT,TASTY BITE EATABLES LTD.,Active,A ,10.0,INE488B01017,Packaged Foods,Equity,TASTYBITE,Tasty Bite Eatables Limited,EQ,23-MAR-2017,10,1,10
519105,,AVTNPL,AVT NATURAL PRODUCTS LTD.,Active,B ,1.0,INE488D01021,Other Agricultural Products,Equity,AVTNPL,AVT Natural Products Limited,EQ,10-JAN-2007,1,1,1
519126,,HNDFDS,HINDUSTAN FOODS LTD.,Active,B ,10.0,INE254N01018,Packaged Foods,Equity,HNDFDS,Hindustan Foods Limited,EQ,19-AUG-2019,10,1,10
519136,,NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LTD.-$,Active,B ,10.0,INE289A01011,Textiles,Equity,NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,15-DEC-2005,10,1,10
519156,,VADILALIND,VADILAL INDUSTRIES LTD.-$,Active,B ,10.0,INE694D01016,Packaged Foods,Equity,VADILALIND,Vadilal Industries Limited,EQ,15-JUN-2011,10,1,10
519183,,ADFFOODS,ADF FOODS LTD.-$,Active,A ,10.0,INE982B01019,Packaged Foods,Equity,ADFFOODS,ADF Foods Limited,EQ,15-SEP-2010,10,1,10
519224,,WILLAMAGOR,WILLIAMSON MAGOR & COMPANY LTD.,Active,B ,10.0,INE210A01017,Finance (including NBFCs),Equity,WILLAMAGOR,Williamson Magor & Company Limited,EQ,08-FEB-1995,10,1,10
519260,,SANWARIA,Sanwaria Consumer Ltd-$,Active,Z ,1.0,INE890C01046,Packaged Foods,Equity,SANWARIA,Sanwaria Consumer Limited,BZ,27-MAR-2006,1,1,1
519307,,VIKASWSP,VIKAS WSP LTD.,Active,B ,1.0,INE706A01022,Specialty Chemicals,Equity,VIKASWSP,Vikas WSP Limited,EQ,10-MAY-1995,1,1,1
519383,,ANIKINDS,ANIK INDUSTRIES LTD.,Active,B ,10.0,INE087B01017,Other Agricultural Products,Equity,ANIKINDS,Anik Industries Limited,EQ,21-MAY-2008,10,1,10
519494,,NKIND,N.K.INDUSTRIES LTD.,Active,T ,10.0,INE542C01019,Edible Oils,Equity,NKIND,NK Industries Limited,BE,07-JUL-1995,10,1,10
519552,,HERITGFOOD,Heritage Foods Limited,Active,A ,5.0,INE978A01027,Packaged Foods,Equity,HERITGFOOD,Heritage Foods Limited,EQ,27-NOV-1996,5,1,5
519588,,DFM,DFM FOODS LTD.,Active,A ,2.0,INE456C01020,Packaged Foods,Equity,DFMFOODS,DFM Foods Limited,EQ,29-DEC-2016,2,1,2
519600,,CCL,CCL PRODUCTS (INDIA) LTD.,Active,A ,2.0,INE421D01022,Tea & Coffee,Equity,CCL,CCL Products (India) Limited,EQ,07-JUN-2004,2,1,2
519602,,KELLTONTEC,Kellton Tech Solutions Ltd.,Active,B ,5.0,INE164B01022,IT Software Products,Equity,KELLTONTEC,Kellton Tech Solutions Limited,EQ,02-MAR-2016,5,1,5
520008,,RICOAUTO,RICO AUTO INDUSTRIES LTD.,Active,A ,1.0,INE209B01025,Auto Parts & Equipment,Equity,RICOAUTO,Rico Auto Industries Limited,EQ,12-MAY-2003,1,1,1
520021,,OMAXAUTO,OMAX AUTOS LTD.,Active,B ,10.0,INE090B01011,Auto Parts & Equipment,Equity,OMAXAUTO,Omax Autos Limited,EQ,20-FEB-2003,10,1,10
520043,,MUNJALSHOW,MUNJAL SHOWA LTD.,Active,B ,2.0,INE577A01027,Auto Parts & Equipment,Equity,MUNJALSHOW,Munjal Showa Limited,EQ,12-MAY-2003,2,1,2
520051,,JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD.,Active,A ,1.0,INE039C01032,Auto Parts & Equipment,Equity,JAMNAAUTO,Jamna Auto Industries Limited,EQ,10-DEC-2010,1,1,1
520056,,SUNCLAYLTD,SUNDARAM-CLAYTON LTD.,Active,A ,5.0,INE105A01035,Auto Parts & Equipment,Equity,SUNCLAYLTD,Sundaram Clayton Limited,EQ,23-OCT-2012,5,1,5
520057,,JTEKTINDIA,Jtekt India Ltd,Active,A ,1.0,INE643A01035,Auto Parts & Equipment,Equity,JTEKTINDIA,Jtekt India Limited,EQ,12-JAN-2004,1,1,1
520059,,MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.,Active,B ,2.0,INE672B01032,Auto Parts & Equipment,Equity,MUNJALAU,Munjal Auto Industries Limited,EQ,19-JUL-2006,2,1,2
520066,,JAYBARMARU,JAY BHARAT MARUTI LTD.,Active,B ,5.0,INE571B01028,Auto Parts & Equipment,Equity,JAYBARMARU,Jay Bharat Maruti Limited,EQ,03-JAN-1996,5,1,5
520086,,SICAL,SICAL LOGISTICS LTD.,Active,B ,10.0,INE075B01012,Transportation - Logistics,Equity,SICAL,Sical Logistics Limited,EQ,28-APR-1999,10,1,10
520111,,RATNAMANI,RATNAMANI METALS & TUBES LTD.-$,Active,A ,2.0,INE703B01027,Construction & Engineering,Equity,RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,09-MAY-2006,2,1,2
520113,,VESUVIUS,VESUVIUS INDIA LTD.,Active,A ,10.0,INE386A01015,Other Industrial Goods,Equity,VESUVIUS,Vesuvius India Limited,EQ,04-OCT-2002,10,1,10
520119,,ASAL,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,Active,B ,10.0,INE900C01027,Auto Parts & Equipment,Equity,ASAL,Automotive Stampings and Assemblies Limited,EQ,12-MAR-2002,10,1,10
520151,,SHREYAS,SHREYAS SHIPPING & LOGISTICS LTD.,Active,B ,10.0,INE757B01015,Shipping,Equity,SHREYAS,Shreyas Shipping & Logistics Limited,EQ,01-MAR-1995,10,1,10
521014,,EUROTEXIND,EUROTEX INDUSTRIES & EXPORTS LTD.,Active,B ,10.0,INE022C01012,Textiles,Equity,EUROTEXIND,Eurotex Industries and Exports Limited,EQ,31-JAN-1996,10,1,10
521016,,ICIL,INDO COUNT INDUSTRIES LTD.,Active,A ,2.0,INE483B01026,Textiles,Equity,ICIL,Indo Count Industries Limited,EQ,12-SEP-2005,2,1,2
521018,,MARALOVER,MARAL OVERSEAS LTD.,Active,B ,10.0,INE882A01013,Textiles,Equity,MARALOVER,Maral Overseas Limited,EQ,08-FEB-1995,10,1,10
521034,,SOMATEX,SOMA TEXTILES & INDUSTRIES LTD.,Active,B ,10.0,INE314C01013,Textiles,Equity,SOMATEX,Soma Textiles & Industries Limited,EQ,14-AUG-1996,10,1,10
521064,,TRIDENT,TRIDENT LTD.,Active,A ,1.0,INE064C01022,Textiles,Equity,TRIDENT,Trident Limited,EQ,21-FEB-2001,1,1,1
521070,,ALOKTEXT,ALOK INDUSTRIES LTD.,Active,B ,1.0,INE270A01029,Textiles,Equity,ALOKINDS,Alok Industries Limited,EQ,19-FEB-2020,1,1,1
521082,,SPENTEX,SPENTEX INDUSTRIES LTD.,Active,Z ,10.0,INE376C01020,Textiles,Equity,SPENTEX,Spentex Industries Limited,BZ,20-DEC-2006,10,1,10
521109,,NAGREEKEXP,NAGREEKA EXPORTS LTD.-$,Active,B ,5.0,INE123B01028,Textiles,Equity,NAGREEKEXP,Nagreeka Exports Limited,EQ,18-JUN-2007,5,1,5
521163,,ZODIACLOTH,ZODIAC CLOTHING CO.LTD.,Active,B ,10.0,INE206B01013,Other Apparels & Accessories,Equity,ZODIACLOTH,Zodiac Clothing Company Limited,EQ,27-SEP-1995,10,1,10
521180,,SUPERSPIN,SUPER SPINNING MILLS LTD.,Active,T ,1.0,INE662A01027,Textiles,Equity,SUPERSPIN,Super Spinning Mills Limited,BE,08-JUL-2004,1,1,1
521194,,SILINV,SIL INVESTMENTS LTD.,Active,B ,10.0,INE923A01015,Other Financial Services,Equity,SILINV,SIL Investments Limited,EQ,22-MAY-1996,10,1,10
521200,,SURYALAXMI,SURYALAKSHMI COTTON MILLS LTD.,Active,T ,10.0,INE713B01026,Textiles,Equity,SURYALAXMI,Suryalakshmi Cotton Mills Limited,BE,15-JUN-2005,10,1,10
521220,,DAMOINDUS,DAMODAR INDUSTRIES LTD.-$,Active,B ,5.0,INE497D01022,Textiles,Equity,DAMODARIND,Damodar Industries Limited,EQ,04-JUL-2016,5,1,5
521248,,KITEX,KITEX GARMENTS LTD.,Active,A ,1.0,INE602G01020,Other Apparels & Accessories,Equity,KITEX,Kitex Garments Limited,EQ,25-SEP-2012,1,1,1
522014,,UNIDT,UNITED DRILLING TOOLS LTD.,Active,B ,10.0,INE961D01019,Other Industrial Goods,Equity,UNIDT,United Drilling Tools Limited,EQ,25-SEP-2020,10,1,10
522029,,WINDMACHIN,WINDSOR MACHINES LTD.,Active,B ,2.0,INE052A01021,Industrial Machinery,Equity,WINDMACHIN,Windsor Machines Limited,EQ,17-AUG-2011,2,1,2
522034,,SHANTIGEAR,SHANTHI GEARS LTD.,Active,B ,1.0,INE631A01022,Auto Parts & Equipment,Equity,SHANTIGEAR,Shanthi Gears Limited,EQ,17-JAN-1996,1,1,1
522064,,HONDAPOWER,Honda India Power Products Ltd,Active,A ,10.0,INE634A01018,Industrial Machinery,Equity,HONDAPOWER,Honda India Power Products Limited,EQ,01-APR-2003,10,1,10
522073,,HITECHGEAR,The Hi-Tech Gears Ltd,Active,B ,10.0,INE127B01011,Auto Parts & Equipment,Equity,HITECHGEAR,The Hi-Tech Gears Limited,EQ,21-JAN-2002,10,1,10
522074,,ELGIEQUIP,ELGI EQUIPMENTS LTD.,Active,A ,1.0,INE285A01027,Industrial Machinery,Equity,ELGIEQUIP,Elgi Equipments Limited,EQ,22-NOV-1995,1,1,1
522113,,TIMKEN,TIMKEN INDIA LTD.,Active,A ,10.0,INE325A01013,Industrial Machinery,Equity,TIMKEN,Timken India Limited,EQ,06-FEB-2007,10,1,10
522205,,PRAJIND,PRAJ INDUSTRIES LTD.,Active,A ,2.0,INE074A01025,Construction & Engineering,Equity,PRAJIND,Praj Industries Limited,EQ,11-OCT-1995,2,1,2
522215,,HLEGLAS,HLE Glascoat Ltd,Active,B ,10.0,INE461D01010,Industrial Machinery,Equity,HLEGLAS,HLE Glascoat Limited,EQ,22-FEB-2021,10,1,10
522217,,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.,Active,B ,10.0,INE826C01016,Commercial Vehicles,Equity,GUJAPOLLO,Gujarat Apollo Industries Limited,EQ,04-JUN-2007,10,1,10
522241,,MMFL,M.M.FORGINGS LTD.-$,Active,B ,10.0,INE227C01017,Other Industrial Products,Equity,MMFL,MM Forgings Limited,EQ,20-DEC-2006,10,1,10
522249,,MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$,Active,A ,5.0,INE040D01038,Textiles,Equity,MAYURUNIQ,Mayur Uniquoters Ltd,EQ,25-SEP-2012,5,1,5
522263,,JMCPROJECT,JMC PROJECTS (INDIA) LTD.-$,Active,A ,2.0,INE890A01024,Construction & Engineering,Equity,JMCPROJECT,JMC Projects (India)  Limited,EQ,26-NOV-2007,2,1,2
522275,,GET&D,GE T&D India Ltd,Active,A ,2.0,INE200A01026,Electric Utilities,Equity,GET&D,GE T&D India Limited,EQ,30-JUN-2008,2,1,2
522285,,JAYNECOIND,JAYASWAL NECO INDUSTRIES LTD.,Active,B ,10.0,INE854B01010,Iron & Steel/Interm.Products,Equity,JAYNECOIND,Jayaswal Neco Industries Limited,EQ,10-MAY-1995,10,1,10
522287,,KALPATPOWR,KALPATARU POWER TRANSMISSION LTD.,Active,A ,2.0,INE220B01022,Heavy Electrical Equipment,Equity,KALPATPOWR,Kalpataru Power Transmission Limited,EQ,15-DEC-2000,2,1,2
522295,,CONTROLPR,CONTROL PRINT LTD.-$,Active,B ,10.0,INE663B01015,Containers & Packaging,Equity,CONTROLPR,Control Print Limited,EQ,24-JUN-2016,10,1,10
523011,,WEIZMANIND,WEIZMANN LTD.,Active,B ,10.0,INE080A01014,Comm.Trading  & Distribution,Equity,WEIZMANIND,Weizmann Limited,EQ,10-MAY-1995,10,1,10
523025,,SAFARIND,SAFARI INDUSTRIES (INDIA) LTD.,Active,A ,2.0,INE429E01023,Other Apparels & Accessories,Equity,SAFARI,Safari Industries (India) Limited,EQ,12-SEP-2019,2,1,2
523127,,EIHAHOTELS,EIH ASSOCIATED HOTELS LTD.-$,Active,B ,10.0,INE276C01014,Hotels,Equity,EIHAHOTELS,EIH Associated Hotels Limited,EQ,08-APR-2008,10,1,10
523204,,ABAN,ABAN OFFSHORE LTD.,Active,B ,2.0,INE421A01028,Exploration & Production,Equity,ABAN,Aban Offshore Limited,EQ,29-MAR-1995,2,1,2
523207,,KOKUYOCMLN,KOKUYO CAMLIN LTD.-$,Active,B ,1.0,INE760A01029,Non-Durable Household Prod.,Equity,KOKUYOCMLN,Kokuyo Camlin Limited,EQ,28-JUL-2008,1,1,1
523260,,PEARLPOLY,PEARL POLYMERS LTD.,Active,B ,10.0,INE844A01013,Plastic Products,Equity,PEARLPOLY,Pearl Polymers Limited,EQ,11-OCT-1995,10,1,10
523261,,VENKYS,VENKY&#39;S (INDIA) LTD.,Active,A ,10.0,INE398A01010,Packaged Foods,Equity,VENKEYS,Venky's (India) Limited,EQ,28-JUL-2003,10,1,10
523269,,ADVANIHOTR,ADVANI HOTELS & RESORTS (INDIA) LTD.,Active,B ,2.0,INE199C01026,Hotels,Equity,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,EQ,25-JUN-2007,2,1,2
523283,,SUPERHOUSE,SUPERHOUSE LTD.,Active,B ,10.0,INE712B01010,Footwear,Equity,SUPERHOUSE,Superhouse Limited,EQ,26-SEP-2014,10,1,10
523301,,TCPLPACK,TCPL PACKAGING LTD.-$,Active,B ,10.0,INE822C01015,Paper & Paper Products,Equity,TCPLPACK,TCPL Packaging Limited,EQ,17-OCT-2017,10,1,10
523319,,BALMLAWRIE,BALMER LAWRIE & CO.LTD.,Active,A ,10.0,INE164A01016,Diversified,Equity,BALMLAWRIE,Balmer Lawrie & Company Limited,EQ,06-JUL-1995,10,1,10
523367,,DCMSHRIRAM,DCM Shriram Limited,Active,A ,2.0,INE499A01024,Diversified,Equity,DCMSHRIRAM,DCM Shriram Limited,EQ,12-APR-1995,2,1,2
523371,,MAWANASUG,MAWANA SUGARS LTD.,Active,B ,10.0,INE636A01039,Sugar,Equity,MAWANASUG,Mawana Sugars Limited,EQ,20-MAR-2009,10,1,10
523384,,MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION LTD.,Active,T ,10.0,INE843B01013,Finance (including NBFCs),Equity,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,BE,21-JAN-1998,10,1,10
523385,,NILKAMAL,NILKAMAL LTD.,Active,A ,10.0,INE310A01015,Plastic Products,Equity,NILKAMAL,Nilkamal Limited,EQ,01-NOV-1995,10,1,10
523391,,NAHARPOLY,NAHAR POLYFILMS LTD.,Active,B ,5.0,INE308A01027,Textiles,Equity,NAHARPOLY,Nahar Poly Films Limited,EQ,23-MAR-2007,5,1,5
523395,,3MINDIA,3M INDIA LTD.,Active,A ,10.0,INE470A01017,Diversified,Equity,3MINDIA,3M India Limited,EQ,13-AUG-2004,10,1,10
523398,,JCHAC,Johnson Controls-Hitachi Air Conditioning India Ltd,Active,A ,10.0,INE782A01015,Consumer Electronics,Equity,JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,03-JAN-2000,10,1,10
523405,,JMFINANCIL,JM FINANCIAL LTD.-$,Active,A ,1.0,INE780C01023,Holding Companies,Equity,JMFINANCIL,JM Financial Limited,EQ,10-OCT-2006,1,1,1
523419,,TNTELE,TAMILNADU TELECOMMUNICATIONS LTD.,Active,T ,10.0,INE141D01018,Telecom Cables,Equity,TNTELE,Tamilnadu Telecommunication Limited,BE,04-FEB-2003,10,1,10
523445,,RIIL,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,Active,A ,10.0,INE046A01015,Construction & Engineering,Equity,RIIL,Reliance Industrial Infrastructure Limited,EQ,29-NOV-1995,10,1,10
523457,,LINDEINDIA,Linde India Limited,Active,A ,10.0,INE473A01011,Industrial Gases,Equity,LINDEINDIA,Linde India Limited,EQ,16-JUN-1999,10,1,10
523539,,PRECWIRE,PRECISION WIRES INDIA LTD.,Active,B ,5.0,INE372C01029,Other Elect.Equip./ Prod.,Equity,PRECWIRE,Precision Wires India Limited,EQ,06-SEP-1995,5,1,5
523574,,FEL,Future Enterprises Ltd,Active,B ,2.0,INE623B01027,Department Stores,Equity,FEL,Future Enterprises Limited,EQ,05-NOV-2001,2,1,2
